Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Castanhao,2007,-38.4502293061,-5.48909482144,670000,5975.17,400335.84
Patos,2007,-40.036497,-3.7614440000000013,755,3266.19,246.77
Nova floresta,2007,-38.907803,-5.9492629999999975,519,4667.18,242.21
Manoel balbino,2007,-39.329299645700004,-7.107291457310001,3718,1964.8,730.55
Salao,2007,-39.3111742,-4.4069701,604,2564.18,154.96
Poco do barro,2007,-38.4595984652,-5.382572887669999,5200,8033.2,4177.33
Riacho do sangue,2007,-38.9506399185,-5.693736833230001,6142,9079.68,5576.78
Quixeramobim,2007,-39.3127774588,-5.19828377485,5400,7823.73,4224.79
Serafim dias,2007,-39.6472365319,-5.728479651209999,4300,7969.95,3427.02
Umari,2007,-39.551388,-4.809116,3504,5387.6,1887.88
Ema,2007,-38.3449743134,-5.776328844959999,1039,8557.62,889.03
Premuoca,2007,-38.9565822652,-6.40214304255,520,5137.45,267.24
Gomes,2007,-38.73024,-7.481016,239,8307.84,198.65
Jenipapeiro,2007,-39.2474835705,-5.8131511541400025,1700,6352.54,1079.95
Pedras brancas,2007,-38.8777544386,-5.14985135743,43404,3374.51,14646.87
Poco da pedra,2007,-40.3559822646,-6.98372899185,5200,3732.39,1940.88
Araras,2007,-40.448598424400004,-4.20951501641,89100,6041.25,53827.1
Lima campos,2007,-39.059782,-6.417186,6638,5750.69,3817.31
Forquilha,2007,-40.2535632298,-3.79604357192,5013,2174.29,1090.0
Bonito,2007,-40.684951,-4.3098849999999995,600,5037.5,302.25
Frios,2007,-39.295427951,-3.69046238001,3302,5943.28,1962.48
Carao,2007,-40.361733153,-4.81667052184,2623,2902.06,761.18
Favelas,2007,-40.1230031725,-5.98302184084,3010,4727.17,1422.96
Santo antonio de russas,2007,0.0,0.0,2400,5462.35,1310.98
Amanary,2007,-38.8837233213,-4.01262168678,1101,2363.39,260.27
Prazeres,2007,-38.6829425533,-7.109019720510001,3250,7364.94,2393.52
Realejo,2007,-40.8050668199,-5.261104572130002,3155,2550.33,804.63
Mundau,2007,-39.516132,-3.6336209999999998,2130,8714.13,1856.09
General sampaio,2007,-39.4537367839,-4.06243387754,32220,4828.95,15558.93
Trici,2007,-40.413943243,-5.91533033329,1650,5743.12,947.65
Tucunduba,2007,-40.4458464533,-3.1795909254400003,4143,9491.29,3932.61
Trussu,2007,-39.433659842,-6.3082942087900005,30100,5414.91,16299.0
Santo antonio de aracatiacu,2007,0.0,0.0,2434,3990.63,971.37
Patu,2007,-39.4023005082,-5.581869982080001,7183,7914.31,5684.81
Farias de sousa,2007,-40.582480572399994,-4.76698183204,1223,870.61,106.44
Curral velho,2007,-38.383801,-5.04557,1217,7918.33,964.0
Caxitore,2007,-39.3553731239,-3.74191444021,20200,6376.2,12879.84
Quincoe,2007,-39.454306,-6.084822,433,3585.59,155.28
Sao mateus,2007,-39.315869202399995,-4.37069635174,1033,7380.26,762.39
Tejucuoca,2007,-39.505976259099995,-3.9759711539099998,2811,6416.22,1803.48
Pentecoste,2007,-39.261648178099996,-3.80330004105,36000,6009.7,21634.94
Forquilha ii,2007,-40.3993464,-5.9427898,340,744.08,25.34
Varzea do boi,2007,-40.2525492337,-5.90952523694,5191,5779.21,3000.05
Sobral,2007,-40.365556,-3.65705,468,8295.49,388.33
Itapebussu,2007,-38.903176,-4.059148,630,8917.33,562.0
Acarau mirim,2007,0.0,0.0,5200,9499.64,4939.83
Riachao,2007,-38.5231717263,-4.00099902774,4695,1042.58,489.46
Sao vicente,2007,-40.263431,-3.397075,984,5922.38,582.86
Joaquim tavora,2007,-38.8304650715,-5.9490545711800005,2677,3474.69,930.2
Banabuiu,2007,-38.9223710722,-5.32859467909,160100,4448.32,71217.26
Sao pedro timbauba,2007,0.0,0.0,1925,6500.5,1251.46
Pompeu sobrinho,2007,-39.1409573634,-4.8383462558899994,14300,2622.25,3749.99
Oros,2007,-38.9250093577,-6.2381264298,194000,7322.76,142062.06
Atalho,2007,-38.8936496392,-7.641678529360001,10825,5310.89,5749.04
Santa maria de aracatiacu,2007,0.0,0.0,820,1288.92,105.79
Quixabinha,2007,-38.746745161199996,-7.501917402889999,3178,2500.89,794.82
Varzea da volta,2007,-40.6146865971,-3.5021432096800007,1250,7175.21,897.0
