Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Rivaldo de carvalho,2013,-39.9331061101,-6.2722289939600016,1952,2742.05,535.27
Castanhao,2013,-38.4502293061,-5.48909482144,670000,4973.74,333239.78
Patos,2013,-40.036497,-3.761444000000001,755,826.1,62.25
Sao jose ii,2013,-39.4776763945,-5.8374046896700005,2914,1964.25,572.41
Carnaubal,2013,-40.668200617,-5.280081325019999,8769,125.82,110.4
Nova floresta,2013,-38.907803,-5.9492629999999975,519,3593.41,186.54
Manoel balbino,2013,-39.329299645700004,-7.107291457310001,3718,2074.03,771.15
Souza,2013,-39.2825672821,-4.39272804136,3084,375.41,115.8
Trapia iii,2013,-40.71186,-3.753362,551,3346.86,184.45
Salao,2013,-39.3111742,-4.4069701,604,496.19,29.99
Madeiro,2013,-38.553137,-6.189098,281,256.36,7.22
Poco do barro,2013,-38.4595984652,-5.382572887669999,5200,1347.02,700.5
Fogareiro,2013,-39.4913777371,-5.16690241966,11882,2642.85,3140.24
Riacho do sangue,2013,-38.9506399185,-5.693736833230001,6142,3174.52,1949.77
Colina,2013,-40.712804,-5.840381,325,388.68,12.68
Carmina,2013,-40.2019816973,-4.6664533617699995,1363,753.62,102.75
Quixeramobim,2013,-39.3127774588,-5.19828377485,5400,7704.19,4160.26
Pacajus,2013,-38.3838534079,-4.22225681679,24000,3078.97,7389.58
Serafim dias,2013,-39.6472365319,-5.728479651209999,4300,2794.06,1201.44
Umari,2013,-39.551388,-4.809116,3504,797.11,279.35
Castro,2013,-38.932369564,-4.56489990367,6390,2480.78,1585.25
Ema,2013,-38.3449743134,-5.776328844959999,1039,2282.55,237.16
Premuoca,2013,-38.9565822652,-6.40214304255,520,2834.77,147.43
Gomes,2013,-38.73024,-7.481016,239,5569.55,133.17
Parambu,2013,-40.711288,-6.202115,853,840.03,71.68
Tijuquinha,2013,-38.894027,-4.317856,97,5903.88,57.23
Jenipapeiro,2013,-39.2474835705,-5.8131511541400025,1700,3130.92,532.27
Pedras brancas,2013,-38.8777544386,-5.14985135743,43404,3183.56,13817.92
Canoas,2013,-39.94061022,-6.94638721095,6925,4329.23,2998.02
Gangorra,2013,-40.8614034371,-3.1683172022099995,6250,4901.7,3063.74
Rosario,2013,0.0,0.0,4720,3692.25,1742.76
Penedo,2013,-38.744555,-3.970682,241,238.52,5.7
Catucinzenta,2013,-38.4369544335,-4.0218331131400005,2713,3273.89,888.22
Pau preto,2013,-40.084615,-7.081014,181,2150.64,38.95
Trapia ii,2013,-39.7366728894,-5.5025788899900006,1819,2775.62,504.94
Poco da pedra,2013,-40.3559822646,-6.98372899185,5200,1955.49,1016.87
Araras,2013,-40.448598424400004,-4.20951501641,89100,3717.32,33121.19
Lima campos,2013,-39.059782,-6.417186,6638,6055.98,4020.02
Forquilha,2013,-40.2535632298,-3.79604357192,5013,2966.86,1487.33
Bonito,2013,-40.684951,-4.3098849999999995,600,1584.43,95.19
Gaviao,2013,-38.5553424021,-3.9059618445,3330,9308.58,3099.83
Sitios novos,2013,-38.9597828672,-3.77127334573,12600,3517.26,4431.78
Frios,2013,-39.295427951,-3.69046238001,3302,1933.44,638.43
