Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Castanhao,2006,-38.4502293061,-5.48909482144,670000,6159.19,412665.52
Patos,2006,-40.036497,-3.7614440000000013,755,3201.08,241.7
Nova floresta,2006,-38.907803,-5.9492629999999975,519,5846.58,303.47
Manoel balbino,2006,-39.329299645700004,-7.107291457310001,3718,2585.97,961.48
Salao,2006,-39.3111742,-4.4069701,604,5034.27,304.14
Poco do barro,2006,-38.4595984652,-5.382572887669999,5200,6167.39,3207.21
Riacho do sangue,2006,-38.9506399185,-5.693736833230001,6142,6783.77,4166.59
Quixeramobim,2006,-39.3127774588,-5.19828377485,5400,9086.97,4907.03
Serafim dias,2006,-39.6472365319,-5.728479651209999,4300,6566.43,2823.48
Umari,2006,-39.551388,-4.809116,3504,5544.22,1942.68
Ema,2006,-38.3449743134,-5.776328844959999,1039,6885.84,715.39
Premuoca,2006,-38.9565822652,-6.40214304255,520,5352.4,278.3
Gomes,2006,-38.73024,-7.481016,239,7648.48,182.74
Jenipapeiro,2006,-39.2474835705,-5.8131511541400025,1700,4890.01,831.37
Pedras brancas,2006,-38.8777544386,-5.14985135743,43404,3295.79,14304.92
Poco da pedra,2006,-40.3559822646,-6.98372899185,5200,4795.47,2493.68
Araras,2006,-40.448598424400004,-4.20951501641,89100,6782.87,60435.36
Lima campos,2006,-39.059782,-6.417186,6638,6541.36,4342.1
Forquilha,2006,-40.2535632298,-3.79604357192,5013,2695.76,1351.5
Bonito,2006,-40.684951,-4.3098849999999995,600,5200.75,312.12
Frios,2006,-39.295427951,-3.69046238001,3302,6276.83,2072.7
Carao,2006,-40.361733153,-4.81667052184,2623,4219.23,1106.73
Favelas,2006,-40.1230031725,-5.98302184084,3010,2967.39,893.22
Santo antonio de russas,2006,0.0,0.0,2400,6149.39,1475.93
Amanary,2006,-38.8837233213,-4.01262168678,1101,3305.91,363.91
Prazeres,2006,-38.6829425533,-7.109019720510001,3250,8162.34,2652.91
Realejo,2006,-40.8050668199,-5.261104572130002,3155,3994.87,1260.37
Mundau,2006,-39.516132,-3.6336209999999998,2130,7247.91,1543.76
General sampaio,2006,-39.4537367839,-4.06243387754,32220,5833.8,18796.7
Trici,2006,-40.413943243,-5.91533033329,1650,5026.4,829.4
Tucunduba,2006,-40.4458464533,-3.1795909254400003,4143,8824.59,3656.4
Trussu,2006,-39.433659842,-6.3082942087900005,30100,5875.52,17685.26
Santo antonio de aracatiacu,2006,0.0,0.0,2434,5946.12,1447.19
Patu,2006,-39.4023005082,-5.581869982080001,7183,7416.78,5327.5
Farias de sousa,2006,-40.582480572399994,-4.76698183204,1223,2180.24,266.82
Curral velho,2006,-38.383801,-5.04557,1217,9953.07,1210.93
Caxitore,2006,-39.3553731239,-3.74191444021,20200,6325.57,12777.39
Quincoe,2006,-39.454306,-6.084822,433,4958.25,214.73
Sao mateus,2006,-39.315869202399995,-4.37069635174,1033,5474.65,565.55
Tejucuoca,2006,-39.505976259099995,-3.9759711539099998,2811,7437.59,2090.74
Pentecoste,2006,-39.261648178099996,-3.80330004105,36000,6518.13,23465.34
Forquilha ii,2006,-40.3993464,-5.9427898,340,2163.51,73.56
Varzea do boi,2006,-40.2525492337,-5.90952523694,5191,5216.79,2708.05
Sobral,2006,-40.365556,-3.65705,468,7188.56,336.49
Acarau mirim,2006,0.0,0.0,5200,9325.61,4849.34
Riachao,2006,-38.5231717263,-4.00099902774,4695,1027.0,482.5
Sao vicente,2006,-40.263431,-3.397075,984,7406.87,729.0
Joaquim tavora,2006,-38.8304650715,-5.9490545711800005,2677,4385.75,1174.13
Banabuiu,2006,-38.9223710722,-5.32859467909,160100,5685.53,91025.74
Sao pedro timbauba,2006,0.0,0.0,1925,6770.75,1303.45
Pompeu sobrinho,2006,-39.1409573634,-4.83834625589,14300,3276.83,4685.96
Oros,2006,-38.9250093577,-6.2381264298,194000,6929.04,134423.35
Atalho,2006,-38.8936496392,-7.641678529360001,10825,5741.33,6215.04
Santa maria de aracatiacu,2006,0.0,0.0,820,3261.6,267.48
Quixabinha,2006,-38.746745161199996,-7.501917402889999,3178,2433.93,773.54
Varzea da volta,2006,-40.6146865971,-3.5021432096800007,1250,6751.5,843.95
