Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Sucesso,2014,-40.5240408341,-4.9552218928,1000,0.0,0.0
Quandu,2014,-39.629489,-3.5737370000000004,400,2839.45,113.57
Santo antonio de russas,2014,0.0,0.0,2400,681.31,163.55
Arneiroz ii,2014,-40.220220464,-6.27146638594,19706,1511.88,2979.27
Malcozinhado,2014,-38.2890791497,-4.10582877875,3784,3299.02,1248.36
Amanary,2014,-38.8837233213,-4.01262168678,1101,394.53,43.49
Prazeres,2014,-38.6829425533,-7.109019720510001,3250,3256.32,1058.32
Santo antonio,2014,-38.370149,-5.898912,83,1847.77,15.33
Taquara,2014,-40.611118,-3.896112000000002,32078,2036.07,6531.18
Martinopole,2014,-40.6162092689,-3.2370326144200003,2320,808.37,187.54
Realejo,2014,-40.8050668199,-5.261104572130002,3155,385.8,121.7
Jatoba,2014,-39.10435886,-5.542865475,107,1649.55,17.66
Riacho da serra,2014,-38.325225,-5.562632,2347,2008.14,471.32
Mundau,2014,-39.516132,-3.6336209999999998,2130,2278.52,485.32
General sampaio,2014,-39.4537367839,-4.06243387754,32220,701.67,2260.83
Valerio,2014,-39.727292999999996,-6.967953,202,5806.06,117.29
Sao jose iii,2014,-40.77043,-4.897313,796,103.47,8.24
Jerimum,2014,-39.6896801289,-3.8375328506099997,2050,32.21,6.61
Trici,2014,-40.413943243,-5.91533033329,1650,86.29,14.25
Sao jose i,2014,-39.601225,-5.1958160000000015,767,781.44,59.96
Edson queiroz,2014,-40.066569863699996,-4.21537241249,25400,2960.41,7519.36
Cachoeira,2014,-39.102801,-7.020179,3433,3640.78,1249.88
Tucunduba,2014,-40.4458464533,-3.1795909254400003,4143,3369.48,1395.95
Trussu,2014,-39.433659842,-6.3082942087900005,30100,5550.74,16707.81
Bengue,2014,-40.1392436122,-6.59658743945,1956,1878.75,367.48
Santo antonio de aracatiacu,2014,0.0,0.0,2434,1833.9,446.35
Sao domingos ii,2014,-39.28301,-7.029354,225,849.34,19.12
Patu,2014,-39.4023005082,-5.581869982080001,7183,2745.62,1972.2
Flor do campo,2014,-40.6717961812,-5.57067277258,10500,228.36,239.8
Farias de sousa,2014,-40.582480572399994,-4.76698183204,1223,142.17,17.31
Desterro,2014,-39.115126,-4.058951,501,0.0,0.0
Thomas osterne,2014,-39.4869088371,-7.0907780781800005,2878,2629.78,756.85
Pacoti,2014,-38.5333114066,-4.03602241472,38000,3341.07,12696.15
Aracoiaba,2014,-38.695724978200005,-4.40220028355,17070,3019.4,5154.1
Sao domingos,2014,-39.283268,-4.220286,320,0.0,0.0
Arrebita,2014,-40.2707202921,-3.85306388499,1960,2854.4,559.48
Poco verde,2014,-39.6295223261,-3.438721262790001,1365,730.27,99.68
Curral velho,2014,-38.383801,-5.04557,1217,8705.41,1059.45
Olho d'agua,2014,0.0,0.0,2100,6330.78,1329.46
Cedro,2014,-39.0631731394,-4.9777287252199995,12600,456.65,575.34
Caxitore,2014,-39.3553731239,-3.74191444021,20200,875.75,1769.16
Tatajuba,2014,-39.08259,-6.4159120000000005,272,6049.27,164.54
Quincoe,2014,-39.454306,-6.084822,433,1424.42,61.71
Ayres de souza,2014,-40.4978967562,-3.77962049329,9680,4186.91,4052.95
Sao mateus,2014,-39.315869202399995,-4.37069635174,1033,379.94,39.25
Macacos,2014,-38.709306,-4.799747,1032,3145.05,324.57
Monsenhor tabosa,2014,0.0,0.0,1210,1728.18,209.12
Tejucuoca,2014,-39.505976259099995,-3.9759711539099998,2811,272.7,76.65
Jaburu i,2014,-41.1133035668,-3.86508767029,13676,3628.46,4962.24
Muquem,2014,-39.482342939,-6.6105731406,4764,6311.9,3006.99
Adauto bezerra,2014,-38.447193,-6.037778,525,1205.72,63.3
Capitao mor,2014,-39.99916198,-5.626210127999999,600,3858.74,231.52
Pentecoste,2014,-39.261648178099996,-3.80330004105,36000,307.18,1105.79
Diamante,2014,-40.8636571293,-3.5992174022099994,1320,2765.67,365.07
Itauna,2014,-41.1672940639,-3.15241157107,7750,3345.65,2592.88
Forquilha ii,2014,-40.3993464,-5.9427898,340,467.32,15.89
Potiretama,2014,-38.1681776,-5.7228775,633,94.54,5.99
Varzea do boi,2014,-40.2525492337,-5.90952523694,5191,59.3,30.63
Cauhipe,2014,-38.8683396159,-3.73934463276,1200,1372.07,164.65
Sobral,2014,-40.365556,-3.65705,468,4036.99,188.94
Itapebussu,2014,-38.903176,-4.059148,630,1951.26,122.93
Acarau mirim,2014,0.0,0.0,5200,4729.17,2459.17
Jaburu ii,2014,-40.4790214295,-5.4169297720800005,11600,74.86,86.85
Riachao,2014,-38.5231717263,-4.00099902774,4695,2233.22,1048.51
Itapaje,2014,0.0,0.0,424,1765.63,74.95
Angicos,2014,-40.8204151777,-3.63564653661,5605,1391.48,779.93
Sao vicente,2014,-40.263431,-3.397075,984,2426.11,238.72
Joaquim tavora,2014,-38.8304650715,-5.9490545711800005,2677,5967.9,1597.61
Junco,2014,-39.215687,-6.892186,203,4465.02,90.65
Santa maria,2014,-38.276387,-5.9656480000000025,587,3307.89,194.17
Gerardo atimbone,2014,-39.98873,-3.83483,400,803.34,32.13
Missi,2014,-39.858824,-3.4716980000000004,6530,1988.96,1298.82
Jenipapeiro ii,2014,-38.755099,-6.672764,4345,824.04,358.04
Banabuiu,2014,-38.9223710722,-5.32859467909,160100,1496.05,23951.53
Sao pedro timbauba,2014,0.0,0.0,1925,1944.6,374.34
Vieirao,2014,-39.7183924085,-5.15679628805,2096,1073.8,225.07
Pompeu sobrinho,2014,-39.1409573634,-4.83834625589,14300,1095.63,1566.75
Oros,2014,-38.9250093577,-6.2381264298,194000,5437.06,105478.27
Atalho,2014,-38.8936496392,-7.641678529360001,10825,1160.6,1256.33
Santa maria de aracatiacu,2014,0.0,0.0,820,441.24,36.17
Quixabinha,2014,-38.746745161199996,-7.501917402889999,3178,630.04,200.21
Barra velha,2014,-40.173444,-5.293534999999999,9950,433.98,431.79
Varzea da volta,2014,-40.6146865971,-3.5021432096800007,1250,418.75,52.34
Broco,2014,-40.324,-6.01,1750,196.08,34.32
Pesqueiro,2014,-38.961082,-4.444447,903,1571.31,141.9
Canafistula,2014,-38.3179973854,-5.86834198717,1311,2244.55,294.27
