Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Rivaldo de carvalho,2017,-39.9331061101,-6.2722289939600016,1952,64.8,12.67
Castanhao,2017,-38.4502293061,-5.48909482144,670000,474.62,31799.89
Patos,2017,-40.036497,-3.761444000000001,755,3341.65,252.29
Sao jose ii,2017,-39.4776763945,-5.8374046896700005,2914,1.92,0.6
Carnaubal,2017,-40.668200617,-5.280081325019999,8769,0.0,0.0
Nova floresta,2017,-38.907803,-5.9492629999999975,519,31.28,1.63
Manoel balbino,2017,-39.329299645700004,-7.107291457310001,3718,454.29,168.92
Souza,2017,-39.2825672821,-4.39272804136,3084,411.15,126.8
Trapia iii,2017,-40.71186,-3.753362,551,6414.43,353.44
Salao,2017,-39.3111742,-4.4069701,604,1112.1,67.17
Madeiro,2017,-38.553137,-6.189098,281,0.0,0.0
Poco do barro,2017,-38.4595984652,-5.382572887669999,5200,57.45,29.86
Fogareiro,2017,-39.4913777371,-5.16690241966,11882,54.91,65.25
Riacho do sangue,2017,-38.9506399185,-5.693736833230001,6142,71.15,43.67
Colina,2017,-40.712804,-5.840381,325,5638.51,183.25
Carmina,2017,-40.2019816973,-4.6664533617699995,1363,0.0,0.0
Quixeramobim,2017,-39.3127774588,-5.19828377485,5400,23.41,12.62
Pacajus,2017,-38.3838534079,-4.22225681679,24000,2984.09,7161.84
Serafim dias,2017,-39.6472365319,-5.728479651209999,4300,0.0,0.0
Umari,2017,-39.551388,-4.809116,3504,5802.28,2033.12
Castro,2017,-38.932369564,-4.56489990367,6390,37.39,23.89
Ema,2017,-38.3449743134,-5.776328844959999,1039,135.0,14.0
Premuoca,2017,-38.9565822652,-6.40214304255,520,1217.7,63.32
Gomes,2017,-38.73024,-7.481016,239,3278.9,78.37
Parambu,2017,-40.711288,-6.202115,853,63.05,5.38
Tijuquinha,2017,-38.894027,-4.317856,97,3564.56,34.58
Jenipapeiro,2017,-39.2474835705,-5.8131511541400025,1700,44.5,7.54
Pedras brancas,2017,-38.8777544386,-5.14985135743,43404,746.22,3238.9
Canoas,2017,-39.94061022,-6.94638721095,6925,766.58,530.86
Gangorra,2017,-40.8614034371,-3.1683172022099995,6250,3893.62,2433.51
Rosario,2017,0.0,0.0,4720,2899.43,1368.54
Penedo,2017,-38.744555,-3.970682,241,2488.75,59.98
Catucinzenta,2017,-38.4369544335,-4.0218331131400005,2713,1053.5,285.81
Pau preto,2017,-40.084615,-7.081014,181,565.89,10.24
Trapia ii,2017,-39.7366728894,-5.5025788899900006,1819,4.02,0.78
Poco da pedra,2017,-40.3559822646,-6.98372899185,5200,3.15,1.62
Araras,2017,-40.448598424400004,-4.20951501641,89100,1036.71,9237.19
Lima campos,2017,-39.059782,-6.417186,6638,826.96,548.92
Forquilha,2017,-40.2535632298,-3.79604357192,5013,1362.77,683.12
Bonito,2017,-40.684951,-4.3098849999999995,600,66.43,3.99
Gaviao,2017,-38.5553424021,-3.9059618445,3330,8300.12,2764.0
Sitios novos,2017,-38.9597828672,-3.77127334573,12600,274.11,345.4
Frios,2017,-39.295427951,-3.69046238001,3302,215.0,71.03
Ubaldinho,2017,-39.2375639263,-6.58385878059,3180,2553.95,812.16
Do coronel,2017,-39.93275197,-6.733659208,177,1641.07,29.05
Cipoada,2017,-38.645778484699996,-5.261854813919999,8609,264.32,227.56
Batente,2017,-38.48875,-4.651008,3351,1295.13,433.98
Acarape do meio,2017,-38.7993848299,-4.19354599542,2959,3370.34,997.28
Carao,2017,-40.361733153,-4.81667052184,2623,0.0,0.0
Tigre,2017,-39.15382,-5.889177,351,336.92,11.83
Pirabibu,2017,-39.3657924914,-4.980754081080001,7400,122.89,90.95
Fae,2017,-39.2180849523,-6.161337629219999,1900,0.0,0.0
Cupim,2017,-40.204276,-5.470685,455,1053.83,47.95
Favelas,2017,-40.1230031725,-5.98302184084,3010,0.0,0.0
Sucesso,2017,-40.5240408341,-4.9552218928,1000,62.15,6.22
Quandu,2017,-39.629489,-3.5737370000000004,400,5665.55,226.62
Santo antonio de russas,2017,0.0,0.0,2400,88.86,21.31
Arneiroz ii,2017,-40.220220464,-6.27146638594,19706,1407.02,2772.73
Malcozinhado,2017,-38.2890791497,-4.10582877875,3784,1245.65,471.35
Amanary,2017,-38.8837233213,-4.01262168678,1101,1627.68,179.21
Prazeres,2017,-38.6829425533,-7.109019720510001,3250,1458.45,474.0
Santo antonio,2017,-38.370149,-5.898912,83,119.69,1.0
Taquara,2017,-40.611118,-3.896112000000002,32078,2307.01,7400.36
Martinopole,2017,-40.6162092689,-3.2370326144200003,2320,2295.76,532.61
Realejo,2017,-40.8050668199,-5.261104572130002,3155,259.45,81.86
Jatoba,2017,-39.10435886,-5.542865475,107,1012.29,10.83
Riacho da serra,2017,-38.325225,-5.562632,2347,89.85,21.08
Mundau,2017,-39.516132,-3.6336209999999998,2130,4091.54,871.49
General sampaio,2017,-39.4537367839,-4.06243387754,32220,1828.42,5891.25
Valerio,2017,-39.727292999999996,-6.967953,202,6648.88,134.31
Sao jose iii,2017,-40.77043,-4.897313,796,236.3,18.8
Jerimum,2017,-39.6896801289,-3.8375328506099997,2050,1605.53,329.13
Trici,2017,-40.413943243,-5.91533033329,1650,2316.75,382.27
Sao jose i,2017,-39.601225,-5.1958160000000015,767,632.5,49.0
Edson queiroz,2017,-40.066569863699996,-4.21537241249,25400,2654.0,6741.16
Cachoeira,2017,-39.102801,-7.020179,3433,1478.71,507.64
Tucunduba,2017,-40.4458464533,-3.1795909254400003,4143,7816.5,3238.38
Trussu,2017,-39.433659842,-6.3082942087900005,30100,1025.76,3087.53
Bengue,2017,-40.1392436122,-6.59658743945,1956,1164.29,227.74
Santo antonio de aracatiacu,2017,0.0,0.0,2434,2033.22,494.88
Sao domingos ii,2017,-39.28301,-7.029354,225,827.96,18.63
Patu,2017,-39.4023005082,-5.581869982080001,7183,205.89,147.92
Flor do campo,2017,-40.6717961812,-5.57067277258,10500,108.12,113.54
Farias de sousa,2017,-40.582480572399994,-4.76698183204,1223,170.96,20.91
Desterro,2017,-39.115126,-4.058951,501,0.0,0.0
Thomas osterne,2017,-39.4869088371,-7.0907780781800005,2878,1346.51,387.52
Pacoti,2017,-38.5333114066,-4.03602241472,38000,3050.93,11593.58
Aracoiaba,2017,-38.695724978200005,-4.40220028355,17070,1339.82,2287.1
Sao domingos,2017,-39.283268,-4.220286,320,3299.2,105.57
Arrebita,2017,-40.2707202921,-3.85306388499,1960,2647.61,518.93
Poco verde,2017,-39.6295223261,-3.438721262790001,1365,4801.48,655.41
Curral velho,2017,-38.383801,-5.04557,1217,5924.35,720.99
Olho d'agua,2017,0.0,0.0,2100,2053.27,431.19
Cedro,2017,-39.0631731394,-4.9777287252199995,12600,137.38,173.05
Caxitore,2017,-39.3553731239,-3.74191444021,20200,667.8,1349.07
Tatajuba,2017,-39.08259,-6.4159120000000005,272,4876.42,132.64
Quincoe,2017,-39.454306,-6.084822,433,23.84,1.04
Ayres de souza,2017,-40.4978967562,-3.77962049329,9680,5184.38,5018.49
Sao mateus,2017,-39.315869202399995,-4.37069635174,1033,5741.41,593.09
Macacos,2017,-38.709306,-4.799747,1032,409.4,42.25
Monsenhor tabosa,2017,0.0,0.0,1210,121.78,14.74
Tejucuoca,2017,-39.505976259099995,-3.9759711539099998,2811,1846.55,519.06
Jaburu i,2017,-41.1133035668,-3.86508767029,13676,2232.53,3053.26
Muquem,2017,-39.482342939,-6.6105731406,4764,1110.04,528.82
Adauto bezerra,2017,-38.447193,-6.037778,525,0.0,0.0
Capitao mor,2017,-39.99916198,-5.626210127999999,600,873.71,52.42
Pentecoste,2017,-39.261648178099996,-3.80330004105,36000,139.44,501.93
Diamante,2017,-40.8636571293,-3.5992174022099994,1320,3288.94,434.14
Itauna,2017,-41.1672940639,-3.15241157107,7750,8151.95,6317.76
Forquilha ii,2017,-40.3993464,-5.9427898,340,0.0,0.0
Potiretama,2017,-38.1681776,-5.7228775,633,0.0,0.0
Varzea do boi,2017,-40.2525492337,-5.90952523694,5191,119.51,62.26
Cauhipe,2017,-38.8683396159,-3.73934463276,1200,7559.72,907.16
Sobral,2017,-40.365556,-3.65705,468,3219.24,150.66
Itapebussu,2017,-38.903176,-4.059148,630,7576.61,477.33
Acarau mirim,2017,0.0,0.0,5200,6116.22,3180.48
Jaburu ii,2017,-40.4790214295,-5.4169297720800005,11600,14.74,17.08
Riachao,2017,-38.5231717263,-4.00099902774,4695,3840.99,1803.35
Itapaje,2017,0.0,0.0,424,7197.01,305.15
Angicos,2017,-40.8204151777,-3.63564653661,5605,7093.84,3976.09
Sao vicente,2017,-40.263431,-3.397075,984,7090.76,697.73
Joaquim tavora,2017,-38.8304650715,-5.9490545711800005,2677,1007.75,269.76
Junco,2017,-39.215687,-6.892186,203,596.84,12.12
Santa maria,2017,-38.276387,-5.9656480000000025,587,236.24,13.86
Gerardo atimbone,2017,-39.98873,-3.83483,400,703.15,28.13
Missi,2017,-39.858824,-3.4716980000000004,6530,2538.24,1657.48
Jenipapeiro ii,2017,-38.755099,-6.672764,4345,7.16,3.09
Banabuiu,2017,-38.9223710722,-5.32859467909,160100,62.26,996.85
Sao pedro timbauba,2017,0.0,0.0,1925,5880.53,1132.01
Vieirao,2017,-39.7183924085,-5.15679628805,2096,0.0,0.0
Pompeu sobrinho,2017,-39.1409573634,-4.83834625589,14300,903.01,1291.32
Oros,2017,-38.9250093577,-6.2381264298,194000,955.75,18541.53
Atalho,2017,-38.8936496392,-7.641678529360001,10825,572.39,619.7
Santa maria de aracatiacu,2017,0.0,0.0,820,873.08,71.6
Quixabinha,2017,-38.746745161199996,-7.501917402889999,3178,205.62,65.35
Barra velha,2017,-40.173444,-5.293534999999999,9950,2.41,2.41
Varzea da volta,2017,-40.6146865971,-3.5021432096800007,1250,4822.75,602.84
Broco,2017,-40.324,-6.01,1750,165.83,29.02
Pesqueiro,2017,-38.961082,-4.444447,903,633.86,57.24
Canafistula,2017,-38.3179973854,-5.86834198717,1311,18.28,2.39
