Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,1992,-40.036497,-3.761444000000001,755,5877.5,443.5
Nova floresta,1992,-38.907803,-5.9492629999999975,519,7752.0,402.0
Manoel balbino,1992,-39.329299645700004,-7.107291457310001,3718,2310.0,859.0
Salao,1992,-39.3111742,-4.4069701,604,2944.67,178.0
Poco do barro,1992,-38.4595984652,-5.382572887669999,5200,6366.0,3310.5
Riacho do sangue,1992,-38.9506399185,-5.693736833230001,6142,7740.0,4754.0
Quixeramobim,1992,-39.3127774588,-5.19828377485,5400,9384.0,5067.33
Umari,1992,-39.551388,-4.809116,3504,2284.0,800.33
Ema,1992,-38.3449743134,-5.776328844959999,1039,4196.0,436.0
Gomes,1992,-38.73024,-7.481016,239,3675.0,88.0
Pedras brancas,1992,-38.8777544386,-5.14985135743,43404,3936.0,17084.0
Araras,1992,-40.448598424400004,-4.20951501641,89100,3424.0,30508.5
Lima campos,1992,-39.059782,-6.417186,6638,4935.0,3275.67
Forquilha,1992,-40.2535632298,-3.79604357192,5013,2780.33,1393.67
Bonito,1992,-40.684951,-4.309885,600,2070.0,124.5
Frios,1992,-39.295427951,-3.69046238001,3302,9311.0,3074.5
Carao,1992,-40.361733153,-4.81667052184,2623,6163.5,1617.0
Favelas,1992,-40.1230031725,-5.98302184084,3010,5354.33,1611.67
Santo antonio de russas,1992,0.0,0.0,2400,6480.0,1555.0
Prazeres,1992,-38.6829425533,-7.109019720510001,3250,1862.0,605.0
Mundau,1992,-39.516132,-3.633621,2130,7151.0,1523.5
General sampaio,1992,-39.4537367839,-4.06243387754,32220,2483.0,8001.5
Trici,1992,-40.413943243,-5.91533033329,1650,4221.0,696.33
Tucunduba,1992,-40.4458464533,-3.1795909254400003,4143,9896.0,4100.0
Santo antonio de aracatiacu,1992,0.0,0.0,2434,3007.0,732.0
Patu,1992,-39.4023005082,-5.581869982080001,7183,9545.67,6856.67
Caxitore,1992,-39.3553731239,-3.74191444021,20200,3715.33,7505.0
Quincoe,1992,-39.454306,-6.084822,433,2471.0,107.0
Sao mateus,1992,-39.315869202399995,-4.37069635174,1033,6300.33,651.0
Pentecoste,1992,-39.261648178099996,-3.80330004105,36000,4828.33,17382.67
Forquilha ii,1992,-40.3993464,-5.9427898,340,4088.0,139.0
Varzea do boi,1992,-40.2525492337,-5.90952523694,5191,1404.67,729.0
Sobral,1992,-40.365556,-3.65705,468,6513.67,305.0
Acarau mirim,1992,0.0,0.0,5200,9529.33,4955.33
Riachao,1992,-38.5231717263,-4.00099902774,4695,949.33,445.67
Joaquim tavora,1992,-38.8304650715,-5.9490545711800005,2677,2241.0,600.0
Banabuiu,1992,-38.9223710722,-5.32859467909,160100,4531.67,72555.33
Sao pedro timbauba,1992,0.0,0.0,1925,8824.33,1698.67
Pompeu sobrinho,1992,-39.1409573634,-4.83834625589,14300,6454.0,9229.67
Oros,1992,-38.9250093577,-6.2381264298,194000,6328.33,122769.33
Atalho,1992,-38.8936496392,-7.641678529360001,10825,1984.67,2148.33
Quixabinha,1992,-38.746745161199996,-7.501917402889999,3178,3647.33,1159.33
Varzea da volta,1992,-40.6146865971,-3.5021432096800007,1250,4774.0,597.0
