Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,1989,-40.036497,-3.761444000000001,755,10004.0,755.0
Manoel balbino,1989,-39.329299645700004,-7.107291457310001,3718,1649.0,613.0
Salao,1989,-39.3111742,-4.4069701,604,10015.0,605.0
Riacho do sangue,1989,-38.9506399185,-5.693736833230001,6142,10001.0,6142.0
Quixeramobim,1989,-39.3127774588,-5.19828377485,5400,9259.0,5000.0
Ema,1989,-38.3449743134,-5.776328844959999,1039,7766.0,806.75
Premuoca,1989,-38.9565822652,-6.40214304255,520,10005.0,520.0
Pedras brancas,1989,-38.8777544386,-5.14985135743,43404,10000.0,43405.0
Araras,1989,-40.448598424400004,-4.20951501641,89100,7459.0,66460.5
Lima campos,1989,-39.059782,-6.417186,6638,7139.5,4739.0
Forquilha,1989,-40.2535632298,-3.79604357192,5013,7633.75,3826.75
Bonito,1989,-40.684951,-4.3098849999999995,600,7268.75,436.25
Carao,1989,-40.361733153,-4.81667052184,2623,8043.5,2109.75
Favelas,1989,-40.1230031725,-5.98302184084,3010,3581.0,1077.67
Amanary,1989,-38.8837233213,-4.01262168678,1101,7774.0,856.0
General sampaio,1989,-39.4537367839,-4.06243387754,32220,8993.0,28976.0
Tucunduba,1989,-40.4458464533,-3.1795909254400003,4143,9896.0,4100.0
Santo antonio de aracatiacu,1989,0.0,0.0,2434,9963.0,2425.0
Farias de sousa,1989,-40.582480572399994,-4.76698183204,1223,8149.75,997.0
Caxitore,1989,-39.3553731239,-3.7419144402099995,20200,6743.25,13621.5
Sao mateus,1989,-39.315869202399995,-4.37069635174,1033,18.0,2.0
Varzea do boi,1989,-40.2525492337,-5.90952523694,5191,1000.0,519.0
Sobral,1989,-40.365556,-3.65705,468,9989.0,468.0
Acarau mirim,1989,0.0,0.0,5200,9270.75,4820.75
Sao vicente,1989,-40.263431,-3.397075,984,10005.0,985.0
Joaquim tavora,1989,-38.8304650715,-5.9490545711800005,2677,7607.5,2036.5
Banabuiu,1989,-38.9223710722,-5.32859467909,160100,4501.5,72069.25
Sao pedro timbauba,1989,0.0,0.0,1925,10005.0,1926.0
Pompeu sobrinho,1989,-39.1409573634,-4.83834625589,14300,10000.0,14300.0
Oros,1989,-38.9250093577,-6.2381264298,194000,9983.0,193672.0
Santa maria de aracatiacu,1989,0.0,0.0,820,10000.0,820.0
Varzea da volta,1989,-40.6146865971,-3.5021432096800007,1250,10000.0,1250.0
