Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,1997,-40.036497,-3.761444000000001,755,3387.0,255.82
Nova floresta,1997,-38.907803,-5.9492629999999975,519,8779.5,455.5
Manoel balbino,1997,-39.329299645700004,-7.107291457310001,3718,1176.91,437.64
Salao,1997,-39.3111742,-4.4069701,604,4570.09,276.09
Poco do barro,1997,-38.4595984652,-5.382572887669999,5200,3602.0,1873.18
Riacho do sangue,1997,-38.9506399185,-5.693736833230001,6142,7851.91,4822.64
Quixeramobim,1997,-39.3127774588,-5.19828377485,5400,8434.0,4554.45
Serafim dias,1997,-39.6472365319,-5.728479651209999,4300,8917.55,3834.64
Umari,1997,-39.551388,-4.809116,3504,4021.73,1409.55
Ema,1997,-38.3449743134,-5.776328844959999,1039,3902.82,405.55
Premuoca,1997,-38.9565822652,-6.40214304255,520,0.0,0.0
Gomes,1997,-38.73024,-7.481016,239,5908.36,141.18
Pedras brancas,1997,-38.8777544386,-5.14985135743,43404,1761.18,7644.45
Poco da pedra,1997,-40.3559822646,-6.98372899185,5200,2307.45,1200.27
Araras,1997,-40.448598424400004,-4.20951501641,89100,6942.8,61860.4
Lima campos,1997,-39.059782,-6.417186,6638,5886.64,3907.64
Forquilha,1997,-40.2535632298,-3.79604357192,5013,4505.91,2259.0
Bonito,1997,-40.684951,-4.3098849999999995,600,4689.36,281.36
Frios,1997,-39.295427951,-3.69046238001,3302,4524.67,1494.17
Carao,1997,-40.361733153,-4.81667052184,2623,6395.09,1677.64
Favelas,1997,-40.1230031725,-5.98302184084,3010,4303.27,1295.55
Santo antonio de russas,1997,0.0,0.0,2400,5200.64,1248.18
Amanary,1997,-38.8837233213,-4.01262168678,1101,3245.78,357.56
Prazeres,1997,-38.6829425533,-7.109019720510001,3250,4136.0,1344.45
Realejo,1997,-40.8050668199,-5.261104572130002,3155,1623.5,512.5
Mundau,1997,-39.516132,-3.6336209999999998,2130,5299.1,1128.7
General sampaio,1997,-39.4537367839,-4.06243387754,32220,4492.25,14473.92
Trici,1997,-40.413943243,-5.91533033329,1650,5175.55,854.09
Tucunduba,1997,-40.4458464533,-3.1795909254400003,4143,4799.7,1988.5
Trussu,1997,-39.433659842,-6.3082942087900005,30100,6310.73,18995.64
Santo antonio de aracatiacu,1997,0.0,0.0,2434,5010.2,1219.6
Patu,1997,-39.4023005082,-5.581869982080001,7183,8599.73,6177.09
Farias de sousa,1997,-40.582480572399994,-4.76698183204,1223,2506.09,306.64
Caxitore,1997,-39.3553731239,-3.7419144402099995,20200,6387.33,12902.5
Quincoe,1997,-39.454306,-6.084822,433,7483.0,324.0
Sao mateus,1997,-39.315869202399995,-4.37069635174,1033,3104.9,320.8
Tejucuoca,1997,-39.505976259099995,-3.97597115391,2811,4776.0,1342.33
Pentecoste,1997,-39.261648178099996,-3.80330004105,36000,5817.25,20942.17
Forquilha ii,1997,-40.3993464,-5.9427898,340,6537.55,222.36
Varzea do boi,1997,-40.2525492337,-5.90952523694,5191,1675.18,869.45
Sobral,1997,-40.365556,-3.65705,468,5359.0,250.82
Acarau mirim,1997,0.0,0.0,5200,8279.18,4305.18
Riachao,1997,-38.5231717263,-4.00099902774,4695,1095.0,514.0
Sao vicente,1997,-40.263431,-3.397075,984,5791.0,569.91
Joaquim tavora,1997,-38.8304650715,-5.9490545711800005,2677,1898.42,508.42
Banabuiu,1997,-38.9223710722,-5.32859467909,160100,5856.73,93764.91
Sao pedro timbauba,1997,0.0,0.0,1925,7165.1,1379.4
Pompeu sobrinho,1997,-39.1409573634,-4.8383462558899994,14300,1904.8,2723.7
Oros,1997,-38.9250093577,-6.2381264298,194000,8160.55,158313.73
Atalho,1997,-38.8936496392,-7.641678529360001,10825,2781.55,3011.45
Santa maria de aracatiacu,1997,0.0,0.0,820,3796.2,311.5
Quixabinha,1997,-38.746745161199996,-7.501917402889999,3178,2569.09,816.64
Varzea da volta,1997,-40.6146865971,-3.5021432096800007,1250,6292.1,786.6
