Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,2001,-40.036497,-3.761444000000001,755,4943.06,373.31
Nova floresta,2001,-38.907803,-5.9492629999999975,519,5178.53,268.87
Manoel balbino,2001,-39.329299645700004,-7.107291457310001,3718,1028.42,382.38
Salao,2001,-39.3111742,-4.4069701,604,885.33,53.67
Poco do barro,2001,-38.4595984652,-5.382572887669999,5200,1338.5,696.08
Riacho do sangue,2001,-38.9506399185,-5.693736833230001,6142,3732.7,2292.56
Quixeramobim,2001,-39.3127774588,-5.19828377485,5400,7763.59,4192.44
Serafim dias,2001,-39.6472365319,-5.728479651209999,4300,3324.48,1429.56
Umari,2001,-39.551388,-4.809116,3504,2580.92,904.35
Ema,2001,-38.3449743134,-5.776328844959999,1039,1145.81,119.04
Premuoca,2001,-38.9565822652,-6.40214304255,520,7257.0,377.27
Gomes,2001,-38.73024,-7.481016,239,6975.85,166.77
Jenipapeiro,2001,-39.2474835705,-5.8131511541400025,1700,2025.22,344.33
Pedras brancas,2001,-38.8777544386,-5.14985135743,43404,323.69,1404.62
Poco da pedra,2001,-40.3559822646,-6.98372899185,5200,304.42,158.33
Araras,2001,-40.448598424400004,-4.20951501641,89100,7272.62,64799.92
Lima campos,2001,-39.059782,-6.417186,6638,2111.7,1401.89
Forquilha,2001,-40.2535632298,-3.79604357192,5013,4017.04,2013.89
Bonito,2001,-40.684951,-4.309885,600,1428.38,85.56
Frios,2001,-39.295427951,-3.69046238001,3302,6165.27,2035.81
Carao,2001,-40.361733153,-4.81667052184,2623,5856.5,1536.18
Favelas,2001,-40.1230031725,-5.98302184084,3010,361.86,108.95
Santo antonio de russas,2001,0.0,0.0,2400,1493.24,358.56
Amanary,2001,-38.8837233213,-4.01262168678,1101,4253.78,468.37
Prazeres,2001,-38.6829425533,-7.109019720510001,3250,3388.74,1101.26
Realejo,2001,-40.8050668199,-5.261104572130002,3155,896.54,282.88
Mundau,2001,-39.516132,-3.633621,2130,9208.75,1961.46
General sampaio,2001,-39.4537367839,-4.06243387754,32220,907.08,2922.85
Trici,2001,-40.413943243,-5.91533033329,1650,2402.48,396.44
Tucunduba,2001,-40.4458464533,-3.1795909254400003,4143,8228.25,3409.04
Trussu,2001,-39.433659842,-6.3082942087900005,30100,5480.74,16497.07
Santo antonio de aracatiacu,2001,0.0,0.0,2434,6030.45,1467.85
Patu,2001,-39.4023005082,-5.581869982080001,7183,2257.69,1621.69
Farias de sousa,2001,-40.582480572399994,-4.76698183204,1223,3849.86,470.89
Caxitore,2001,-39.3553731239,-3.74191444021,20200,1882.57,3802.96
Quincoe,2001,-39.454306,-6.084822,433,8594.14,372.0
Sao mateus,2001,-39.315869202399995,-4.37069635174,1033,5896.63,609.11
Tejucuoca,2001,-39.505976259099995,-3.9759711539099998,2811,2495.77,701.62
Pentecoste,2001,-39.261648178099996,-3.80330004105,36000,2735.7,9848.81
Forquilha ii,2001,-40.3993464,-5.9427898,340,806.0,27.47
Varzea do boi,2001,-40.2525492337,-5.90952523694,5191,155.82,81.18
Sobral,2001,-40.365556,-3.65705,468,8844.47,414.13
Acarau mirim,2001,0.0,0.0,5200,9329.29,4851.29
Riachao,2001,-38.5231717263,-4.00099902774,4695,975.0,457.88
Sao vicente,2001,-40.263431,-3.397075,984,7325.0,720.94
Joaquim tavora,2001,-38.8304650715,-5.9490545711800005,2677,305.3,81.93
Banabuiu,2001,-38.9223710722,-5.32859467909,160100,750.52,12016.86
Sao pedro timbauba,2001,0.0,0.0,1925,8061.21,1551.86
Pompeu sobrinho,2001,-39.1409573634,-4.83834625589,14300,1160.75,1659.79
Oros,2001,-38.9250093577,-6.2381264298,194000,2565.52,49771.3
Atalho,2001,-38.8936496392,-7.641678529360001,10825,1369.83,1482.72
Santa maria de aracatiacu,2001,0.0,0.0,820,1402.57,115.07
Quixabinha,2001,-38.746745161199996,-7.501917402889999,3178,844.85,268.48
Varzea da volta,2001,-40.6146865971,-3.5021432096800007,1250,8486.63,1060.85
