Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Rivaldo de carvalho,2010,-39.9331061101,-6.2722289939600016,1952,0.0,0.0
Castanhao,2010,-38.4502293061,-5.48909482144,670000,6181.85,414184.05
Patos,2010,-40.036497,-3.761444000000001,755,4113.41,310.6
Sao jose ii,2010,-39.4776763945,-5.8374046896700005,2914,0.0,0.0
Carnaubal,2010,-40.668200617,-5.280081325019999,8769,0.0,0.0
Nova floresta,2010,-38.907803,-5.9492629999999975,519,5865.18,304.41
Manoel balbino,2010,-39.329299645700004,-7.107291457310001,3718,3426.49,1273.96
Souza,2010,-39.2825672821,-4.39272804136,3084,0.0,0.0
Trapia iii,2010,-40.71186,-3.753362,551,0.0,0.0
Salao,2010,-39.3111742,-4.4069701,604,1310.4,79.14
Madeiro,2010,-38.553137,-6.189098,281,0.0,0.0
Poco do barro,2010,-38.4595984652,-5.382572887669999,5200,5493.71,2856.78
Fogareiro,2010,-39.4913777371,-5.16690241966,11882,0.0,0.0
Riacho do sangue,2010,-38.9506399185,-5.693736833230001,6142,5764.82,3540.73
Colina,2010,-40.712804,-5.840381,325,0.0,0.0
Carmina,2010,-40.2019816973,-4.6664533617699995,1363,0.0,0.0
Quixeramobim,2010,-39.3127774588,-5.19828377485,5400,8746.82,4723.27
Pacajus,2010,-38.3838534079,-4.22225681679,24000,0.0,0.0
Serafim dias,2010,-39.6472365319,-5.728479651209999,4300,5318.72,2287.05
Umari,2010,-39.551388,-4.809116,3504,5057.28,1772.08
Castro,2010,-38.932369564,-4.56489990367,6390,0.0,0.0
Ema,2010,-38.3449743134,-5.776328844959999,1039,4952.04,514.51
Premuoca,2010,-38.9565822652,-6.40214304255,520,1322.28,68.8
Gomes,2010,-38.73024,-7.481016,239,3539.51,84.67
Parambu,2010,-40.711288,-6.202115,853,0.0,0.0
Tijuquinha,2010,-38.894027,-4.317856,97,0.0,0.0
Jenipapeiro,2010,-39.2474835705,-5.8131511541400025,1700,2250.15,382.51
Pedras brancas,2010,-38.8777544386,-5.14985135743,43404,6637.81,28810.77
Canoas,2010,-39.94061022,-6.94638721095,6925,0.0,0.0
Gangorra,2010,-40.8614034371,-3.1683172022099995,6250,0.0,0.0
Rosario,2010,0.0,0.0,4720,0.0,0.0
Penedo,2010,-38.744555,-3.970682,241,0.0,0.0
Catucinzenta,2010,-38.4369544335,-4.0218331131400005,2713,0.0,0.0
Pau preto,2010,-40.084615,-7.081014,181,0.0,0.0
Trapia ii,2010,-39.7366728894,-5.5025788899900006,1819,0.0,0.0
Poco da pedra,2010,-40.3559822646,-6.98372899185,5200,2247.7,1168.84
Araras,2010,-40.448598424400004,-4.20951501641,89100,5448.59,48546.78
Lima campos,2010,-39.059782,-6.417186,6638,4744.92,3149.8
Forquilha,2010,-40.2535632298,-3.79604357192,5013,5337.49,2675.71
Bonito,2010,-40.684951,-4.3098849999999995,600,3263.42,195.79
Gaviao,2010,-38.5553424021,-3.9059618445,3330,0.0,0.0
Sitios novos,2010,-38.9597828672,-3.77127334573,12600,0.0,0.0
Frios,2010,-39.295427951,-3.69046238001,3302,4048.38,1336.76
Ubaldinho,2010,-39.2375639263,-6.58385878059,3180,0.0,0.0
Do coronel,2010,-39.93275197,-6.733659208,177,0.0,0.0
Cipoada,2010,-38.645778484699996,-5.261854813919999,8609,0.0,0.0
Acarape do meio,2010,-38.7993848299,-4.19354599542,2959,0.0,0.0
Carao,2010,-40.361733153,-4.81667052184,2623,5080.03,1332.54
Tigre,2010,-39.15382,-5.889177,351,0.0,0.0
Pirabibu,2010,-39.3657924914,-4.980754081080001,7400,0.0,0.0
Fae,2010,-39.2180849523,-6.161337629219999,1900,0.0,0.0
Cupim,2010,-40.204276,-5.470685,455,0.0,0.0
Favelas,2010,-40.1230031725,-5.98302184084,3010,1970.5,593.14
Sucesso,2010,-40.5240408341,-4.9552218928,1000,0.0,0.0
Quandu,2010,-39.629489,-3.5737370000000004,400,0.0,0.0
Santo antonio de russas,2010,0.0,0.0,2400,3613.49,867.28
Arneiroz ii,2010,-40.220220464,-6.27146638594,19706,0.0,0.0
Malcozinhado,2010,-38.2890791497,-4.10582877875,3784,0.0,0.0
