Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,1995,-40.036497,-3.761444000000001,755,6015.0,454.0
Nova floresta,1995,-38.907803,-5.9492629999999975,519,2120.0,110.0
Manoel balbino,1995,-39.329299645700004,-7.107291457310001,3718,497.0,185.0
Salao,1995,-39.3111742,-4.4069701,604,1137.0,69.0
Poco do barro,1995,-38.4595984652,-5.382572887669999,5200,3555.0,1848.0
Riacho do sangue,1995,-38.9506399185,-5.693736833230001,6142,0.0,0.0
Quixeramobim,1995,-39.3127774588,-5.19828377485,5400,7673.0,4144.0
Ema,1995,-38.3449743134,-5.776328844959999,1039,3487.0,362.0
Premuoca,1995,-38.9565822652,-6.40214304255,520,0.0,0.0
Gomes,1995,-38.73024,-7.481016,239,0.0,0.0
Poco da pedra,1995,-40.3559822646,-6.98372899185,5200,0.0,0.0
Araras,1995,-40.448598424400004,-4.20951501641,89100,2398.0,21362.0
Lima campos,1995,-39.059782,-6.417186,6638,824.0,547.0
Forquilha,1995,-40.2535632298,-3.79604357192,5013,3880.0,1945.0
Bonito,1995,-40.684951,-4.309885,600,0.0,0.0
Frios,1995,-39.295427951,-3.69046238001,3302,7478.0,2469.0
Carao,1995,-40.361733153,-4.81667052184,2623,1738.0,456.0
Favelas,1995,-40.1230031725,-5.98302184084,3010,0.0,0.0
Santo antonio de russas,1995,0.0,0.0,2400,0.0,0.0
Amanary,1995,-38.8837233213,-4.01262168678,1101,0.0,0.0
Prazeres,1995,-38.6829425533,-7.109019720510001,3250,0.0,0.0
Realejo,1995,-40.8050668199,-5.261104572130002,3155,0.0,0.0
Mundau,1995,-39.516132,-3.633621,2130,9307.0,1982.0
General sampaio,1995,-39.4537367839,-4.06243387754,32220,1165.0,3754.0
Santo antonio de aracatiacu,1995,0.0,0.0,2434,4550.0,1108.0
Patu,1995,-39.4023005082,-5.581869982080001,7183,7901.0,5675.0
Farias de sousa,1995,-40.582480572399994,-4.76698183204,1223,0.0,0.0
Caxitore,1995,-39.3553731239,-3.7419144402099995,20200,4229.0,8542.0
Sao mateus,1995,-39.315869202399995,-4.37069635174,1033,7041.0,727.0
Pentecoste,1995,-39.261648178099996,-3.80330004105,36000,2350.0,8460.0
Forquilha ii,1995,-40.3993464,-5.9427898,340,0.0,0.0
Acarau mirim,1995,0.0,0.0,5200,8492.0,4416.0
Riachao,1995,-38.5231717263,-4.00099902774,4695,0.0,0.0
Joaquim tavora,1995,-38.8304650715,-5.9490545711800005,2677,0.0,0.0
Banabuiu,1995,-38.9223710722,-5.32859467909,160100,1585.0,25374.0
Pompeu sobrinho,1995,-39.1409573634,-4.8383462558899994,14300,0.0,0.0
Oros,1995,-38.9250093577,-6.2381264298,194000,1594.0,30924.0
Atalho,1995,-38.8936496392,-7.641678529360001,10825,1435.0,1554.0
Santa maria de aracatiacu,1995,0.0,0.0,820,0.0,0.0
