Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Tatajuba,2018,-39.08259,-6.4159120000000005,272,4538.88,123.46
Quincoe,2018,-39.454306,-6.084822,433,82.69,3.58
Ayres de souza,2018,-40.4978967562,-3.77962049329,9680,5461.57,5286.82
Sao mateus,2018,-39.315869202399995,-4.37069635174,1033,4448.56,459.54
Macacos,2018,-38.709306,-4.799747,1032,1659.21,171.24
Escuridao,2018,0.0,0.0,272,1403.59,38.18
Monsenhor tabosa,2018,0.0,0.0,1210,6.61,0.79
Tejucuoca,2018,-39.505976259099995,-3.97597115391,2811,1680.99,472.52
Jaburu i,2018,-41.1133035668,-3.8650876702900003,13676,3242.35,4434.25
Muquem,2018,-39.482342939,-6.6105731406,4764,1502.65,715.85
Adauto bezerra,2018,-38.447193,-6.037778,525,79.01,4.16
Capitao mor,2018,-39.99916198,-5.626210127999999,600,383.99,23.04
Pentecoste,2018,-39.261648178099996,-3.80330004105,36000,598.74,2155.42
Facundo,2018,0.0,0.0,175,2691.14,47.1
Diamante,2018,-40.8636571293,-3.5992174022099994,1320,4827.62,637.25
Itauna,2018,-41.1672940639,-3.15241157107,7750,8425.35,6529.67
Forquilha ii,2018,-40.3993464,-5.9427898,340,1587.89,53.99
Potiretama,2018,-38.1681776,-5.7228775,633,31.91,2.02
Varzea do boi,2018,-40.2525492337,-5.90952523694,5191,593.05,307.91
Cauhipe,2018,-38.8683396159,-3.73934463276,1200,6065.05,727.77
Sobral,2018,-40.365556,-3.65705,468,5670.77,265.39
Itapebussu,2018,-38.903176,-4.059148,630,8201.33,516.68
Acarau mirim,2018,0.0,0.0,5200,6454.91,3356.49
Jaburu ii,2018,-40.4790214295,-5.4169297720800005,11600,1120.82,1300.12
Riachao,2018,-38.5231717263,-4.00099902774,4695,3238.87,1520.65
Itapaje,2018,0.0,0.0,424,8939.38,379.03
Angicos,2018,-40.8204151777,-3.63564653661,5605,8598.83,4819.64
Sao vicente,2018,-40.263431,-3.397075,984,9024.34,888.0
Joaquim tavora,2018,-38.8304650715,-5.9490545711800005,2677,554.39,148.41
Junco,2018,-39.215687,-6.892186,203,1639.91,33.29
Santa maria,2018,-38.276387,-5.9656480000000025,587,1574.33,92.41
Gerardo atimbone,2018,-39.98873,-3.83483,400,1614.19,64.57
Missi,2018,-39.858824,-3.4716980000000004,6530,6536.83,4268.55
Jenipapeiro ii,2018,-38.755099,-6.672764,4345,867.26,376.84
Banabuiu,2018,-38.9223710722,-5.32859467909,160100,436.89,6994.9
Sao pedro timbauba,2018,0.0,0.0,1925,6878.28,1324.08
Vieirao,2018,-39.7183924085,-5.15679628805,2096,29.71,6.23
Pompeu sobrinho,2018,-39.1409573634,-4.83834625589,14300,886.96,1268.37
Oros,2018,-38.9250093577,-6.2381264298,194000,780.68,15144.8
Atalho,2018,-38.8936496392,-7.641678529360001,10825,1136.65,1230.45
Santa maria de aracatiacu,2018,0.0,0.0,820,366.49,30.06
Quixabinha,2018,-38.746745161199996,-7.501917402889999,3178,936.68,297.66
Barra velha,2018,-40.173444,-5.293534999999999,9950,401.71,399.73
Varzea da volta,2018,-40.6146865971,-3.5021432096800007,1250,6747.49,843.44
Broco,2018,-40.324,-6.01,1750,137.0,24.0
Maranguapinho,2018,0.0,0.0,935,8804.91,823.26
Pesqueiro,2018,-38.961082,-4.444447,903,1320.91,119.28
Canafistula,2018,-38.3179973854,-5.86834198717,1311,1366.59,179.16
