Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Castanhao,2008,-38.4502293061,-5.48909482144,670000,8273.96,554353.89
Patos,2008,-40.036497,-3.7614440000000013,755,8007.57,604.57
Nova floresta,2008,-38.907803,-5.9492629999999975,519,9076.92,471.0
Manoel balbino,2008,-39.329299645700004,-7.107291457310001,3718,5199.45,1933.28
Salao,2008,-39.3111742,-4.4069701,604,4537.98,274.02
Poco do barro,2008,-38.4595984652,-5.382572887669999,5200,8375.11,4355.14
Riacho do sangue,2008,-38.9506399185,-5.693736833230001,6142,8884.24,5456.68
Quixeramobim,2008,-39.3127774588,-5.19828377485,5400,9537.98,5150.48
Serafim dias,2008,-39.6472365319,-5.728479651209999,4300,9097.51,3911.9
Umari,2008,-39.551388,-4.809116,3504,7231.93,2534.24
Ema,2008,-38.3449743134,-5.776328844959999,1039,8554.91,888.87
Premuoca,2008,-38.9565822652,-6.40214304255,520,6568.96,341.58
Gomes,2008,-38.73024,-7.481016,239,8422.77,201.33
Jenipapeiro,2008,-39.2474835705,-5.8131511541400025,1700,8343.72,1418.42
Pedras brancas,2008,-38.8777544386,-5.14985135743,43404,2652.88,11514.59
Poco da pedra,2008,-40.3559822646,-6.98372899185,5200,4995.64,2597.72
Araras,2008,-40.448598424400004,-4.20951501641,89100,8530.62,76007.54
Lima campos,2008,-39.059782,-6.417186,6638,7751.69,5145.64
Forquilha,2008,-40.2535632298,-3.79604357192,5013,6290.14,3153.26
Bonito,2008,-40.684951,-4.3098849999999995,600,3303.87,198.32
Frios,2008,-39.295427951,-3.69046238001,3302,5150.58,1700.73
Carao,2008,-40.361733153,-4.81667052184,2623,7359.15,1930.25
Favelas,2008,-40.1230031725,-5.98302184084,3010,8304.59,2499.72
Santo antonio de russas,2008,0.0,0.0,2400,5653.13,1356.8
Amanary,2008,-38.8837233213,-4.01262168678,1101,2698.88,297.14
Prazeres,2008,-38.6829425533,-7.109019720510001,3250,9188.63,2986.35
Realejo,2008,-40.8050668199,-5.261104572130002,3155,4636.19,1462.66
Mundau,2008,-39.516132,-3.6336209999999998,2130,7860.22,1674.21
General sampaio,2008,-39.4537367839,-4.06243387754,32220,4819.84,15529.5
Trici,2008,-40.413943243,-5.91533033329,1650,8050.44,1328.31
Tucunduba,2008,-40.4458464533,-3.1795909254400003,4143,8743.62,3622.61
Trussu,2008,-39.433659842,-6.3082942087900005,30100,6404.91,19278.8
Santo antonio de aracatiacu,2008,0.0,0.0,2434,7783.15,1894.48
Patu,2008,-39.4023005082,-5.581869982080001,7183,8605.46,6181.34
Farias de sousa,2008,-40.582480572399994,-4.76698183204,1223,1096.2,134.04
Curral velho,2008,-38.383801,-5.04557,1217,6029.75,733.92
Caxitore,2008,-39.3553731239,-3.74191444021,20200,6391.56,12910.96
Quincoe,2008,-39.454306,-6.084822,433,1478.0,64.0
Sao mateus,2008,-39.315869202399995,-4.37069635174,1033,8768.85,905.8
Tejucuoca,2008,-39.505976259099995,-3.9759711539099998,2811,5879.79,1652.8
Pentecoste,2008,-39.261648178099996,-3.80330004105,36000,7369.35,26529.76
Forquilha ii,2008,-40.3993464,-5.9427898,340,7774.26,264.33
Varzea do boi,2008,-40.2525492337,-5.90952523694,5191,8314.27,4315.97
Sobral,2008,-40.365556,-3.65705,468,9066.44,424.42
Itapebussu,2008,-38.903176,-4.059148,630,8964.8,564.9
Acarau mirim,2008,0.0,0.0,5200,9337.37,4855.46
Riachao,2008,-38.5231717263,-4.00099902774,4695,901.96,423.52
Sao vicente,2008,-40.263431,-3.397075,984,8006.45,787.98
Joaquim tavora,2008,-38.8304650715,-5.9490545711800005,2677,5363.58,1435.79
Banabuiu,2008,-38.9223710722,-5.32859467909,160100,6867.86,109954.5
Sao pedro timbauba,2008,0.0,0.0,1925,8856.27,1704.82
Pompeu sobrinho,2008,-39.1409573634,-4.8383462558899994,14300,2316.74,3312.99
Oros,2008,-38.9250093577,-6.2381264298,194000,9323.63,180878.68
Atalho,2008,-38.8936496392,-7.641678529360001,10825,8764.59,9487.66
Santa maria de aracatiacu,2008,0.0,0.0,820,7328.71,601.0
Quixabinha,2008,-38.746745161199996,-7.501917402889999,3178,4804.81,1527.04
Varzea da volta,2008,-40.6146865971,-3.5021432096800007,1250,8398.02,1049.78
