Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,1998,-40.036497,-3.761444000000001,755,2186.46,165.04
Nova floresta,1998,-38.907803,-5.9492629999999975,519,6899.5,358.11
Manoel balbino,1998,-39.329299645700004,-7.107291457310001,3718,916.45,340.68
Salao,1998,-39.3111742,-4.4069701,604,3243.57,196.0
Poco do barro,1998,-38.4595984652,-5.382572887669999,5200,1308.84,680.65
Riacho do sangue,1998,-38.9506399185,-5.693736833230001,6142,5272.48,3238.39
Quixeramobim,1998,-39.3127774588,-5.19828377485,5400,8339.03,4503.1
Serafim dias,1998,-39.6472365319,-5.728479651209999,4300,7459.26,3207.58
Umari,1998,-39.551388,-4.809116,3504,2855.52,1000.62
Ema,1998,-38.3449743134,-5.776328844959999,1039,1854.07,192.67
Premuoca,1998,-38.9565822652,-6.40214304255,520,0.0,0.0
Gomes,1998,-38.73024,-7.481016,239,4062.06,97.19
Pedras brancas,1998,-38.8777544386,-5.14985135743,43404,1151.33,4997.1
Poco da pedra,1998,-40.3559822646,-6.98372899185,5200,2022.19,1051.55
Araras,1998,-40.448598424400004,-4.20951501641,89100,5079.1,45255.06
Lima campos,1998,-39.059782,-6.417186,6638,5664.1,3759.93
Forquilha,1998,-40.2535632298,-3.79604357192,5013,2343.19,1174.74
Bonito,1998,-40.684951,-4.3098849999999995,600,3087.42,185.29
Frios,1998,-39.295427951,-3.69046238001,3302,3264.27,1077.93
Carao,1998,-40.361733153,-4.81667052184,2623,5583.6,1464.6
Favelas,1998,-40.1230031725,-5.98302184084,3010,2403.48,723.58
Santo antonio de russas,1998,0.0,0.0,2400,2548.13,611.65
Amanary,1998,-38.8837233213,-4.01262168678,1101,1285.03,141.52
Prazeres,1998,-38.6829425533,-7.109019720510001,3250,2717.52,883.16
Realejo,1998,-40.8050668199,-5.261104572130002,3155,833.76,263.17
Mundau,1998,-39.516132,-3.6336209999999998,2130,5152.46,1097.46
General sampaio,1998,-39.4537367839,-4.06243387754,32220,2993.47,9645.07
Trici,1998,-40.413943243,-5.91533033329,1650,2187.45,360.95
Tucunduba,1998,-40.4458464533,-3.1795909254400003,4143,3320.89,1375.96
Trussu,1998,-39.433659842,-6.3082942087900005,30100,6346.93,19104.25
Santo antonio de aracatiacu,1998,0.0,0.0,2434,3660.45,891.0
Patu,1998,-39.4023005082,-5.581869982080001,7183,6192.2,4448.0
Farias de sousa,1998,-40.582480572399994,-4.76698183204,1223,1411.1,172.77
Caxitore,1998,-39.3553731239,-3.7419144402099995,20200,4587.93,9267.43
Quincoe,1998,-39.454306,-6.084822,433,8188.77,354.69
Sao mateus,1998,-39.315869202399995,-4.37069635174,1033,1767.8,182.67
Tejucuoca,1998,-39.505976259099995,-3.97597115391,2811,3391.07,953.18
Pentecoste,1998,-39.261648178099996,-3.80330004105,36000,3449.52,12418.55
Forquilha ii,1998,-40.3993464,-5.9427898,340,4194.03,142.61
Varzea do boi,1998,-40.2525492337,-5.90952523694,5191,1202.67,624.33
Sobral,1998,-40.365556,-3.65705,468,3893.52,182.24
Acarau mirim,1998,0.0,0.0,5200,6718.97,3493.9
Riachao,1998,-38.5231717263,-4.00099902774,4695,1095.0,514.0
Sao vicente,1998,-40.263431,-3.397075,984,3527.71,347.06
Joaquim tavora,1998,-38.8304650715,-5.9490545711800005,2677,1153.14,308.75
Banabuiu,1998,-38.9223710722,-5.32859467909,160100,3880.84,62131.81
Sao pedro timbauba,1998,0.0,0.0,1925,5478.66,1054.69
Pompeu sobrinho,1998,-39.1409573634,-4.8383462558899994,14300,1387.72,1984.39
Oros,1998,-38.9250093577,-6.2381264298,194000,6439.71,124929.26
Atalho,1998,-38.8936496392,-7.641678529360001,10825,2180.19,2359.9
Santa maria de aracatiacu,1998,0.0,0.0,820,1532.45,125.72
Quixabinha,1998,-38.746745161199996,-7.501917402889999,3178,1583.39,503.32
Varzea da volta,1998,-40.6146865971,-3.5021432096800007,1250,3943.88,493.31
