Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Patos,2000,-40.036497,-3.761444000000001,755,7034.83,531.17
Nova floresta,2000,-38.907803,-5.9492629999999975,519,8222.46,426.92
Manoel balbino,2000,-39.329299645700004,-7.107291457310001,3718,1471.3,547.08
Salao,2000,-39.3111742,-4.4069701,604,813.62,49.05
Poco do barro,2000,-38.4595984652,-5.382572887669999,5200,2214.17,1151.33
Riacho do sangue,2000,-38.9506399185,-5.693736833230001,6142,3701.42,2273.58
Quixeramobim,2000,-39.3127774588,-5.19828377485,5400,9078.19,4902.24
Serafim dias,2000,-39.6472365319,-5.728479651209999,4300,4381.97,1884.22
Umari,2000,-39.551388,-4.809116,3504,4080.26,1429.84
Ema,2000,-38.3449743134,-5.776328844959999,1039,2161.41,224.54
Premuoca,2000,-38.9565822652,-6.40214304255,520,6681.96,347.58
Gomes,2000,-38.73024,-7.481016,239,7068.76,168.9
Jenipapeiro,2000,-39.2474835705,-5.8131511541400025,1700,1976.03,336.0
Pedras brancas,2000,-38.8777544386,-5.14985135743,43404,459.7,1995.23
Poco da pedra,2000,-40.3559822646,-6.98372899185,5200,601.03,312.53
Araras,2000,-40.448598424400004,-4.20951501641,89100,7063.56,62937.0
Lima campos,2000,-39.059782,-6.417186,6638,6306.3,4186.11
Forquilha,2000,-40.2535632298,-3.79604357192,5013,4462.53,2237.18
Bonito,2000,-40.684951,-4.309885,600,1284.43,77.13
Frios,2000,-39.295427951,-3.69046238001,3302,7285.76,2405.76
Carao,2000,-40.361733153,-4.81667052184,2623,5167.76,1355.45
Favelas,2000,-40.1230031725,-5.98302184084,3010,683.67,205.78
Santo antonio de russas,2000,0.0,0.0,2400,796.5,191.23
Amanary,2000,-38.8837233213,-4.01262168678,1101,3227.94,355.39
Prazeres,2000,-38.6829425533,-7.109019720510001,3250,3441.67,1118.47
Realejo,2000,-40.8050668199,-5.261104572130002,3155,893.34,281.94
Mundau,2000,-39.516132,-3.633621,2130,8650.79,1842.66
General sampaio,2000,-39.4537367839,-4.06243387754,32220,938.74,3024.37
Trici,2000,-40.413943243,-5.91533033329,1650,2771.63,457.37
Tucunduba,2000,-40.4458464533,-3.1795909254400003,4143,8709.14,3608.24
Trussu,2000,-39.433659842,-6.3082942087900005,30100,5509.82,16584.71
Santo antonio de aracatiacu,2000,0.0,0.0,2434,5465.46,1330.31
Patu,2000,-39.4023005082,-5.581869982080001,7183,3457.41,2483.41
Farias de sousa,2000,-40.582480572399994,-4.76698183204,1223,2641.74,323.05
Caxitore,2000,-39.3553731239,-3.74191444021,20200,2709.71,5473.66
Quincoe,2000,-39.454306,-6.084822,433,9638.8,417.4
Sao mateus,2000,-39.315869202399995,-4.37069635174,1033,7914.54,817.63
Tejucuoca,2000,-39.505976259099995,-3.9759711539099998,2811,3003.66,844.2
Pentecoste,2000,-39.261648178099996,-3.80330004105,36000,1751.66,6305.94
Forquilha ii,2000,-40.3993464,-5.9427898,340,1491.67,50.75
Varzea do boi,2000,-40.2525492337,-5.90952523694,5191,306.52,159.14
Sobral,2000,-40.365556,-3.65705,468,8579.27,401.77
Acarau mirim,2000,0.0,0.0,5200,9530.28,4955.82
Riachao,2000,-38.5231717263,-4.00099902774,4695,89.27,41.82
Sao vicente,2000,-40.263431,-3.397075,984,8449.44,831.32
Joaquim tavora,2000,-38.8304650715,-5.9490545711800005,2677,566.6,151.47
Banabuiu,2000,-38.9223710722,-5.32859467909,160100,1363.32,21826.81
Sao pedro timbauba,2000,0.0,0.0,1925,8419.51,1620.81
Pompeu sobrinho,2000,-39.1409573634,-4.83834625589,14300,1085.0,1551.52
Oros,2000,-38.9250093577,-6.2381264298,194000,4010.45,77802.68
Atalho,2000,-38.8936496392,-7.641678529360001,10825,2016.75,2183.11
Santa maria de aracatiacu,2000,0.0,0.0,820,1516.48,124.26
Quixabinha,2000,-38.746745161199996,-7.501917402889999,3178,648.21,206.13
Varzea da volta,2000,-40.6146865971,-3.5021432096800007,1250,7803.43,975.49
