Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Castanhao,2004,-38.4502293061,-5.48909482144,670000,5214.6,349378.85
Patos,2004,-40.036497,-3.7614440000000013,755,8809.91,665.05
Manoel balbino,2004,-39.329299645700004,-7.107291457310001,3718,5183.13,1927.32
Salao,2004,-39.3111742,-4.4069701,604,8572.9,517.8
Poco do barro,2004,-38.4595984652,-5.382572887669999,5200,9147.18,4756.71
Riacho do sangue,2004,-38.9506399185,-5.693736833230001,6142,9754.83,5991.11
Quixeramobim,2004,-39.3127774588,-5.19828377485,5400,9828.57,5307.43
Serafim dias,2004,-39.6472365319,-5.728479651209999,4300,9718.18,4178.82
Umari,2004,-39.551388,-4.809116,3504,7693.81,2696.05
Ema,2004,-38.3449743134,-5.776328844959999,1039,9608.15,998.23
Premuoca,2004,-38.9565822652,-6.40214304255,520,9099.69,473.0
Gomes,2004,-38.73024,-7.481016,239,9109.75,217.88
Jenipapeiro,2004,-39.2474835705,-5.8131511541400025,1700,9561.17,1625.56
Pedras brancas,2004,-38.8777544386,-5.14985135743,43404,4520.69,19621.62
Poco da pedra,2004,-40.3559822646,-6.98372899185,5200,8899.33,4627.67
Araras,2004,-40.448598424400004,-4.20951501641,89100,9687.75,86317.71
Lima campos,2004,-39.059782,-6.417186,6638,8369.17,5555.67
Forquilha,2004,-40.2535632298,-3.79604357192,5013,9135.09,4579.47
Bonito,2004,-40.684951,-4.309885,600,9108.25,546.38
Frios,2004,-39.295427951,-3.69046238001,3302,9216.56,3043.47
Carao,2004,-40.361733153,-4.81667052184,2623,9282.53,2434.79
Favelas,2004,-40.1230031725,-5.98302184084,3010,9672.54,2911.42
Santo antonio de russas,2004,0.0,0.0,2400,9067.75,2176.31
Amanary,2004,-38.8837233213,-4.01262168678,1101,9198.16,1012.74
Prazeres,2004,-38.6829425533,-7.109019720510001,3250,8363.64,2718.12
Realejo,2004,-40.8050668199,-5.261104572130002,3155,7882.4,2486.88
Mundau,2004,-39.516132,-3.633621,2130,9765.78,2080.17
General sampaio,2004,-39.4537367839,-4.06243387754,32220,9543.93,30750.74
Trici,2004,-40.413943243,-5.91533033329,1650,9288.61,1532.65
Tucunduba,2004,-40.4458464533,-3.1795909254400003,4143,8749.65,3625.35
Trussu,2004,-39.433659842,-6.3082942087900005,30100,9798.18,29492.23
Santo antonio de aracatiacu,2004,0.0,0.0,2434,9230.32,2246.68
Patu,2004,-39.4023005082,-5.581869982080001,7183,9557.07,6864.87
Farias de sousa,2004,-40.582480572399994,-4.76698183204,1223,6600.72,807.31
Curral velho,2004,-38.383801,-5.04557,1217,8217.0,1000.0
Caxitore,2004,-39.3553731239,-3.7419144402099995,20200,9785.89,19767.71
Sao mateus,2004,-39.315869202399995,-4.37069635174,1033,9056.46,935.58
Tejucuoca,2004,-39.505976259099995,-3.9759711539099998,2811,9180.93,2580.87
Pentecoste,2004,-39.261648178099996,-3.80330004105,36000,9556.67,34403.33
Forquilha ii,2004,-40.3993464,-5.9427898,340,8947.35,304.35
Varzea do boi,2004,-40.2525492337,-5.90952523694,5191,9587.0,4976.59
Sobral,2004,-40.365556,-3.65705,468,9849.11,461.36
Acarau mirim,2004,0.0,0.0,5200,9897.91,5146.91
Riachao,2004,-38.5231717263,-4.00099902774,4695,1303.88,612.25
Sao vicente,2004,-40.263431,-3.397075,984,9365.41,921.59
Joaquim tavora,2004,-38.8304650715,-5.9490545711800005,2677,8797.7,2355.16
Banabuiu,2004,-38.9223710722,-5.32859467909,160100,7147.0,114423.91
Sao pedro timbauba,2004,0.0,0.0,1925,9197.22,1770.56
Pompeu sobrinho,2004,-39.1409573634,-4.83834625589,14300,4889.4,6991.88
Oros,2004,-38.9250093577,-6.2381264298,194000,9835.88,190816.43
Atalho,2004,-38.8936496392,-7.641678529360001,10825,9477.84,10259.68
Santa maria de aracatiacu,2004,0.0,0.0,820,8790.85,720.75
Quixabinha,2004,-38.746745161199996,-7.501917402889999,3178,4590.58,1458.96
Varzea da volta,2004,-40.6146865971,-3.5021432096800007,1250,9210.44,1151.33
