Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Canoas,2016,-39.94061022,-6.94638721095,6925,1130.4,782.8
Gangorra,2016,-40.8614034371,-3.1683172022099995,6250,2144.88,1340.53
Rosario,2016,0.0,0.0,4720,2256.83,1065.22
Penedo,2016,-38.744555,-3.970682,241,1691.16,40.76
Catucinzenta,2016,-38.4369544335,-4.0218331131400005,2713,653.18,177.21
Pau preto,2016,-40.084615,-7.081014,181,199.77,3.62
Trapia ii,2016,-39.7366728894,-5.5025788899900006,1819,52.38,9.55
Poco da pedra,2016,-40.3559822646,-6.98372899185,5200,112.66,58.58
Araras,2016,-40.448598424400004,-4.20951501641,89100,473.25,4216.85
Lima campos,2016,-39.059782,-6.417186,6638,2274.02,1509.5
Forquilha,2016,-40.2535632298,-3.79604357192,5013,378.36,189.64
Bonito,2016,-40.684951,-4.3098849999999995,600,118.27,7.1
Gaviao,2016,-38.5553424021,-3.9059618445,3330,8170.14,2720.7
Sitios novos,2016,-38.9597828672,-3.77127334573,12600,78.56,98.98
Frios,2016,-39.295427951,-3.69046238001,3302,331.96,109.6
Ubaldinho,2016,-39.2375639263,-6.58385878059,3180,2640.99,839.84
Do coronel,2016,-39.93275197,-6.733659208,177,1473.34,26.08
Cipoada,2016,-38.645778484699996,-5.261854813919999,8609,82.04,70.63
Batente,2016,-38.48875,-4.651008,3351,632.86,212.09
Acarape do meio,2016,-38.7993848299,-4.19354599542,2959,2784.45,823.92
Carao,2016,-40.361733153,-4.81667052184,2623,60.65,15.88
Tigre,2016,-39.15382,-5.889177,351,945.61,33.19
Pirabibu,2016,-39.3657924914,-4.980754081080001,7400,0.0,0.0
Fae,2016,-39.2180849523,-6.161337629219999,1900,6.61,1.26
Cupim,2016,-40.204276,-5.470685,455,67.53,3.07
Favelas,2016,-40.1230031725,-5.98302184084,3010,34.83,10.38
Sucesso,2016,-40.5240408341,-4.9552218928,1000,579.19,57.92
Quandu,2016,-39.629489,-3.5737370000000004,400,6302.95,252.12
Santo antonio de russas,2016,0.0,0.0,2400,18.22,4.37
Arneiroz ii,2016,-40.220220464,-6.27146638594,19706,2178.51,4292.98
Malcozinhado,2016,-38.2890791497,-4.10582877875,3784,1677.33,634.7
Amanary,2016,-38.8837233213,-4.01262168678,1101,365.24,40.21
Prazeres,2016,-38.6829425533,-7.109019720510001,3250,1150.25,373.83
Santo antonio,2016,-38.370149,-5.898912,83,220.57,1.83
Taquara,2016,-40.611118,-3.896112000000002,32078,1331.5,4271.2
Martinopole,2016,-40.6162092689,-3.2370326144200003,2320,1219.55,282.93
Realejo,2016,-40.8050668199,-5.261104572130002,3155,632.43,199.52
Jatoba,2016,-39.10435886,-5.542865475,107,1673.16,17.9
Riacho da serra,2016,-38.325225,-5.562632,2347,462.09,108.45
Mundau,2016,-39.516132,-3.6336209999999998,2130,3815.55,812.71
General sampaio,2016,-39.4537367839,-4.06243387754,32220,252.49,813.49
Valerio,2016,-39.727292999999996,-6.967953,202,1887.81,38.13
Sao jose iii,2016,-40.77043,-4.897313,796,926.04,73.71
Jerimum,2016,-39.6896801289,-3.8375328506099997,2050,0.0,0.0
Trici,2016,-40.413943243,-5.91533033329,1650,6497.5,1072.09
Edson queiroz,2016,-40.066569863699996,-4.21537241249,25400,1365.81,3469.14
Cachoeira,2016,-39.102801,-7.020179,3433,1318.99,452.81
Tucunduba,2016,-40.4458464533,-3.1795909254400003,4143,5774.85,2392.53
Trussu,2016,-39.433659842,-6.3082942087900005,30100,1754.01,5279.53
Bengue,2016,-40.1392436122,-6.59658743945,1956,2140.63,418.71
Santo antonio de aracatiacu,2016,0.0,0.0,2434,851.45,207.24
Sao domingos ii,2016,-39.28301,-7.029354,225,335.18,7.54
Patu,2016,-39.4023005082,-5.581869982080001,7183,649.04,466.19
Flor do campo,2016,-40.6717961812,-5.57067277258,10500,524.67,550.89
Farias de sousa,2016,-40.582480572399994,-4.76698183204,1223,97.08,11.86
Desterro,2016,-39.115126000000004,-4.058951,501,230.16,11.54
Thomas osterne,2016,-39.4869088371,-7.0907780781800005,2878,1197.05,344.51
Pacoti,2016,-38.5333114066,-4.03602241472,38000,2500.39,9501.47
Aracoiaba,2016,-38.695724978200005,-4.40220028355,17070,1385.72,2365.43
Sao domingos,2016,-39.283268,-4.220286,320,0.0,0.0
Arrebita,2016,-40.2707202921,-3.85306388499,1960,678.05,132.9
Poco verde,2016,-39.6295223261,-3.4387212627900015,1365,4138.3,564.88
Curral velho,2016,-38.383801,-5.04557,1217,6440.16,783.76
Olho d'agua,2016,0.0,0.0,2100,3317.91,696.76
Cedro,2016,-39.0631731394,-4.97772872522,12600,39.27,49.43
Caxitore,2016,-39.3553731239,-3.7419144402099995,20200,519.03,1048.48
Tatajuba,2016,-39.08259,-6.4159120000000005,272,5813.04,158.11
Quincoe,2016,-39.454306,-6.084822,433,532.31,23.05
Ayres de souza,2016,-40.4978967562,-3.77962049329,9680,1422.99,1377.4
Sao mateus,2016,-39.315869202399995,-4.37069635174,1033,35.42,3.69
Macacos,2016,-38.709306,-4.799747,1032,939.2,96.93
Monsenhor tabosa,2016,0.0,0.0,1210,540.38,65.38
Tejucuoca,2016,-39.505976259099995,-3.97597115391,2811,198.58,55.81
Jaburu i,2016,-41.1133035668,-3.8650876702900003,13676,1821.47,2491.01
Muquem,2016,-39.482342939,-6.6105731406,4764,2506.2,1193.96
Adauto bezerra,2016,-38.447193,-6.037778,525,28.16,1.48
Capitao mor,2016,-39.99916198,-5.626210127999999,600,1698.02,101.88
Pentecoste,2016,-39.261648178099996,-3.80330004105,36000,93.64,337.16
Diamante,2016,-40.8636571293,-3.5992174022099994,1320,1318.8,174.08
Itauna,2016,-41.1672940639,-3.15241157107,7750,5733.92,4443.78
Forquilha ii,2016,-40.3993464,-5.9427898,340,0.0,0.0
Potiretama,2016,-38.1681776,-5.7228775,633,52.22,3.32
Varzea do boi,2016,-40.2525492337,-5.90952523694,5191,582.24,302.24
Cauhipe,2016,-38.8683396159,-3.7393446327599995,1200,5647.1,677.63
Sobral,2016,-40.365556,-3.65705,468,2248.42,105.22
Itapebussu,2016,-38.903176,-4.059148,630,4940.35,311.24
Acarau mirim,2016,0.0,0.0,5200,3378.43,1756.78
Jaburu ii,2016,-40.4790214295,-5.4169297720800005,11600,237.19,275.16
Riachao,2016,-38.5231717263,-4.00099902774,4695,3141.67,1475.02
Itapaje,2016,0.0,0.0,424,4478.11,189.87
Angicos,2016,-40.8204151777,-3.63564653661,5605,2442.06,1368.77
Sao vicente,2016,-40.263431,-3.397075,984,4825.48,474.82
Joaquim tavora,2016,-38.8304650715,-5.9490545711800005,2677,1995.88,534.3
Junco,2016,-39.215687,-6.892186,203,1478.34,30.01
Santa maria,2016,-38.276387,-5.9656480000000025,587,1309.41,76.86
Gerardo atimbone,2016,-39.98873,-3.83483,400,441.06,17.64
Missi,2016,-39.858824,-3.4716980000000004,6530,1579.78,1031.6
Jenipapeiro ii,2016,-38.755099,-6.672764,4345,140.05,60.85
Banabuiu,2016,-38.9223710722,-5.32859467909,160100,61.22,980.47
Sao pedro timbauba,2016,0.0,0.0,1925,1710.72,329.3
Vieirao,2016,-39.7183924085,-5.15679628805,2096,0.31,0.06
Pompeu sobrinho,2016,-39.1409573634,-4.8383462558899994,14300,449.07,642.15
Oros,2016,-38.9250093577,-6.2381264298,194000,2899.47,56250.1
Atalho,2016,-38.8936496392,-7.641678529360001,10825,317.63,343.86
Santa maria de aracatiacu,2016,0.0,0.0,820,73.0,6.0
Quixabinha,2016,-38.746745161199996,-7.501917402889999,3178,217.63,69.19
Barra velha,2016,-40.173444,-5.2935349999999985,9950,0.74,0.74
Varzea da volta,2016,-40.6146865971,-3.5021432096800007,1250,979.01,122.38
Broco,2016,-40.324,-6.01,1750,378.57,66.22
Pesqueiro,2016,-38.961082,-4.444447,903,844.12,76.22
Canafistula,2016,-38.3179973854,-5.86834198717,1311,41.07,5.38
