Nome,Ano,Latitude,Longitude,Capacidade (hm³),Volume (hm3),Volume Util (hm3)
Castanhao,2003,-38.4502293061,-5.48909482144,670000,647.56,43382.72
Patos,2003,-40.036497,-3.7614440000000013,755,7122.0,537.67
Nova floresta,2003,-38.907803,-5.9492629999999975,519,2453.46,127.38
Manoel balbino,2003,-39.329299645700004,-7.107291457310001,3718,920.32,342.2
Salao,2003,-39.3111742,-4.4069701,604,0.0,0.0
Poco do barro,2003,-38.4595984652,-5.382572887669999,5200,4810.41,2501.41
Riacho do sangue,2003,-38.9506399185,-5.693736833230001,6142,7505.32,4609.82
Quixeramobim,2003,-39.3127774588,-5.19828377485,5400,9145.17,4938.38
Serafim dias,2003,-39.6472365319,-5.728479651209999,4300,8810.57,3788.62
Umari,2003,-39.551388,-4.809116,3504,3123.39,1094.39
Ema,2003,-38.3449743134,-5.776328844959999,1039,4159.4,432.2
Premuoca,2003,-38.9565822652,-6.40214304255,520,8912.88,463.5
Gomes,2003,-38.73024,-7.481016,239,4244.17,101.58
Jenipapeiro,2003,-39.2474835705,-5.8131511541400025,1700,5554.3,944.22
Pedras brancas,2003,-38.8777544386,-5.14985135743,43404,894.65,3883.2
Poco da pedra,2003,-40.3559822646,-6.98372899185,5200,279.11,145.17
Araras,2003,-40.448598424400004,-4.20951501641,89100,9075.94,80865.5
Lima campos,2003,-39.059782,-6.417186,6638,2267.79,1505.46
Forquilha,2003,-40.2535632298,-3.79604357192,5013,6942.29,3480.19
Bonito,2003,-40.684951,-4.3098849999999995,600,4927.11,295.67
Frios,2003,-39.295427951,-3.69046238001,3302,7464.43,2464.81
Carao,2003,-40.361733153,-4.81667052184,2623,2015.05,528.57
Favelas,2003,-40.1230031725,-5.98302184084,3010,1811.27,545.23
Santo antonio de russas,2003,0.0,0.0,2400,327.75,78.75
Amanary,2003,-38.8837233213,-4.01262168678,1101,7171.43,789.64
Prazeres,2003,-38.6829425533,-7.109019720510001,3250,1721.09,559.41
Realejo,2003,-40.8050668199,-5.261104572130002,3155,1567.35,494.53
Mundau,2003,-39.516132,-3.6336209999999998,2130,8979.25,1912.55
General sampaio,2003,-39.4537367839,-4.06243387754,32220,4595.55,14807.1
Trici,2003,-40.413943243,-5.91533033329,1650,1398.61,230.78
Tucunduba,2003,-40.4458464533,-3.1795909254400003,4143,8392.94,3477.24
Trussu,2003,-39.433659842,-6.3082942087900005,30100,6224.68,18736.05
Santo antonio de aracatiacu,2003,0.0,0.0,2434,8576.47,2087.47
Patu,2003,-39.4023005082,-5.581869982080001,7183,7393.43,5310.74
Farias de sousa,2003,-40.582480572399994,-4.76698183204,1223,1582.72,193.56
Caxitore,2003,-39.3553731239,-3.7419144402099995,20200,6373.48,12874.43
Sao mateus,2003,-39.315869202399995,-4.37069635174,1033,8119.06,838.72
Tejucuoca,2003,-39.505976259099995,-3.9759711539099998,2811,7492.62,2106.12
Pentecoste,2003,-39.261648178099996,-3.80330004105,36000,7884.6,28384.9
Forquilha ii,2003,-40.3993464,-5.9427898,340,1389.42,47.33
Varzea do boi,2003,-40.2525492337,-5.90952523694,5191,981.35,509.5
Sobral,2003,-40.365556,-3.65705,468,8481.7,397.1
Acarau mirim,2003,0.0,0.0,5200,9306.95,4839.64
Riachao,2003,-38.5231717263,-4.00099902774,4695,1286.83,604.33
Sao vicente,2003,-40.263431,-3.397075,984,7938.75,781.25
Joaquim tavora,2003,-38.8304650715,-5.9490545711800005,2677,0.0,0.0
Banabuiu,2003,-38.9223710722,-5.32859467909,160100,2924.88,46828.54
Sao pedro timbauba,2003,0.0,0.0,1925,7939.75,1528.38
Pompeu sobrinho,2003,-39.1409573634,-4.83834625589,14300,1452.29,2077.06
Oros,2003,-38.9250093577,-6.2381264298,194000,2610.26,50639.17
Atalho,2003,-38.8936496392,-7.641678529360001,10825,2014.35,2180.54
Santa maria de aracatiacu,2003,0.0,0.0,820,3867.43,317.0
Quixabinha,2003,-38.746745161199996,-7.501917402889999,3178,1350.55,429.15
Varzea da volta,2003,-40.6146865971,-3.5021432096800007,1250,8314.0,1039.29
