"Posição","Nome","Localidade","2008","Unidade","Multiplicador"
"1","Área do setor de saneamento",,,"",""
"1.1","Abastecimento de água",,,"",""
"1.1.1","Número de economias abastecidas","Abaiara","2408","unidades",1
"1.1.1","Número de economias abastecidas","Acarape","3072","unidades",1
"1.1.1","Número de economias abastecidas","Acaraú","8269","unidades",1
"1.1.1","Número de economias abastecidas","Acopiara","9720","unidades",1
"1.1.1","Número de economias abastecidas","Aiuaba","2224","unidades",1
"1.1.1","Número de economias abastecidas","Alcântaras","8817","unidades",1
"1.1.1","Número de economias abastecidas","Altaneira","2328","unidades",1
"1.1.1","Número de economias abastecidas","Alto Santo","5032","unidades",1
"1.1.1","Número de economias abastecidas","Amontada","4530","unidades",1
"1.1.1","Número de economias abastecidas","Antonina do Norte","1977","unidades",1
"1.1.1","Número de economias abastecidas","Apuiarés","2274","unidades",1
"1.1.1","Número de economias abastecidas","Aquiraz","4365","unidades",1
"1.1.1","Número de economias abastecidas","Aracati","11776","unidades",1
"1.1.1","Número de economias abastecidas","Aracoiaba","6010","unidades",1
"1.1.1","Número de economias abastecidas","Ararendá","2195","unidades",1
"1.1.1","Número de economias abastecidas","Araripe","2872","unidades",1
"1.1.1","Número de economias abastecidas","Aratuba","2889","unidades",1
"1.1.1","Número de economias abastecidas","Arneiroz","1424","unidades",1
"1.1.1","Número de economias abastecidas","Assaré","4194","unidades",1
"1.1.1","Número de economias abastecidas","Aurora","4903","unidades",1
"1.1.1","Número de economias abastecidas","Baixio","1315","unidades",1
"1.1.1","Número de economias abastecidas","Banabuiú","3817","unidades",1
"1.1.1","Número de economias abastecidas","Barbalha","12243","unidades",1
"1.1.1","Número de economias abastecidas","Barreira","4037","unidades",1
"1.1.1","Número de economias abastecidas","Barro","4847","unidades",1
"1.1.1","Número de economias abastecidas","Barroquinha","2582","unidades",1
"1.1.1","Número de economias abastecidas","Baturité","7212","unidades",1
"1.1.1","Número de economias abastecidas","Beberibe","2036","unidades",1
"1.1.1","Número de economias abastecidas","Bela Cruz","4037","unidades",1
"1.1.1","Número de economias abastecidas","Boa Viagem","11553","unidades",1
"1.1.1","Número de economias abastecidas","Brejo Santo","9414","unidades",1
"1.1.1","Número de economias abastecidas","Camocim","13042","unidades",1
"1.1.1","Número de economias abastecidas","Campos Sales","6109","unidades",1
"1.1.1","Número de economias abastecidas","Canindé","15817","unidades",1
"1.1.1","Número de economias abastecidas","Capistrano","3611","unidades",1
"1.1.1","Número de economias abastecidas","Caridade","3036","unidades",1
"1.1.1","Número de economias abastecidas","Cariré","3805","unidades",1
"1.1.1","Número de economias abastecidas","Caririaçu","4961","unidades",1
"1.1.1","Número de economias abastecidas","Cariús","3298","unidades",1
"1.1.1","Número de economias abastecidas","Carnaubal","5665","unidades",1
"1.1.1","Número de economias abastecidas","Cascavel","9305","unidades",1
"1.1.1","Número de economias abastecidas","Catarina","2429","unidades",1
"1.1.1","Número de economias abastecidas","Catunda","1966","unidades",1
"1.1.1","Número de economias abastecidas","Caucaia","68192","unidades",1
"1.1.1","Número de economias abastecidas","Cedro","7585","unidades",1
"1.1.1","Número de economias abastecidas","Chaval","2909","unidades",1
"1.1.1","Número de economias abastecidas","Choró","1456","unidades",1
"1.1.1","Número de economias abastecidas","Chorozinho","3122","unidades",1
"1.1.1","Número de economias abastecidas","Coreaú","6091","unidades",1
"1.1.1","Número de economias abastecidas","Crateús","19637","unidades",1
"1.1.1","Número de economias abastecidas","Crato","31360","unidades",1
"1.1.1","Número de economias abastecidas","Croatá","5117","unidades",1
"1.1.1","Número de economias abastecidas","Cruz","4337","unidades",1
"1.1.1","Número de economias abastecidas","Deputado Irapuan Pinheiro","2401","unidades",1
"1.1.1","Número de economias abastecidas","Ererê","1422","unidades",1
"1.1.1","Número de economias abastecidas","Eusébio","5066","unidades",1
"1.1.1","Número de economias abastecidas","Farias Brito","2652","unidades",1
"1.1.1","Número de economias abastecidas","Forquilha","1725","unidades",1
"1.1.1","Número de economias abastecidas","Fortaleza","828662","unidades",1
"1.1.1","Número de economias abastecidas","Fortim","4249","unidades",1
"1.1.1","Número de economias abastecidas","Frecheirinha","2712","unidades",1
"1.1.1","Número de economias abastecidas","General Sampaio","1164","unidades",1
"1.1.1","Número de economias abastecidas","Graça","2220","unidades",1
"1.1.1","Número de economias abastecidas","Granja","5845","unidades",1
"1.1.1","Número de economias abastecidas","Granjeiro","1134","unidades",1
"1.1.1","Número de economias abastecidas","Groaíras","3423","unidades",1
"1.1.1","Número de economias abastecidas","Guaiúba","5599","unidades",1
"1.1.1","Número de economias abastecidas","Guaraciaba do Norte","9870","unidades",1
"1.1.1","Número de economias abastecidas","Guaramiranga","530","unidades",1
"1.1.1","Número de economias abastecidas","Hidrolândia","4311","unidades",1
"1.1.1","Número de economias abastecidas","Horizonte","11817","unidades",1
"1.1.1","Número de economias abastecidas","Ibaretama","914","unidades",1
"1.1.1","Número de economias abastecidas","Ibiapina","5206","unidades",1
"1.1.1","Número de economias abastecidas","Ibicuitinga","2775","unidades",1
"1.1.1","Número de economias abastecidas","Icapuí","6058","unidades",1
"1.1.1","Número de economias abastecidas","Icó","14320","unidades",1
"1.1.1","Número de economias abastecidas","Iguatu","29956","unidades",1
"1.1.1","Número de economias abastecidas","Independência","5246","unidades",1
"1.1.1","Número de economias abastecidas","Ipaporanga","3092","unidades",1
"1.1.1","Número de economias abastecidas","Ipaumirim","2527","unidades",1
"1.1.1","Número de economias abastecidas","Ipu","8120","unidades",1
"1.1.1","Número de economias abastecidas","Ipueiras","10122","unidades",1
"1.1.1","Número de economias abastecidas","Iracema","3734","unidades",1
"1.1.1","Número de economias abastecidas","Irauçuba","5448","unidades",1
"1.1.1","Número de economias abastecidas","Itaiçaba","1576","unidades",1
"1.1.1","Número de economias abastecidas","Itaitinga","5418","unidades",1
"1.1.1","Número de economias abastecidas","Itapajé","10333","unidades",1
"1.1.1","Número de economias abastecidas","Itapipoca","18802","unidades",1
"1.1.1","Número de economias abastecidas","Itapiúna","4184","unidades",1
"1.1.1","Número de economias abastecidas","Itarema","4828","unidades",1
"1.1.1","Número de economias abastecidas","Itatira","3416","unidades",1
"1.1.1","Número de economias abastecidas","Jaguaretama","2957","unidades",1
"1.1.1","Número de economias abastecidas","Jaguaribara","2783","unidades",1
"1.1.1","Número de economias abastecidas","Jaguaribe","9806","unidades",1
"1.1.1","Número de economias abastecidas","Jaguaruana","6189","unidades",1
"1.1.1","Número de economias abastecidas","Jardim","3264","unidades",1
"1.1.1","Número de economias abastecidas","Jati","1363","unidades",1
"1.1.1","Número de economias abastecidas","Jijoca de Jericoacoara","3209","unidades",1
"1.1.1","Número de economias abastecidas","Juazeiro do Norte","73895","unidades",1
"1.1.1","Número de economias abastecidas","Jucás","5758","unidades",1
"1.1.1","Número de economias abastecidas","Lavras da Mangabeira","6237","unidades",1
"1.1.1","Número de economias abastecidas","Limoeiro do Norte","17814","unidades",1
"1.1.1","Número de economias abastecidas","Madalena","2524","unidades",1
"1.1.1","Número de economias abastecidas","Maracanaú","9628","unidades",1
"1.1.1","Número de economias abastecidas","Maranguape","21699","unidades",1
"1.1.1","Número de economias abastecidas","Marco","4709","unidades",1
"1.1.1","Número de economias abastecidas","Martinópole","2334","unidades",1
"1.1.1","Número de economias abastecidas","Massapê","7327","unidades",1
"1.1.1","Número de economias abastecidas","Mauriti","7137","unidades",1
"1.1.1","Número de economias abastecidas","Meruoca","2010","unidades",1
"1.1.1","Número de economias abastecidas","Milagres","6065","unidades",1
"1.1.1","Número de economias abastecidas","Milhã","2503","unidades",1
"1.1.1","Número de economias abastecidas","Miraíma","2469","unidades",1
"1.1.1","Número de economias abastecidas","Missão Velha","8344","unidades",1
"1.1.1","Número de economias abastecidas","Mombaça","7456","unidades",1
"1.1.1","Número de economias abastecidas","Monsenhor Tabosa","4278","unidades",1
"1.1.1","Número de economias abastecidas","Morada Nova","14897","unidades",1
"1.1.1","Número de economias abastecidas","Moraújo","1516","unidades",1
"1.1.1","Número de economias abastecidas","Morrinhos","4233","unidades",1
"1.1.1","Número de economias abastecidas","Mucambo","3526","unidades",1
"1.1.1","Número de economias abastecidas","Mulungu","1626","unidades",1
"1.1.1","Número de economias abastecidas","Nova Olinda","2869","unidades",1
"1.1.1","Número de economias abastecidas","Nova Russas","9847","unidades",1
"1.1.1","Número de economias abastecidas","Novo Oriente","6911","unidades",1
"1.1.1","Número de economias abastecidas","Ocara","5725","unidades",1
"1.1.1","Número de economias abastecidas","Orós","6607","unidades",1
"1.1.1","Número de economias abastecidas","Pacajus","10886","unidades",1
"1.1.1","Número de economias abastecidas","Pacatuba","6430","unidades",1
"1.1.1","Número de economias abastecidas","Pacoti","2375","unidades",1
"1.1.1","Número de economias abastecidas","Pacujá","1424","unidades",1
"1.1.1","Número de economias abastecidas","Palhano","2331","unidades",1
"1.1.1","Número de economias abastecidas","Palmácia","1732","unidades",1
"1.1.1","Número de economias abastecidas","Paracuru","3363","unidades",1
"1.1.1","Número de economias abastecidas","Paraipaba","1265","unidades",1
"1.1.1","Número de economias abastecidas","Parambu","7156","unidades",1
"1.1.1","Número de economias abastecidas","Paramoti","1512","unidades",1
"1.1.1","Número de economias abastecidas","Pedra Branca","8658","unidades",1
"1.1.1","Número de economias abastecidas","Penaforte","2170","unidades",1
"1.1.1","Número de economias abastecidas","Pentecoste","8908","unidades",1
"1.1.1","Número de economias abastecidas","Pereiro","2329","unidades",1
"1.1.1","Número de economias abastecidas","Pindoretama","2161","unidades",1
"1.1.1","Número de economias abastecidas","Piquet Carneiro","3666","unidades",1
"1.1.1","Número de economias abastecidas","Pires Ferreira","2272","unidades",1
"1.1.1","Número de economias abastecidas","Poranga","3950","unidades",1
"1.1.1","Número de economias abastecidas","Porteiras","3146","unidades",1
"1.1.1","Número de economias abastecidas","Potengi","1858","unidades",1
"1.1.1","Número de economias abastecidas","Potiretama","1056","unidades",1
"1.1.1","Número de economias abastecidas","Quiterianópolis","3314","unidades",1
"1.1.1","Número de economias abastecidas","Quixadá","21881","unidades",1
"1.1.1","Número de economias abastecidas","Quixelô","2596","unidades",1
"1.1.1","Número de economias abastecidas","Quixeramobim","14982","unidades",1
"1.1.1","Número de economias abastecidas","Quixeré","6518","unidades",1
"1.1.1","Número de economias abastecidas","Redenção","5550","unidades",1
"1.1.1","Número de economias abastecidas","Reriutaba","4105","unidades",1
"1.1.1","Número de economias abastecidas","Russas","13174","unidades",1
"1.1.1","Número de economias abastecidas","Saboeiro","2970","unidades",1
"1.1.1","Número de economias abastecidas","Salitre","2103","unidades",1
"1.1.1","Número de economias abastecidas","Santana do Acaraú","4156","unidades",1
"1.1.1","Número de economias abastecidas","Santana do Cariri","1965","unidades",1
"1.1.1","Número de economias abastecidas","Santa Quitéria","7241","unidades",1
"1.1.1","Número de economias abastecidas","São Benedito","9141","unidades",1
"1.1.1","Número de economias abastecidas","São Gonçalo do Amarante","5612","unidades",1
"1.1.1","Número de economias abastecidas","São João do Jaguaribe","3135","unidades",1
"1.1.1","Número de economias abastecidas","São Luís do Curu","2415","unidades",1
"1.1.1","Número de economias abastecidas","Senador Pompeu","7450","unidades",1
"1.1.1","Número de economias abastecidas","Senador Sá","1302","unidades",1
"1.1.1","Número de economias abastecidas","Sobral","62780","unidades",1
"1.1.1","Número de economias abastecidas","Solonópole","3875","unidades",1
"1.1.1","Número de economias abastecidas","Tabuleiro do Norte","9296","unidades",1
"1.1.1","Número de economias abastecidas","Tamboril","5438","unidades",1
"1.1.1","Número de economias abastecidas","Tarrafas","911","unidades",1
"1.1.1","Número de economias abastecidas","Tauá","15445","unidades",1
"1.1.1","Número de economias abastecidas","Tejuçuoca","2227","unidades",1
"1.1.1","Número de economias abastecidas","Tianguá","16471","unidades",1
"1.1.1","Número de economias abastecidas","Trairi","5144","unidades",1
"1.1.1","Número de economias abastecidas","Tururu","3357","unidades",1
"1.1.1","Número de economias abastecidas","Ubajara","8232","unidades",1
"1.1.1","Número de economias abastecidas","Umari","1437","unidades",1
"1.1.1","Número de economias abastecidas","Umirim","3916","unidades",1
"1.1.1","Número de economias abastecidas","Uruburetama","4504","unidades",1
"1.1.1","Número de economias abastecidas","Uruoca","2622","unidades",1
"1.1.1","Número de economias abastecidas","Varjota","5249","unidades",1
"1.1.1","Número de economias abastecidas","Várzea Alegre","10275","unidades",1
"1.1.1","Número de economias abastecidas","Viçosa do Ceará","7016","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Abaiara","2262","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Acarape","2763","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Acaraú","6842","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Acopiara","8726","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Aiuaba","2053","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Alcântaras","8896","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Altaneira","2144","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Alto Santo","1432","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Amontada","3640","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Antonina do Norte","1669","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Apuiarés","2128","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Aquiraz","3617","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Aracati","9955","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Aracoiaba","5469","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ararendá","2020","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Araripe","2582","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Aratuba","2749","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Arneiroz","1222","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Assaré","3730","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Aurora","4269","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Baixio","1261","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Banabuiú","3340","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Barbalha","9997","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Barreira","3434","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Barro","4307","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Barroquinha","2443","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Baturité","6742","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Beberibe","1582","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Bela Cruz","2886","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Boa Viagem","9749","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Brejo Santo","8943","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Camocim","12222","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Campos Sales","5020","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Canindé","12277","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Capistrano","3151","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Caridade","2711","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Cariré","3643","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Caririaçu","4644","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Cariús","2949","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Carnaubal","4261","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Cascavel","8572","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Catarina","2218","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Catunda","1670","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Caucaia","52474","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Cedro","5378","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Chaval","2841","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Choró","1323","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Chorozinho","2037","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Coreaú","3607","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Crateús","16801","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Crato","25788","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Croatá","4252","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Cruz","3942","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Deputado Irapuan Pinheiro","2265","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ererê","1330","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Eusébio","4227","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Farias Brito","2324","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Forquilha","1649","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Fortaleza","712863","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Fortim","3724","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Frecheirinha","2486","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","General Sampaio","1082","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Graça","2157","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Granja","5764","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Granjeiro","966","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Groaíras","2372","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Guaiúba","5190","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Guaraciaba do Norte","8810","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Guaramiranga","417","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Hidrolândia","3964","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Horizonte","8828","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ibaretama","811","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ibiapina","4643","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ibicuitinga","2392","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Icapuí","4483","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Icó","11784","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Iguatu","24990","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Independência","4230","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ipaporanga","2815","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ipaumirim","2187","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ipu","6618","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ipueiras","7274","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Iracema","3382","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Irauçuba","3834","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itaiçaba","1156","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itaitinga","4949","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itapajé","9882","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itapipoca","16416","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itapiúna","3976","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itarema","4503","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Itatira","3286","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jaguaretama","2710","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jaguaribara","2483","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jaguaribe","8242","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jaguaruana","6030","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jardim","2791","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jati","1170","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jijoca de Jericoacoara","2744","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Juazeiro do Norte","62494","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Jucás","4791","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Lavras da Mangabeira","5436","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Limoeiro do Norte","14741","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Madalena","2089","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Maracanaú","8175","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Maranguape","20765","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Marco","4260","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Martinópole","2246","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Massapê","6473","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Mauriti","6113","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Meruoca","1752","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Milagres","5372","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Milhã","2317","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Miraíma","2145","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Missão Velha","7320","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Mombaça","6646","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Monsenhor Tabosa","3846","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Morada Nova","11748","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Moraújo","1445","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Morrinhos","3694","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Mucambo","3402","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Mulungu","1482","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Nova Olinda","2787","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Nova Russas","9225","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Novo Oriente","5902","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ocara","5056","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Orós","5808","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pacajus","9930","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pacatuba","5789","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pacoti","1946","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pacujá","1351","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Palhano","2262","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Palmácia","1633","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Paracuru","3004","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Paraipaba","3652","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Parambu","6502","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Paramoti","1062","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pedra Branca","7784","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Penaforte","1756","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pentecoste","6398","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pereiro","2158","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pindoretama","1747","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Piquet Carneiro","3311","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Pires Ferreira","2068","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Poranga","3422","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Porteiras","2733","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Potengi","1569","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Potiretama","964","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Quiterianópolis","2932","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Quixadá","19386","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Quixelô","2192","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Quixeramobim","12822","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Quixeré","5565","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Redenção","4977","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Reriutaba","3366","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Russas","11502","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Saboeiro","2753","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Salitre","1969","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Santana do Acaraú","3967","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Santana do Cariri","1718","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Santa Quitéria","6970","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","São Benedito","7810","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","São Gonçalo do Amarante","5299","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","São João do Jaguaribe","2554","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","São Luís do Curu","2117","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Senador Pompeu","6588","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Senador Sá","1160","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Sobral","53102","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Solonópole","3704","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tabuleiro do Norte","8317","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tamboril","5077","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tarrafas","874","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tauá","13942","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tejuçuoca","2119","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tianguá","13514","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Trairi","4253","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Tururu","2830","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Ubajara","7537","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Umari","1292","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Umirim","3378","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Uruburetama","4252","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Uruoca","2520","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Varjota","4363","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Várzea Alegre","9134","unidades",1
"1.1.2","Número de economias ativas abastecidas residenciais","Viçosa do Ceará","6005","unidades",1
"1.1.3","Número de municípios",,,"",""
"1.1.3.1","Com rede de distribuição de água","Abaiara","1","unidades",1
"1.1.3.1","Com rede de distribuição de água","Acarape","1","unidades",1
"1.1.3.1","Com rede de distribuição de água","Acaraú","1","unidades",1
"1.1.3.1","Com rede de distribuição de água","Acopiara","1","unidades",1
"1.1.3.1","Com rede de distribuição de água","Aiuaba","1","unidades",1
"1.1.3.1","Com rede de distribuição de água","Alcântaras","1","unidades",1
"1.1.3.1","Com rede de distribuição de água","Altaneira","1","unidades",1
