Municipio,Ano,Total,Media
Potiretama,1989,714.7,59.56
Itaitinga,1989,0.0,
Altaneira,1989,1203.4,100.28
Farias Brito,1989,1175.0,97.92
Jati,1989,841.5,70.12
Nova Olinda,1989,1378.0,114.83
Quixadá,1989,857.6,71.47
Pereiro,1989,1250.5,104.21
Groaíras,1989,1214.0,101.17
Cariús,1989,1112.0,92.67
Graça,1989,1423.4,118.62
Jaguaruana,1989,1115.4,92.95
Viçosa do Ceará,1989,2307.7,192.31
São Luís do Curu,1989,899.2,74.93
Baixio,1989,1294.0,107.83
Piquet Carneiro,1989,887.0,73.92
Tururu,1989,803.0,66.92
Morada Nova,1989,688.9,57.41
Quixelô,1989,1588.0,132.33
Nova Russas,1989,1122.2,93.52
Acarape,1989,561.0,46.75
Aracati,1989,1371.3,114.27
Orós,1989,897.9,74.82
Monsenhor Tabosa,1989,880.2,73.35
Itapipoca,1989,1023.0,85.25
Mombaça,1989,1257.6,104.8
Marco,1989,976.3,81.36
Pires Ferreira,1989,1086.7,90.56
Catarina,1989,1162.5,96.88
Ererê,1989,1177.0,98.08
Guaraciaba do Norte,1989,1627.0,135.58
Iracema,1989,712.65,59.39
Paramoti,1989,1052.5,87.71
Ubajara,1989,2120.3,176.69
Ipaporanga,1989,884.6,73.72
Carnaubal,1989,1217.6,101.47
Massapê,1989,1629.4,135.78
Chaval,1989,631.5,52.62
São Benedito,1989,1757.8,146.48
Aracoiaba,1989,1396.5,116.37
Potengi,1989,909.0,75.75
Granja,1989,1261.4,105.12
Missão Velha,1989,1321.2,110.1
Poranga,1989,974.9,81.24
Granjeiro,1989,1352.0,112.67
Senador Sá,1989,658.2,54.85
Icó,1989,894.32,74.53
Pedra Branca,1989,979.0,81.58
Tarrafas,1989,1181.2,98.43
Maranguape,1989,1115.02,92.92
Palhano,1989,977.7,81.48
Campos Sales,1989,1025.6,85.47
Caridade,1989,114.4,10.4
São Gonçalo do Amarante,1989,1076.75,89.73
Horizonte,1989,307.0,38.38
Paracuru,1989,1957.7,163.14
Santana do Cariri,1989,1174.5,97.88
Amontada,1989,13.4,1.22
Quiterianópolis,1989,1193.2,99.43
Tauá,1989,969.2,80.77
Brejo Santo,1989,1660.7,138.39
Lavras da Mangabeira,1989,925.4,77.12
Ocara,1989,1005.4,83.78
Caririaçu,1989,1437.1,119.76
Aurora,1989,1449.5,120.79
Barreira,1989,1220.4,101.7
Maracanaú,1989,1134.0,94.5
Bela Cruz,1989,1023.0,85.25
Meruoca,1989,2247.0,187.25
Pacatuba,1989,1618.2,134.85
Frecheirinha,1989,1557.1,129.76
Pacujá,1989,1310.4,109.2
Salitre,1989,0.0,0.0
General Sampaio,1989,1012.25,84.35
Banabuiú,1989,1099.0,91.58
São João do Jaguaribe,1989,950.6,79.22
Abaiara,1989,1454.0,121.17
Umirim,1989,1303.1,108.59
Irauçuba,1989,750.85,62.57
Guaiúba,1989,801.1,66.76
Crateús,1989,1070.1,89.17
Palmácia,1989,1776.9,148.08
Beberibe,1989,1545.95,128.83
Mucambo,1989,1563.4,130.28
Martinópole,1989,1766.4,147.2
Jaguaribara,1989,1144.2,95.35
Tabuleiro do Norte,1989,716.9,59.74
Acopiara,1989,1025.7,85.48
Saboeiro,1989,916.1,76.34
Pacoti,1989,1945.3,162.11
Quixeramobim,1989,995.9,82.99
Cariré,1989,1140.9,95.08
Alto Santo,1989,1135.3,94.61
Barro,1989,1372.4,114.37
Itaiçaba,1989,882.4,73.53
Barroquinha,1989,9.0,1.29
Crato,1989,1367.0,113.92
Moraújo,1989,1462.8,121.9
Itapiúna,1989,787.0,65.58
Limoeiro do Norte,1989,1043.08,86.92
Catunda,1989,549.5,45.79
Chorozinho,1989,1245.9,103.82
Madalena,1989,1153.1,96.09
Acaraú,1989,1951.3,162.61
Várzea Alegre,1989,1499.5,124.96
Jardim,1989,1100.4,91.7
Alcântaras,1989,541.4,49.22
Pacajus,1989,1324.5,110.37
Paraipaba,1989,1449.6,120.8
Itapajé,1989,1152.9,96.08
Mulungu,1989,1736.2,144.68
Varjota,1989,1352.2,112.68
Porteiras,1989,1462.0,121.83
Jaguaribe,1989,822.95,68.58
Cruz,1989,1164.1,97.01
Quixeré,1989,848.8,70.73
Fortim,1989,11.2,1.12
Ibicuitinga,1989,923.7,76.98
Reriutaba,1989,1396.6,116.38
Aratuba,1989,1348.3,112.36
Capistrano,1989,1041.1,86.76
Penaforte,1989,791.0,65.92
Boa Viagem,1989,869.3,72.44
Antonina do Norte,1989,1227.3,102.27
Tejuçuoca,1989,762.4,63.53
Jucás,1989,1598.0,133.17
Arneiroz,1989,1132.9,94.41
Cedro,1989,1331.6,110.97
Barbalha,1989,1567.3,130.61
Ipu,1989,1577.0,131.42
Cascavel,1989,1640.7,136.72
Assaré,1989,1194.9,99.58
Guaramiranga,1989,2313.7,192.81
Tianguá,1989,1686.6,140.55
Parambu,1989,1378.9,114.91
Baturité,1989,1509.5,125.79
Icapuí,1989,1657.7,138.14
Ipaumirim,1989,1201.6,100.13
Aquiraz,1989,1763.2,146.93
Hidrolândia,1989,1170.4,97.53
Camocim,1989,1517.9,126.49
Pentecoste,1989,955.55,79.63
Miraíma,1989,588.0,49.0
Tamboril,1989,1175.05,97.92
Deputado Irapuan Pinheiro,1989,820.9,68.41
Morrinhos,1989,840.3,70.02
Itarema,1989,968.0,80.67
Jijoca de Jericoacoara,1989,85.9,12.27
Senador Pompeu,1989,1116.3,93.02
Novo Oriente,1989,974.0,81.17
Forquilha,1989,612.05,51.0
Uruburetama,1989,1375.2,114.6
Ipueiras,1989,1179.8,98.32
Milagres,1989,1466.9,122.24
Ibiapina,1989,2113.0,176.08
Araripe,1989,912.7,76.06
Solonópole,1989,1140.9,95.08
Trairi,1989,1520.8,126.73
Santana do Acaraú,1989,1333.5,111.12
Milhã,1989,1167.3,97.27
Itatira,1989,683.4,56.95
Mauriti,1989,1284.6,107.05
Jaguaretama,1989,1123.7,93.64
Fortaleza,1989,1185.93,98.83
Russas,1989,974.2,81.18
Sobral,1989,716.12,59.68
Aiuaba,1989,968.8,80.73
Independência,1989,944.5,78.71
Apuiarés,1989,1044.0,87.0
Juazeiro do Norte,1989,1208.6,100.72
Coreaú,1989,1880.5,156.71
Uruoca,1989,1243.6,103.63
Santa Quitéria,1989,740.2,61.68
Iguatu,1989,1043.21,86.93
Canindé,1989,988.0,82.33
Pindoretama,1989,603.5,75.44
Caucaia,1989,1511.5,125.96
Redenção,1989,1276.45,106.37
Umari,1989,1094.5,91.21
