Municipio,Ano,Total,Media
Nova Olinda,1975,1178.0,98.17
Quixadá,1975,857.75,71.48
Jaguaruana,1975,1193.0,99.42
Viçosa do Ceará,1975,1879.0,156.58
São Luís do Curu,1975,1427.9,118.99
Baixio,1975,515.0,42.92
Piquet Carneiro,1975,970.0,80.83
Morada Nova,1975,855.8,71.32
Nova Russas,1975,924.0,77.0
Aracati,1975,1184.2,98.68
Monsenhor Tabosa,1975,698.6,58.22
Itapipoca,1975,1163.0,96.92
Mombaça,1975,901.4,75.12
Guaraciaba do Norte,1975,1605.4,133.78
Iracema,1975,1043.4,86.95
Ubajara,1975,2092.2,174.35
Massapê,1975,960.8,80.07
São Benedito,1975,1439.6,119.97
Aracoiaba,1975,954.0,79.5
Potengi,1975,813.4,67.78
Granja,1975,1321.1,110.09
Missão Velha,1975,896.0,74.67
Senador Sá,1975,1820.0,151.67
Icó,1975,1198.9,99.91
Pedra Branca,1975,1138.7,94.89
Maranguape,1975,1499.2,124.93
Campos Sales,1975,412.0,34.33
São Gonçalo do Amarante,1975,1298.9,108.24
Tauá,1975,752.0,62.67
Brejo Santo,1975,1196.2,99.68
Lavras da Mangabeira,1975,1068.0,89.0
Caririaçu,1975,986.2,82.18
Aurora,1975,1089.0,90.75
Maracanaú,1975,2050.0,170.83
São João do Jaguaribe,1975,1113.5,92.79
Guaiúba,1975,1489.2,124.1
Crateús,1975,943.0,78.58
Mucambo,1975,1198.5,99.88
Martinópole,1975,1020.0,85.0
Tabuleiro do Norte,1975,1160.5,96.71
Acopiara,1975,936.0,78.0
Pacoti,1975,1706.0,142.17
Quixeramobim,1975,931.8,77.65
Cariré,1975,1007.0,83.92
Barro,1975,979.5,81.62
Itaiçaba,1975,0.0,
Crato,1975,1012.0,84.33
Itapiúna,1975,669.0,55.75
Limoeiro do Norte,1975,871.3,72.61
Acaraú,1975,1289.1,107.42
Várzea Alegre,1975,1436.4,119.7
Pacajus,1975,1449.0,120.75
Itapajé,1975,1279.0,106.58
Mulungu,1975,1284.9,107.08
Jaguaribe,1975,955.1,79.59
Reriutaba,1975,1154.5,96.21
Aratuba,1975,1415.4,117.95
Capistrano,1975,950.0,79.17
Boa Viagem,1975,992.1,82.67
Cedro,1975,983.5,81.96
Barbalha,1975,1234.7,102.89
Ipu,1975,648.0,54.0
Assaré,1975,656.3,54.69
Guaramiranga,1975,1771.4,147.62
Tianguá,1975,1307.1,108.92
Baturité,1975,1110.0,92.5
Camocim,1975,1305.5,108.79
Pentecoste,1975,922.9,76.91
Miraíma,1975,890.0,74.17
Deputado Irapuan Pinheiro,1975,969.9,80.83
Senador Pompeu,1975,695.6,57.97
Novo Oriente,1975,975.7,81.31
Uruburetama,1975,1348.2,112.35
Ipueiras,1975,895.7,74.64
Milagres,1975,928.9,77.41
Ibiapina,1975,1918.0,159.83
Solonópole,1975,956.6,79.72
Santana do Acaraú,1975,1001.3,83.44
Milhã,1975,1072.2,89.35
Itatira,1975,598.0,49.83
Mauriti,1975,947.4,78.95
Jaguaretama,1975,639.7,53.31
Fortaleza,1975,1813.3,151.11
Russas,1975,1191.6,99.3
Sobral,1975,1108.1,92.34
Independência,1975,970.6,80.88
Juazeiro do Norte,1975,720.6,60.05
Uruoca,1975,1197.0,99.75
Santa Quitéria,1975,899.4,74.95
Iguatu,1975,1413.7,117.81
Canindé,1975,876.4,73.03
Caucaia,1975,1308.3,109.02
