Municipio,Ano,Total,Media
Varjota,2000,1043.6,86.97
Porteiras,2000,805.9,67.16
Jaguaribe,2000,850.49,70.87
Cruz,2000,1075.0,89.58
Quixeré,2000,914.1,76.17
Fortim,2000,1112.6,92.72
Ibicuitinga,2000,1032.0,86.0
Reriutaba,2000,886.8,73.9
Aratuba,2000,1468.65,122.39
Capistrano,2000,1090.0,90.83
Penaforte,2000,496.9,41.41
Boa Viagem,2000,739.85,61.65
Antonina do Norte,2000,664.05,55.34
Tejuçuoca,2000,628.55,52.38
Jucás,2000,1288.97,107.41
Arneiroz,2000,756.2,63.02
Cedro,2000,1200.35,100.03
Barbalha,2000,895.85,74.65
Ipu,2000,1140.3,95.03
Cascavel,2000,1194.5,99.54
Assaré,2000,660.8,55.07
Guaramiranga,2000,1979.8,164.98
Tianguá,2000,1285.1,107.09
Parambu,2000,630.1,52.51
Baturité,2000,1699.5,141.62
Icapuí,2000,1040.12,86.68
Ipaumirim,2000,1141.85,95.15
Aquiraz,2000,1807.6,150.63
Hidrolândia,2000,753.35,62.78
Camocim,2000,1086.2,90.52
Pentecoste,2000,856.66,71.39
Miraíma,2000,1019.85,84.99
Tamboril,2000,761.28,63.44
Deputado Irapuan Pinheiro,2000,700.3,58.36
Morrinhos,2000,981.6,81.8
Itarema,2000,1135.85,94.65
Jijoca de Jericoacoara,2000,806.0,67.17
Senador Pompeu,2000,837.9,69.83
Novo Oriente,2000,735.55,61.3
Forquilha,2000,859.7,71.64
Uruburetama,2000,1249.75,104.15
Ipueiras,2000,1219.16,101.6
Milagres,2000,1002.0,83.5
Ibiapina,2000,2030.4,169.2
Araripe,2000,760.4,63.37
Solonópole,2000,614.1,51.18
Trairi,2000,1471.5,122.62
Eusébio,2000,1759.2,146.6
Santana do Acaraú,2000,832.3,69.36
Milhã,2000,679.7,56.64
Itatira,2000,883.61,73.63
Mauriti,2000,864.3,72.02
Jaguaretama,2000,827.1,68.93
Fortaleza,2000,1723.25,143.6
Russas,2000,868.8,72.4
Sobral,2000,876.17,73.01
Aiuaba,2000,682.04,56.84
Independência,2000,573.27,47.77
Ibaretama,2000,663.8,55.32
Apuiarés,2000,990.0,82.5
Juazeiro do Norte,2000,916.52,76.38
Coreaú,2000,1254.1,104.51
Uruoca,2000,1098.0,91.5
Santa Quitéria,2000,835.73,69.64
Iguatu,2000,1185.55,98.8
Canindé,2000,702.15,58.51
Pindoretama,2000,1489.0,124.08
Caucaia,2000,1226.98,102.25
Redenção,2000,1626.6,135.55
Umari,2000,1115.5,92.96
