Municipio,Ano,Total,Media
Cariré,1985,1658.0,138.17
Alto Santo,1985,1823.9,151.99
Barro,1985,1814.0,151.17
Itaiçaba,1985,2098.0,174.83
Barroquinha,1985,0.0,
Crato,1985,1970.0,164.17
Moraújo,1985,3385.0,282.08
Itapiúna,1985,1394.6,116.22
Limoeiro do Norte,1985,1624.4,135.37
Acaraú,1985,2886.2,240.52
Várzea Alegre,1985,1841.4,153.45
Jardim,1985,1356.1,113.01
Alcântaras,1985,0.0,0.0
Pacajus,1985,1797.2,149.77
Itapajé,1985,1700.2,141.68
Mulungu,1985,1950.7,162.56
Porteiras,1985,1914.8,159.57
Jaguaribe,1985,1796.2,149.68
Quixeré,1985,1581.0,131.75
Reriutaba,1985,2182.0,181.83
Aratuba,1985,2069.0,172.42
Capistrano,1985,1426.0,118.83
Penaforte,1985,1320.7,110.06
Boa Viagem,1985,1371.3,114.27
Antonina do Norte,1985,1094.2,91.18
Jucás,1985,1803.9,150.32
Arneiroz,1985,1413.1,117.76
Cedro,1985,1741.6,145.13
Barbalha,1985,2147.5,178.96
Ipu,1985,2521.5,210.12
Cascavel,1985,2028.8,169.07
Assaré,1985,1203.0,100.25
Guaramiranga,1985,2325.2,193.77
Tianguá,1985,2409.3,200.78
Parambu,1985,2237.1,186.42
Baturité,1985,1996.4,166.37
Ipaumirim,1985,1820.6,151.72
Aquiraz,1985,2785.7,232.14
Hidrolândia,1985,1886.8,157.23
Camocim,1985,3051.0,254.25
Pentecoste,1985,1534.6,127.88
Miraíma,1985,0.0,
Tamboril,1985,1632.5,136.04
Deputado Irapuan Pinheiro,1985,2085.3,173.78
Morrinhos,1985,1748.6,145.72
Jijoca de Jericoacoara,1985,0.0,
Senador Pompeu,1985,1460.3,121.69
Novo Oriente,1985,1715.1,142.92
Forquilha,1985,1578.0,131.5
Uruburetama,1985,1998.2,166.52
Ipueiras,1985,2004.2,167.02
Milagres,1985,1664.1,138.68
Ibiapina,1985,3230.4,269.2
Araripe,1985,1604.8,133.73
Solonópole,1985,1375.8,114.65
Trairi,1985,2067.9,172.33
Santana do Acaraú,1985,1784.3,148.69
Milhã,1985,1229.9,102.49
Itatira,1985,1232.0,102.67
Mauriti,1985,1305.5,108.79
Jaguaretama,1985,1842.4,153.53
Fortaleza,1985,2836.0,236.33
Russas,1985,1929.1,160.76
Sobral,1985,1815.1,151.26
Aiuaba,1985,1265.9,105.49
Independência,1985,1137.8,94.82
Apuiarés,1985,1583.5,131.96
Juazeiro do Norte,1985,1660.3,138.36
Coreaú,1985,2642.9,220.24
Uruoca,1985,1894.0,157.83
Santa Quitéria,1985,2065.6,172.13
Iguatu,1985,2076.0,173.0
Canindé,1985,1677.8,139.82
Caucaia,1985,2418.6,201.55
Redenção,1985,1875.5,156.29
Umari,1985,1702.6,141.88
