Municipio,Ano,Total,Media
Potiretama,2001,547.65,45.64
Itaitinga,2001,1134.0,94.5
Altaneira,2001,507.0,42.25
Farias Brito,2001,660.6,55.05
Jati,2001,830.3,69.19
Nova Olinda,2001,521.3,43.44
Quixadá,2001,521.29,43.44
Pereiro,2001,586.9,48.91
Groaíras,2001,577.5,48.12
Cariús,2001,744.05,62.0
Graça,2001,984.0,82.0
Choró,2001,498.85,41.57
Jaguaruana,2001,385.08,32.09
Viçosa do Ceará,2001,964.04,80.34
São Luís do Curu,2001,529.0,44.08
Baixio,2001,562.7,46.89
Piquet Carneiro,2001,699.2,58.27
Tururu,2001,730.2,60.85
Morada Nova,2001,494.33,41.19
Quixelô,2001,812.95,67.75
Nova Russas,2001,771.82,64.32
Acarape,2001,1342.0,111.83
Aracati,2001,476.58,39.71
Orós,2001,537.45,44.79
Monsenhor Tabosa,2001,439.9,36.66
Itapipoca,2001,558.98,46.58
Mombaça,2001,413.78,34.48
Marco,2001,630.6,52.55
Pires Ferreira,2001,626.9,52.24
Catarina,2001,563.3,46.94
Ererê,2001,593.58,49.46
Guaraciaba do Norte,2001,597.6,49.8
Iracema,2001,675.87,56.32
Croatá,2001,485.65,40.47
Paramoti,2001,541.65,45.14
Ubajara,2001,913.0,76.08
Ipaporanga,2001,530.6,44.22
Carnaubal,2001,488.4,40.7
Massapê,2001,633.85,52.82
Chaval,2001,979.4,81.62
São Benedito,2001,877.95,73.16
Aracoiaba,2001,456.0,38.0
Potengi,2001,384.05,32.0
Granja,2001,969.39,80.78
Missão Velha,2001,905.46,75.46
Poranga,2001,652.55,54.38
Granjeiro,2001,757.5,63.12
Senador Sá,2001,815.7,67.98
Icó,2001,458.45,38.2
Pedra Branca,2001,536.03,44.67
Tarrafas,2001,615.45,51.29
Maranguape,2001,974.37,81.2
Palhano,2001,371.8,30.98
Campos Sales,2001,353.38,29.45
Caridade,2001,532.7,44.39
São Gonçalo do Amarante,2001,1034.35,86.2
Horizonte,2001,965.1,80.43
Paracuru,2001,1153.7,96.14
Santana do Cariri,2001,578.5,48.21
Amontada,2001,761.74,63.48
Quiterianópolis,2001,564.26,47.02
Tauá,2001,345.11,28.76
Brejo Santo,2001,707.3,58.94
Lavras da Mangabeira,2001,724.58,60.38
Ocara,2001,515.01,42.92
Caririaçu,2001,768.05,64.0
Aurora,2001,785.05,65.42
Barreira,2001,695.0,57.92
Maracanaú,2001,951.8,79.32
Bela Cruz,2001,670.4,55.87
Meruoca,2001,1455.6,121.3
Pacatuba,2001,1160.0,96.67
Frecheirinha,2001,858.0,71.5
Pacujá,2001,678.5,56.54
Salitre,2001,201.6,16.8
General Sampaio,2001,497.35,41.45
Banabuiú,2001,470.5,39.21
São João do Jaguaribe,2001,393.8,32.82
Abaiara,2001,937.0,78.08
Umirim,2001,545.7,45.48
Irauçuba,2001,338.4,28.2
Guaiúba,2001,1068.8,89.07
Crateús,2001,506.44,42.2
Palmácia,2001,1486.1,123.84
Beberibe,2001,884.64,73.72
Mucambo,2001,994.0,82.83
Martinópole,2001,806.0,67.17
Jaguaribara,2001,387.6,32.3
Tabuleiro do Norte,2001,485.3,40.44
Acopiara,2001,683.62,56.97
Saboeiro,2001,537.05,44.75
Pacoti,2001,1366.1,113.84
Quixeramobim,2001,527.27,43.94
Cariré,2001,773.8,64.48
Alto Santo,2001,449.75,37.48
Barro,2001,697.68,58.14
Itaiçaba,2001,194.0,16.17
Barroquinha,2001,913.0,76.08
Crato,2001,815.4,67.95
Moraújo,2001,844.0,70.33
Itapiúna,2001,666.68,55.56
Limoeiro do Norte,2001,590.35,49.2
Catunda,2001,542.0,45.17
Chorozinho,2001,552.5,46.04
Madalena,2001,284.8,23.73
Acaraú,2001,739.84,61.65
Várzea Alegre,2001,708.4,59.03
Jardim,2001,474.15,39.51
Alcântaras,2001,882.8,73.57
Pacajus,2001,932.05,77.67
Ararendá,2001,485.8,40.48
Paraipaba,2001,924.7,77.06
Itapajé,2001,720.02,60.0
Mulungu,2001,1151.3,95.94
Varjota,2001,752.0,62.67
Porteiras,2001,723.0,60.25
Jaguaribe,2001,545.72,45.48
Cruz,2001,612.0,51.0
Quixeré,2001,400.75,33.4
Fortim,2001,853.3,71.11
Ibicuitinga,2001,539.1,44.93
Reriutaba,2001,619.6,51.63
Aratuba,2001,737.0,61.42
Capistrano,2001,660.4,55.03
Penaforte,2001,557.0,46.42
Boa Viagem,2001,405.7,33.81
Antonina do Norte,2001,400.7,33.39
Tejuçuoca,2001,355.45,29.62
Jucás,2001,831.51,69.29
Arneiroz,2001,366.1,30.51
Cedro,2001,664.02,55.34
Barbalha,2001,880.75,73.4
Ipu,2001,612.4,51.03
Cascavel,2001,932.82,77.74
Assaré,2001,464.5,38.71
Guaramiranga,2001,1550.8,129.23
Tianguá,2001,1002.17,83.51
Parambu,2001,468.95,39.08
Baturité,2001,753.9,62.82
Icapuí,2001,556.58,46.38
Ipaumirim,2001,570.72,47.56
Aquiraz,2001,1494.3,124.52
Hidrolândia,2001,674.97,56.25
Camocim,2001,797.9,66.49
Pentecoste,2001,633.54,52.79
Miraíma,2001,585.4,48.78
Tamboril,2001,500.49,41.71
Deputado Irapuan Pinheiro,2001,521.0,43.42
Morrinhos,2001,564.5,47.04
Itarema,2001,738.53,61.54
Jijoca de Jericoacoara,2001,621.55,51.8
Senador Pompeu,2001,565.45,47.12
Novo Oriente,2001,513.45,42.79
Forquilha,2001,525.75,43.81
Uruburetama,2001,703.4,58.62
Ipueiras,2001,635.59,52.97
Milagres,2001,798.1,66.51
Ibiapina,2001,1497.0,124.75
Araripe,2001,523.75,43.65
Solonópole,2001,616.0,51.33
Trairi,2001,890.75,74.23
Eusébio,2001,1609.3,134.11
Santana do Acaraú,2001,550.8,45.9
Milhã,2001,598.0,49.83
Itatira,2001,335.91,27.99
Mauriti,2001,691.03,57.59
Jaguaretama,2001,421.69,35.14
Fortaleza,2001,1522.47,126.87
Russas,2001,459.58,38.3
Sobral,2001,892.63,74.39
Aiuaba,2001,355.07,29.59
Independência,2001,436.37,36.36
Ibaretama,2001,464.9,38.74
Apuiarés,2001,593.6,49.47
Juazeiro do Norte,2001,766.53,63.88
Coreaú,2001,738.97,61.58
Uruoca,2001,913.32,76.11
Santa Quitéria,2001,418.73,34.89
Iguatu,2001,801.16,66.76
Canindé,2001,425.27,35.44
Pindoretama,2001,1131.0,94.25
Caucaia,2001,1078.25,89.85
Redenção,2001,1092.1,91.01
Umari,2001,542.85,45.24
