Municipio,Ano,Total,Media
Potiretama,1996,896.4,74.7
Itaitinga,1996,1174.7,97.89
Altaneira,1996,1146.0,95.5
Farias Brito,1996,1224.3,102.03
Jati,1996,893.1,74.42
Nova Olinda,1996,1277.6,106.47
Quixadá,1996,735.5,61.29
Pereiro,1996,1215.0,101.25
Groaíras,1996,900.0,75.0
Cariús,1996,1205.0,100.42
Graça,1996,1334.0,111.17
Choró,1996,927.3,77.27
Jaguaruana,1996,747.0,62.25
Viçosa do Ceará,1996,1560.0,130.0
São Luís do Curu,1996,969.0,80.75
Baixio,1996,920.8,76.73
Piquet Carneiro,1996,570.0,47.5
Tururu,1996,1304.7,108.72
Morada Nova,1996,625.8,52.15
Quixelô,1996,804.4,67.03
Nova Russas,1996,979.7,81.64
Acarape,1996,1421.7,118.48
Aracati,1996,863.9,71.99
Orós,1996,742.9,61.91
Monsenhor Tabosa,1996,904.6,75.38
Itapipoca,1996,1202.44,100.2
Mombaça,1996,829.8,69.15
Marco,1996,1091.2,90.93
Pires Ferreira,1996,1059.1,88.26
Catarina,1996,822.5,68.54
Ererê,1996,866.0,72.17
Guaraciaba do Norte,1996,1205.05,100.42
Iracema,1996,877.3,73.11
Croatá,1996,801.6,66.8
Paramoti,1996,927.2,77.27
Ubajara,1996,1571.1,130.93
Ipaporanga,1996,823.4,68.62
Carnaubal,1996,845.35,70.45
Massapê,1996,1124.6,93.72
Chaval,1996,1246.5,103.88
São Benedito,1996,1400.6,116.72
Aracoiaba,1996,1134.9,94.58
Potengi,1996,1062.9,88.58
Granja,1996,1377.4,114.78
Missão Velha,1996,1304.95,108.75
Poranga,1996,355.5,29.62
Granjeiro,1996,1207.4,100.62
Senador Sá,1996,1081.8,90.15
Icó,1996,795.8,66.32
Pedra Branca,1996,942.0,78.5
Tarrafas,1996,773.2,64.43
Maranguape,1996,1221.9,101.82
Palhano,1996,852.6,71.05
Campos Sales,1996,581.4,48.45
Caridade,1996,913.2,76.1
