Municipio,Ano,Total,Media
Potiretama,2007,598.5,49.88
Itaitinga,2007,1053.0,87.75
Altaneira,2007,895.7,74.64
Farias Brito,2007,916.55,76.38
Jati,2007,730.0,60.83
Nova Olinda,2007,932.0,93.2
Quixadá,2007,600.49,50.04
Pereiro,2007,829.52,69.13
Groaíras,2007,649.4,54.12
Cariús,2007,816.58,68.05
Graça,2007,1065.0,88.75
Choró,2007,524.8,43.73
Jaguaruana,2007,542.22,45.19
Viçosa do Ceará,2007,907.84,75.65
São Luís do Curu,2007,659.5,54.96
Baixio,2007,530.6,44.22
Piquet Carneiro,2007,812.55,67.71
Tururu,2007,573.0,47.75
Morada Nova,2007,707.95,59.0
Quixelô,2007,885.4,73.78
Nova Russas,2007,691.38,57.61
Acarape,2007,920.0,76.67
Aracati,2007,775.62,64.64
Orós,2007,775.1,64.59
Monsenhor Tabosa,2007,448.22,37.35
Itapipoca,2007,1034.45,86.2
Mombaça,2007,930.65,77.55
Marco,2007,770.3,64.19
Pires Ferreira,2007,732.1,61.01
Catarina,2007,515.5,42.96
Ererê,2007,808.15,67.35
Guaraciaba do Norte,2007,1113.56,92.8
Iracema,2007,814.01,67.83
Croatá,2007,542.3,45.19
Paramoti,2007,300.65,25.05
Ubajara,2007,917.65,76.47
Ipaporanga,2007,645.0,58.64
Carnaubal,2007,493.3,41.11
Massapê,2007,777.65,64.8
Chaval,2007,892.1,74.34
São Benedito,2007,886.65,73.89
Aracoiaba,2007,785.15,65.43
Potengi,2007,620.95,51.75
Granja,2007,1192.52,99.38
Missão Velha,2007,856.12,71.34
Poranga,2007,636.5,53.04
Granjeiro,2007,843.5,84.35
Senador Sá,2007,859.1,71.59
Icó,2007,682.57,56.88
Pedra Branca,2007,704.95,58.75
Tarrafas,2007,616.85,77.11
Maranguape,2007,824.51,68.71
Palhano,2007,639.4,53.28
Campos Sales,2007,622.58,51.88
Caridade,2007,522.25,43.52
São Gonçalo do Amarante,2007,966.9,80.58
Horizonte,2007,767.7,63.98
Paracuru,2007,1371.4,114.28
Santana do Cariri,2007,867.3,72.27
Amontada,2007,758.78,63.23
Quiterianópolis,2007,556.46,46.37
Tauá,2007,489.6,40.8
Brejo Santo,2007,616.55,51.38
Lavras da Mangabeira,2007,765.59,63.8
Ocara,2007,657.91,54.83
Caririaçu,2007,811.25,67.6
Aurora,2007,712.9,59.41
Barreira,2007,847.8,70.65
Maracanaú,2007,1084.0,90.33
Bela Cruz,2007,802.35,66.86
Meruoca,2007,1067.6,88.97
Pacatuba,2007,1079.1,98.1
Frecheirinha,2007,777.0,64.75
Pacujá,2007,851.6,77.42
Salitre,2007,518.9,43.24
General Sampaio,2007,345.5,28.79
Banabuiú,2007,747.4,62.28
São João do Jaguaribe,2007,559.1,46.59
Abaiara,2007,668.6,55.72
Umirim,2007,596.9,49.74
