Municipio,Ano,Total,Media
Potiretama,2018,654.25,59.48
Itaitinga,2018,1155.78,105.07
Altaneira,2018,686.5,68.65
Farias Brito,2018,806.85,73.35
Jati,2018,624.95,56.81
Nova Olinda,2018,637.0,57.91
Quixadá,2018,661.24,60.11
Pereiro,2018,879.4,79.95
Groaíras,2018,571.8,57.18
Cariús,2018,665.25,60.48
Graça,2018,1024.5,93.14
Choró,2018,581.8,52.89
Jaguaruana,2018,607.67,55.24
Viçosa do Ceará,2018,935.64,85.06
São Luís do Curu,2018,878.0,97.56
Baixio,2018,770.0,77.0
Piquet Carneiro,2018,670.55,60.96
Tururu,2018,601.5,60.15
Morada Nova,2018,732.33,66.58
Quixelô,2018,604.55,54.96
Nova Russas,2018,649.17,59.02
Acarape,2018,1050.0,95.45
Aracati,2018,862.8,78.44
Orós,2018,562.95,51.18
Monsenhor Tabosa,2018,366.05,33.28
Itapipoca,2018,1064.32,96.76
Mombaça,2018,470.4,42.76
Marco,2018,1085.2,108.52
Pires Ferreira,2018,939.2,85.38
Catarina,2018,543.8,49.44
Ererê,2018,894.25,81.3
Guaraciaba do Norte,2018,852.0,77.45
Iracema,2018,837.57,76.14
Croatá,2018,389.3,38.93
Paramoti,2018,465.02,42.27
Ubajara,2018,979.25,89.02
Ipaporanga,2018,788.1,71.65
Carnaubal,2018,455.3,41.39
Massapê,2018,923.1,83.92
Chaval,2018,1233.0,123.3
São Benedito,2018,718.9,65.35
Aracoiaba,2018,869.35,79.03
Potengi,2018,582.31,52.94
Granja,2018,1198.34,108.94
Missão Velha,2018,818.2,74.38
Poranga,2018,550.5,50.05
Granjeiro,2018,905.95,82.36
Senador Sá,2018,1003.55,100.35
Icó,2018,609.61,55.42
Pedra Branca,2018,546.82,49.71
Tarrafas,2018,592.9,59.29
Maranguape,2018,1025.17,93.2
Palhano,2018,586.05,53.28
Campos Sales,2018,614.03,55.82
Caridade,2018,672.3,61.12
São Gonçalo do Amarante,2018,1046.73,95.16
Horizonte,2018,832.3,75.66
Paracuru,2018,1029.8,93.62
Santana do Cariri,2018,731.2,66.47
Amontada,2018,819.11,74.46
Quiterianópolis,2018,572.62,52.06
Tauá,2018,485.47,44.13
Brejo Santo,2018,842.4,76.58
Lavras da Mangabeira,2018,962.97,87.54
Ocara,2018,792.34,72.03
Caririaçu,2018,906.35,82.4
Aurora,2018,864.24,78.57
Barreira,2018,774.8,70.44
Maracanaú,2018,1158.55,105.32
Bela Cruz,2018,866.45,78.77
Meruoca,2018,1114.2,101.29
Pacatuba,2018,1037.6,94.33
Frecheirinha,2018,907.0,90.7
Pacujá,2018,791.3,87.92
Salitre,2018,450.42,40.95
General Sampaio,2018,639.35,58.12
Banabuiú,2018,716.75,71.67
São João do Jaguaribe,2018,624.5,62.45
Abaiara,2018,889.0,88.9
Umirim,2018,817.6,81.76
Irauçuba,2018,528.21,48.02
Guaiúba,2018,933.0,84.82
Crateús,2018,685.92,62.36
Palmácia,2018,1301.4,118.31
Beberibe,2018,1027.37,93.4
Mucambo,2018,840.0,84.0
Martinópole,2018,1220.4,122.04
Jaguaribara,2018,485.1,48.51
Tabuleiro do Norte,2018,591.4,59.14
Acopiara,2018,506.29,46.03
Saboeiro,2018,432.35,39.3
Pacoti,2018,1081.0,98.27
Quixeramobim,2018,643.9,58.54
Cariré,2018,589.88,53.62
Alto Santo,2018,607.12,60.71
Barro,2018,827.77,75.25
Itaiçaba,2018,710.15,64.56
Barroquinha,2018,1603.5,160.35
Crato,2018,821.55,74.69
Moraújo,2018,1468.0,133.45
Itapiúna,2018,650.1,59.1
Limoeiro do Norte,2018,683.95,68.4
Catunda,2018,585.6,53.24
Chorozinho,2018,785.0,71.36
Madalena,2018,437.45,39.77
Acaraú,2018,963.55,96.35
Várzea Alegre,2018,1056.2,96.02
Jardim,2018,632.67,57.52
Alcântaras,2018,864.0,86.4
Pacajus,2018,664.55,60.41
Ararendá,2018,928.25,84.39
Paraipaba,2018,1147.6,104.33
Itapajé,2018,934.6,84.96
Mulungu,2018,708.0,64.36
Varjota,2018,492.35,49.23
Porteiras,2018,695.65,63.24
Jaguaribe,2018,630.59,57.33
Cruz,2018,853.5,85.35
Quixeré,2018,837.6,83.76
Fortim,2018,1070.0,97.27
Ibicuitinga,2018,688.0,62.55
Reriutaba,2018,862.2,78.38
Aratuba,2018,806.95,73.36
Capistrano,2018,810.0,73.64
Penaforte,2018,520.2,47.29
Boa Viagem,2018,597.96,54.36
Antonina do Norte,2018,499.9,49.99
Tejuçuoca,2018,482.5,43.86
Jucás,2018,585.0,53.18
Arneiroz,2018,496.6,45.15
Cedro,2018,816.69,74.24
Barbalha,2018,948.5,86.23
Ipu,2018,863.81,78.53
Cascavel,2018,846.52,76.96
Assaré,2018,559.07,50.82
Guaramiranga,2018,1274.5,115.86
Tianguá,2018,1008.3,91.66
Parambu,2018,490.6,44.6
Baturité,2018,874.1,87.41
Icapuí,2018,940.58,85.51
Ipaumirim,2018,792.22,72.02
Aquiraz,2018,1193.65,108.51
Hidrolândia,2018,877.35,87.73
Camocim,2018,1168.1,106.19
Pentecoste,2018,763.27,69.39
Miraíma,2018,847.9,84.79
Tamboril,2018,452.46,41.13
Deputado Irapuan Pinheiro,2018,439.5,43.95
Morrinhos,2018,909.0,90.9
Itarema,2018,950.82,86.44
Jijoca de Jericoacoara,2018,785.4,78.54
Senador Pompeu,2018,587.0,53.36
Novo Oriente,2018,830.5,83.05
Forquilha,2018,764.05,76.41
Uruburetama,2018,981.35,89.21
Ipueiras,2018,754.9,68.63
Milagres,2018,772.38,70.22
Ibiapina,2018,1320.75,120.07
Araripe,2018,495.15,45.01
Solonópole,2018,483.8,43.98
Trairi,2018,962.8,87.53
Eusébio,2018,1317.0,119.73
Santana do Acaraú,2018,892.8,99.2
Milhã,2018,495.2,45.02
Itatira,2018,516.52,46.96
Mauriti,2018,1031.04,93.73
Jaguaretama,2018,597.42,59.74
Fortaleza,2018,1312.76,119.34
Russas,2018,644.17,58.56
Sobral,2018,633.49,57.59
Aiuaba,2018,487.08,44.28
Independência,2018,549.06,49.91
Ibaretama,2018,733.5,66.68
Apuiarés,2018,556.7,55.67
Juazeiro do Norte,2018,818.5,74.41
Coreaú,2018,914.61,91.46
Uruoca,2018,1119.18,101.74
Santa Quitéria,2018,587.0,53.36
Iguatu,2018,584.88,58.49
Canindé,2018,621.83,56.53
Pindoretama,2018,1230.0,136.67
Caucaia,2018,941.8,85.62
Redenção,2018,1109.45,100.86
Umari,2018,803.88,80.39
