Municipio,Ano,Total,Media
Potiretama,1995,740.6,61.72
Itaitinga,1995,1543.6,128.63
Altaneira,1995,1017.9,84.83
Farias Brito,1995,1254.8,104.57
Jati,1995,914.9,76.24
Nova Olinda,1995,861.9,71.83
Quixadá,1995,622.3,51.86
Pereiro,1995,1207.7,100.64
Groaíras,1995,1048.2,87.35
Cariús,1995,985.0,82.08
Graça,1995,1304.4,108.7
Choró,1995,894.8,74.57
Jaguaruana,1995,881.0,73.42
Viçosa do Ceará,1995,1873.8,156.15
São Luís do Curu,1995,1193.4,99.45
Baixio,1995,896.3,74.69
Piquet Carneiro,1995,586.8,48.9
Tururu,1995,1239.8,103.32
Morada Nova,1995,849.4,70.78
Quixelô,1995,695.1,57.93
Nova Russas,1995,1122.1,93.51
Acarape,1995,1392.2,116.02
Aracati,1995,1106.5,92.21
Orós,1995,852.4,71.03
Monsenhor Tabosa,1995,693.3,57.77
Itapipoca,1995,1267.53,105.63
Mombaça,1995,834.9,69.58
Marco,1995,953.2,79.43
Pires Ferreira,1995,1170.4,97.53
Catarina,1995,693.0,57.75
Ererê,1995,1134.6,94.55
Guaraciaba do Norte,1995,1195.3,99.61
Iracema,1995,889.95,74.16
Croatá,1995,680.5,56.71
Paramoti,1995,849.0,70.75
Ubajara,1995,1709.7,142.48
Ipaporanga,1995,924.1,77.01
Carnaubal,1995,703.8,58.65
Massapê,1995,958.2,79.85
Chaval,1995,1073.4,89.45
São Benedito,1995,1462.95,121.91
Aracoiaba,1995,1160.15,96.68
Potengi,1995,1000.2,83.35
Granja,1995,1674.5,139.54
Missão Velha,1995,1225.8,102.15
Poranga,1995,340.0,28.33
Granjeiro,1995,1174.0,97.83
Senador Sá,1995,1464.5,122.04
Icó,1995,717.9,59.82
Pedra Branca,1995,754.5,62.88
Tarrafas,1995,810.6,67.55
Maranguape,1995,986.25,82.19
Palhano,1995,725.4,60.45
Campos Sales,1995,630.7,52.56
Caridade,1995,790.2,65.85
São Gonçalo do Amarante,1995,1117.7,93.14
Horizonte,1995,1563.6,130.3
Paracuru,1995,2075.8,172.98
Santana do Cariri,1995,1010.5,84.21
Amontada,1995,961.6,80.13
Quiterianópolis,1995,787.35,65.61
Tauá,1995,731.2,60.93
Brejo Santo,1995,921.2,76.77
Lavras da Mangabeira,1995,1007.9,83.99
Ocara,1995,892.0,74.33
Caririaçu,1995,1101.2,91.77
Aurora,1995,1156.6,96.38
Barreira,1995,1086.6,90.55
Maracanaú,1995,1443.0,120.25
Bela Cruz,1995,970.2,80.85
Meruoca,1995,2225.5,185.46
Pacatuba,1995,1636.6,136.38
Frecheirinha,1995,1072.0,89.33
Pacujá,1995,1277.8,106.48
Salitre,1995,653.0,54.42
General Sampaio,1995,1036.85,86.4
Banabuiú,1995,387.5,32.29
São João do Jaguaribe,1995,976.2,81.35
Abaiara,1995,1176.3,98.03
Umirim,1995,1160.1,96.68
Irauçuba,1995,496.4,41.37
Guaiúba,1995,1456.1,121.34
Crateús,1995,1083.1,90.26
Palmácia,1995,1649.1,137.42
Beberibe,1995,1419.9,118.33
Mucambo,1995,1194.7,99.56
Martinópole,1995,1423.9,118.66
Jaguaribara,1995,767.5,63.96
Tabuleiro do Norte,1995,849.2,70.77
Acopiara,1995,799.9,66.66
Saboeiro,1995,647.6,53.97
Pacoti,1995,1458.1,121.51
Quixeramobim,1995,738.8,61.57
Cariré,1995,967.8,80.65
Alto Santo,1995,799.65,66.64
Barro,1995,796.3,66.36
Itaiçaba,1995,660.0,55.0
Barroquinha,1995,1338.0,111.5
