Municipio,Ano,Total,Media
Potiretama,2016,407.6,33.97
Itaitinga,2016,840.0,70.0
Altaneira,2016,503.8,41.98
Farias Brito,2016,553.25,46.1
Jati,2016,467.6,38.97
Nova Olinda,2016,359.0,29.92
Quixadá,2016,432.59,36.05
Pereiro,2016,529.17,44.1
Groaíras,2016,637.95,53.16
Cariús,2016,437.45,36.45
Graça,2016,986.0,140.86
Choró,2016,512.6,42.72
Jaguaruana,2016,365.1,30.42
Viçosa do Ceará,2016,787.9,65.66
São Luís do Curu,2016,650.0,54.17
Baixio,2016,846.6,70.55
Piquet Carneiro,2016,529.35,44.11
Tururu,2016,429.0,107.25
Morada Nova,2016,438.21,36.52
Quixelô,2016,866.45,72.2
Nova Russas,2016,842.5,70.21
Acarape,2016,573.0,47.75
Aracati,2016,331.0,27.58
Orós,2016,784.62,65.39
Monsenhor Tabosa,2016,420.7,35.06
Itapipoca,2016,1202.36,100.2
Mombaça,2016,588.08,49.01
Marco,2016,718.45,59.87
Pires Ferreira,2016,738.4,61.53
Catarina,2016,270.0,22.5
Ererê,2016,600.1,50.01
Guaraciaba do Norte,2016,800.82,66.74
Iracema,2016,517.16,43.1
Croatá,2016,355.5,29.62
Paramoti,2016,433.4,36.12
Ubajara,2016,672.25,56.02
Ipaporanga,2016,637.4,53.12
Carnaubal,2016,388.0,32.33
Massapê,2016,602.5,50.21
Chaval,2016,806.0,67.17
São Benedito,2016,821.5,68.46
Aracoiaba,2016,599.6,49.97
Potengi,2016,496.0,41.33
Granja,2016,846.06,70.5
Missão Velha,2016,746.95,62.25
Poranga,2016,442.5,36.88
Granjeiro,2016,978.8,81.57
Senador Sá,2016,815.02,67.92
Icó,2016,590.75,49.23
Pedra Branca,2016,426.5,35.54
Tarrafas,2016,426.0,35.5
Maranguape,2016,835.08,69.59
Palhano,2016,377.6,31.47
Campos Sales,2016,337.4,28.12
Caridade,2016,401.1,33.42
São Gonçalo do Amarante,2016,1349.48,112.46
Horizonte,2016,698.4,77.6
Paracuru,2016,1658.7,138.22
Santana do Cariri,2016,395.3,32.94
Amontada,2016,836.64,69.72
Quiterianópolis,2016,626.31,52.19
Tauá,2016,412.43,34.37
Brejo Santo,2016,469.25,39.1
Lavras da Mangabeira,2016,717.38,59.78
Ocara,2016,636.9,53.07
Caririaçu,2016,750.5,62.54
Aurora,2016,592.12,49.34
Barreira,2016,275.5,27.55
Maracanaú,2016,1092.31,91.03
Bela Cruz,2016,659.3,54.94
Meruoca,2016,869.1,72.42
Pacatuba,2016,944.55,78.71
Frecheirinha,2016,685.0,57.08
Pacujá,2016,653.3,54.44
Salitre,2016,454.0,37.83
General Sampaio,2016,558.33,46.53
Banabuiú,2016,517.7,43.14
São João do Jaguaribe,2016,423.1,35.26
Abaiara,2016,818.0,68.17
Umirim,2016,492.9,41.07
Irauçuba,2016,359.78,29.98
Guaiúba,2016,829.0,69.08
Crateús,2016,575.48,47.96
Palmácia,2016,994.15,82.85
Beberibe,2016,497.65,41.47
Mucambo,2016,674.0,56.17
Martinópole,2016,925.0,77.08
Jaguaribara,2016,586.1,53.28
Tabuleiro do Norte,2016,428.9,35.74
Acopiara,2016,437.5,36.46
Saboeiro,2016,438.1,36.51
Pacoti,2016,1171.4,97.62
Quixeramobim,2016,526.08,43.84
Cariré,2016,707.0,64.27
Alto Santo,2016,491.55,40.96
Barro,2016,690.26,57.52
Itaiçaba,2016,326.15,27.18
Barroquinha,2016,1004.3,83.69
Crato,2016,862.47,71.87
Moraújo,2016,681.0,68.1
Itapiúna,2016,387.4,32.28
Limoeiro do Norte,2016,444.4,37.03
Catunda,2016,434.7,36.23
Chorozinho,2016,485.0,40.42
Madalena,2016,241.74,30.22
Acaraú,2016,982.1,81.84
Várzea Alegre,2016,746.35,62.2
Jardim,2016,455.0,37.92
Alcântaras,2016,454.0,37.83
Pacajus,2016,484.35,40.36
Ararendá,2016,827.35,68.95
Paraipaba,2016,1324.8,110.4
Itapajé,2016,836.0,69.67
Mulungu,2016,561.0,46.75
Varjota,2016,485.15,40.43
Porteiras,2016,782.6,65.22
Jaguaribe,2016,472.98,39.41
Cruz,2016,781.4,65.12
Quixeré,2016,306.5,25.54
Fortim,2016,397.0,33.08
Ibicuitinga,2016,284.4,23.7
Reriutaba,2016,650.1,54.18
Aratuba,2016,871.5,72.62
Capistrano,2016,513.0,42.75
Penaforte,2016,505.7,42.14
Boa Viagem,2016,417.6,34.8
Antonina do Norte,2016,352.5,29.38
Tejuçuoca,2016,529.25,44.1
Jucás,2016,477.6,39.8
Arneiroz,2016,542.0,45.17
Cedro,2016,633.0,52.75
Barbalha,2016,783.5,65.29
Ipu,2016,646.65,53.89
Cascavel,2016,695.08,57.92
Assaré,2016,409.88,34.16
Guaramiranga,2016,1085.9,90.49
Tianguá,2016,648.0,54.0
Parambu,2016,517.12,43.09
Baturité,2016,658.8,54.9
Icapuí,2016,351.38,29.28
Ipaumirim,2016,668.76,55.73
Aquiraz,2016,1144.55,95.38
Hidrolândia,2016,498.5,41.54
Camocim,2016,874.0,72.83
Pentecoste,2016,525.72,43.81
Miraíma,2016,582.2,48.52
Tamboril,2016,493.44,41.12
Deputado Irapuan Pinheiro,2016,481.0,40.08
Morrinhos,2016,603.0,50.25
Itarema,2016,868.0,72.33
Jijoca de Jericoacoara,2016,808.0,134.67
Senador Pompeu,2016,543.5,45.29
Novo Oriente,2016,577.0,48.08
Forquilha,2016,574.0,47.83
Uruburetama,2016,417.7,41.77
Ipueiras,2016,578.39,48.2
Milagres,2016,733.2,61.1
Ibiapina,2016,1486.6,123.88
Araripe,2016,376.15,31.35
Solonópole,2016,607.25,50.6
Trairi,2016,1332.5,111.04
Eusébio,2016,1364.0,113.67
Santana do Acaraú,2016,628.7,52.39
Milhã,2016,594.0,49.5
Itatira,2016,357.02,29.75
Mauriti,2016,480.4,40.03
Jaguaretama,2016,470.35,39.2
Fortaleza,2016,1051.74,87.65
Russas,2016,552.19,46.02
Sobral,2016,480.53,40.04
Aiuaba,2016,405.99,33.83
Independência,2016,395.37,32.95
Ibaretama,2016,407.68,33.97
Apuiarés,2016,655.1,54.59
Juazeiro do Norte,2016,587.75,48.98
Coreaú,2016,604.12,50.34
Uruoca,2016,851.78,70.98
Santa Quitéria,2016,579.41,48.28
Iguatu,2016,567.18,47.27
Canindé,2016,601.86,50.16
Pindoretama,2016,955.0,79.58
Caucaia,2016,961.35,80.11
Redenção,2016,878.4,73.2
Umari,2016,610.15,50.85
