Municipio,Ano,Total,Media
Guaramiranga,2003,2178.7,181.56
Tianguá,2003,1184.82,98.74
Parambu,2003,519.8,43.32
Baturité,2003,1279.4,106.62
Icapuí,2003,953.95,79.5
Ipaumirim,2003,810.32,67.53
Aquiraz,2003,1856.9,154.74
Hidrolândia,2003,996.45,83.04
Camocim,2003,1254.25,104.52
Pentecoste,2003,945.54,78.8
Miraíma,2003,1020.05,85.0
Tamboril,2003,647.13,53.93
Deputado Irapuan Pinheiro,2003,724.0,60.33
Morrinhos,2003,1046.8,87.23
Itarema,2003,1500.8,125.07
Jijoca de Jericoacoara,2003,1081.1,90.09
Senador Pompeu,2003,734.9,61.24
Novo Oriente,2003,822.1,68.51
Forquilha,2003,658.05,54.84
Uruburetama,2003,1222.6,101.88
Ipueiras,2003,810.3,67.52
Milagres,2003,791.6,65.97
Ibiapina,2003,1896.0,158.0
Araripe,2003,654.2,54.52
Solonópole,2003,707.4,58.95
Trairi,2003,2028.25,169.02
Eusébio,2003,1707.3,142.28
Santana do Acaraú,2003,1066.4,88.87
Milhã,2003,572.3,47.69
Itatira,2003,590.22,49.19
Mauriti,2003,714.05,59.5
Jaguaretama,2003,661.19,55.1
Fortaleza,2003,1844.22,153.68
Russas,2003,635.76,52.98
Sobral,2003,938.99,78.25
Aiuaba,2003,462.87,38.57
Independência,2003,647.44,53.95
Ibaretama,2003,912.25,76.02
Apuiarés,2003,753.1,62.76
Juazeiro do Norte,2003,1057.35,88.11
Coreaú,2003,1079.59,89.97
Uruoca,2003,1110.05,92.5
Santa Quitéria,2003,705.09,58.76
Iguatu,2003,845.71,70.48
Canindé,2003,790.79,65.9
Pindoretama,2003,1831.0,152.58
Caucaia,2003,1327.93,110.66
Redenção,2003,1433.4,119.45
Umari,2003,751.05,62.59
