Municipio,Ano,Total,Media
General Sampaio,2009,1278.69,106.56
Banabuiú,2009,1368.05,114.0
São João do Jaguaribe,2009,1032.7,86.06
Abaiara,2009,959.0,79.92
Umirim,2009,1223.0,101.92
Irauçuba,2009,1187.74,98.98
Guaiúba,2009,1826.25,152.19
Crateús,2009,1083.57,90.3
Palmácia,2009,2059.4,171.62
Beberibe,2009,1767.81,147.32
Mucambo,2009,1705.0,142.08
Martinópole,2009,1635.0,136.25
Jaguaribara,2009,1139.1,94.92
Tabuleiro do Norte,2009,1145.6,95.47
Acopiara,2009,848.09,70.67
Saboeiro,2009,687.4,57.28
Pacoti,2009,2134.9,177.91
Quixeramobim,2009,1055.27,87.94
Cariré,2009,2081.0,173.42
Alto Santo,2009,1059.19,88.27
Barro,2009,1045.49,87.12
Itaiçaba,2009,1546.65,128.89
Barroquinha,2009,1774.7,147.89
Crato,2009,1324.19,110.35
Moraújo,2009,1678.0,139.83
Itapiúna,2009,1049.32,87.44
Limoeiro do Norte,2009,1194.35,99.53
Catunda,2009,1552.0,129.33
Chorozinho,2009,1539.0,128.25
Madalena,2009,872.91,72.74
Acaraú,2009,2503.65,208.64
Várzea Alegre,2009,1093.5,91.12
Jardim,2009,917.0,76.42
Alcântaras,2009,1438.0,119.83
Pacajus,2009,1744.5,145.37
Ararendá,2009,1056.4,88.03
Paraipaba,2009,2051.3,170.94
Itapajé,2009,1451.4,120.95
Mulungu,2009,1556.0,129.67
Varjota,2009,1609.7,134.14
Porteiras,2009,914.4,76.2
Jaguaribe,2009,1214.23,101.19
Cruz,2009,1900.0,158.33
Quixeré,2009,1291.5,107.62
Fortim,2009,1881.2,156.77
Ibicuitinga,2009,1106.6,92.22
Reriutaba,2009,1511.5,125.96
Aratuba,2009,1881.7,156.81
Capistrano,2009,1119.0,93.25
Penaforte,2009,975.0,81.25
Boa Viagem,2009,1010.63,84.22
Antonina do Norte,2009,825.1,68.76
Tejuçuoca,2009,1041.3,86.77
Jucás,2009,1071.75,89.31
Arneiroz,2009,646.5,53.88
Cedro,2009,1313.4,109.45
Barbalha,2009,1244.0,103.67
Ipu,2009,1562.3,130.19
Cascavel,2009,1871.08,155.92
Assaré,2009,792.25,66.02
Guaramiranga,2009,2176.0,181.33
Tianguá,2009,1673.43,139.45
Parambu,2009,788.68,65.72
Baturité,2009,1412.6,117.72
Icapuí,2009,1400.39,116.7
Ipaumirim,2009,989.2,82.43
Aquiraz,2009,2156.15,179.68
Hidrolândia,2009,1436.82,119.74
Camocim,2009,2062.55,171.88
Pentecoste,2009,1230.39,102.53
Miraíma,2009,1327.4,110.62
Tamboril,2009,1134.18,94.52
Deputado Irapuan Pinheiro,2009,836.0,69.67
Morrinhos,2009,1730.8,144.23
Itarema,2009,2017.9,168.16
Jijoca de Jericoacoara,2009,2084.45,173.7
Senador Pompeu,2009,1091.5,90.96
Novo Oriente,2009,1011.0,84.25
Forquilha,2009,1859.2,154.93
Uruburetama,2009,1837.7,153.14
Ipueiras,2009,1231.12,102.59
Milagres,2009,974.4,81.2
Ibiapina,2009,2372.0,197.67
Araripe,2009,951.08,79.26
Solonópole,2009,1213.85,101.15
Trairi,2009,2034.8,169.57
Eusébio,2009,2264.0,188.67
Santana do Acaraú,2009,1418.0,118.17
Milhã,2009,1083.5,90.29
Itatira,2009,1033.12,86.09
Mauriti,2009,1069.48,89.12
Jaguaretama,2009,1053.5,87.79
Fortaleza,2009,2193.44,182.79
Russas,2009,1144.81,95.4
Sobral,2009,1274.18,106.18
Aiuaba,2009,655.33,54.61
Independência,2009,702.98,58.58
Ibaretama,2009,1178.18,98.18
Apuiarés,2009,1565.3,130.44
Juazeiro do Norte,2009,967.55,80.63
Coreaú,2009,1604.42,133.7
Uruoca,2009,1681.75,140.15
Santa Quitéria,2009,1287.97,107.33
Iguatu,2009,1337.81,111.48
Canindé,2009,1292.85,107.74
Pindoretama,2009,2447.0,203.92
Caucaia,2009,1488.04,124.0
Redenção,2009,1896.4,158.03
Umari,2009,845.8,70.48
