Municipio,Ano,Total,Media
Potiretama,2014,477.75,39.81
Itaitinga,2014,916.2,76.35
Altaneira,2014,910.4,75.87
Farias Brito,2014,1245.8,103.82
Jati,2014,654.25,54.52
Nova Olinda,2014,692.0,57.67
Quixadá,2014,455.97,38.0
Pereiro,2014,475.04,39.59
Groaíras,2014,546.65,45.55
Cariús,2014,877.88,73.16
Graça,2014,767.0,63.92
Choró,2014,668.1,55.67
Jaguaruana,2014,393.8,35.8
Viçosa do Ceará,2014,616.75,51.4
São Luís do Curu,2014,576.6,48.05
Baixio,2014,922.0,76.83
Piquet Carneiro,2014,642.9,53.58
Tururu,2014,419.5,34.96
Morada Nova,2014,499.97,41.66
Quixelô,2014,799.6,66.63
Nova Russas,2014,544.5,45.38
Acarape,2014,771.1,64.26
Aracati,2014,642.05,53.5
Orós,2014,570.35,47.53
Monsenhor Tabosa,2014,393.9,32.82
Itapipoca,2014,638.12,53.18
Mombaça,2014,423.7,35.31
Marco,2014,587.95,49.0
Pires Ferreira,2014,558.4,46.53
Catarina,2014,517.0,43.08
Ererê,2014,656.0,54.67
Guaraciaba do Norte,2014,751.5,62.62
Iracema,2014,649.85,54.15
Croatá,2014,332.0,27.67
Paramoti,2014,484.8,40.4
Ubajara,2014,563.55,46.96
Ipaporanga,2014,426.6,35.55
Carnaubal,2014,274.5,22.88
Massapê,2014,322.7,26.89
Chaval,2014,479.0,39.92
São Benedito,2014,920.4,83.67
Aracoiaba,2014,641.15,53.43
Potengi,2014,527.0,43.92
Granja,2014,732.19,61.02
Missão Velha,2014,974.32,81.19
Poranga,2014,337.0,28.08
Granjeiro,2014,1090.2,90.85
Senador Sá,2014,657.27,54.77
Icó,2014,801.3,66.77
Pedra Branca,2014,593.3,49.44
Tarrafas,2014,675.1,56.26
Maranguape,2014,713.13,59.43
Palhano,2014,372.8,31.07
Campos Sales,2014,478.1,39.84
Caridade,2014,454.35,37.86
São Gonçalo do Amarante,2014,839.59,69.97
Horizonte,2014,613.8,51.15
Paracuru,2014,754.1,62.84
Santana do Cariri,2014,717.8,59.82
Amontada,2014,520.39,43.37
Quiterianópolis,2014,351.55,29.3
Tauá,2014,323.11,26.93
Brejo Santo,2014,777.95,64.83
Lavras da Mangabeira,2014,1094.7,91.23
Ocara,2014,620.75,51.73
Caririaçu,2014,764.5,63.71
Aurora,2014,1004.85,83.74
Barreira,2014,623.0,62.3
Maracanaú,2014,963.4,80.28
Bela Cruz,2014,506.3,42.19
Meruoca,2014,695.8,69.58
Pacatuba,2014,877.35,73.11
Frecheirinha,2014,749.0,62.42
Pacujá,2014,743.3,61.94
Salitre,2014,523.4,43.62
General Sampaio,2014,456.2,38.02
Banabuiú,2014,585.7,48.81
São João do Jaguaribe,2014,471.6,39.3
Abaiara,2014,800.9,66.74
Umirim,2014,617.7,51.48
Irauçuba,2014,360.48,30.04
Guaiúba,2014,796.95,66.41
Crateús,2014,500.84,41.74
Palmácia,2014,951.1,79.26
