Municipio,Ano,Total,Media
Beberibe,2014,677.01,56.42
Mucambo,2014,638.0,79.75
Martinópole,2014,639.0,53.25
Jaguaribara,2014,545.4,45.45
Tabuleiro do Norte,2014,468.2,39.02
Acopiara,2014,860.19,71.68
Saboeiro,2014,409.65,34.14
Pacoti,2014,1142.4,95.2
Quixeramobim,2014,574.23,47.85
Cariré,2014,590.0,49.17
Alto Santo,2014,412.95,34.41
Barro,2014,798.94,66.58
Itaiçaba,2014,463.85,38.65
Barroquinha,2014,751.1,62.59
Crato,2014,1315.98,109.67
Moraújo,2014,743.4,61.95
Itapiúna,2014,485.9,40.49
Limoeiro do Norte,2014,414.32,34.53
Catunda,2014,403.0,33.58
Chorozinho,2014,375.0,31.25
Madalena,2014,501.28,41.77
Acaraú,2014,588.08,49.01
Várzea Alegre,2014,1053.7,87.81
Jardim,2014,663.4,55.28
Alcântaras,2014,407.7,33.98
Pacajus,2014,577.1,52.46
Ararendá,2014,637.6,53.13
Paraipaba,2014,787.0,65.58
Itapajé,2014,588.1,49.01
Mulungu,2014,788.5,65.71
Varjota,2014,429.7,35.81
Porteiras,2014,789.5,65.79
Jaguaribe,2014,555.64,46.3
Cruz,2014,571.1,47.59
Quixeré,2014,349.7,29.14
Fortim,2014,685.0,57.08
Ibicuitinga,2014,656.8,54.73
Reriutaba,2014,705.3,58.77
Aratuba,2014,919.5,76.62
Capistrano,2014,713.0,59.42
Penaforte,2014,635.5,52.96
Boa Viagem,2014,307.7,25.64
Antonina do Norte,2014,496.85,41.4
Tejuçuoca,2014,371.55,30.96
Jucás,2014,701.75,58.48
Arneiroz,2014,488.25,40.69
Cedro,2014,1010.75,84.23
Barbalha,2014,1209.1,100.76
Ipu,2014,465.65,38.8
Cascavel,2014,609.4,50.78
Assaré,2014,687.3,57.28
Guaramiranga,2014,1182.8,98.57
Tianguá,2014,606.62,50.55
Parambu,2014,424.12,35.34
Baturité,2014,892.7,74.39
Icapuí,2014,475.55,39.63
Ipaumirim,2014,1008.45,84.04
Aquiraz,2014,972.1,81.01
Hidrolândia,2014,523.05,43.59
Camocim,2014,745.15,62.1
Pentecoste,2014,448.28,37.36
Miraíma,2014,533.4,44.45
Tamboril,2014,459.24,38.27
Deputado Irapuan Pinheiro,2014,595.0,49.58
Morrinhos,2014,390.0,32.5
Itarema,2014,554.4,46.2
Jijoca de Jericoacoara,2014,550.8,45.9
Senador Pompeu,2014,503.2,41.93
Novo Oriente,2014,501.4,41.78
Forquilha,2014,494.35,41.2
Uruburetama,2014,590.7,65.63
Ipueiras,2014,574.3,47.86
Milagres,2014,754.4,62.87
Ibiapina,2014,1705.0,142.08
Araripe,2014,635.35,52.95
Solonópole,2014,584.6,48.72
Trairi,2014,720.25,60.02
Eusébio,2014,1161.0,96.75
Santana do Acaraú,2014,414.0,34.5
Milhã,2014,506.35,42.2
Itatira,2014,361.2,30.1
Mauriti,2014,491.92,40.99
Jaguaretama,2014,575.02,47.92
Fortaleza,2014,840.04,70.0
Russas,2014,438.94,36.58
Sobral,2014,498.76,41.56
Aiuaba,2014,392.24,32.69
Independência,2014,388.91,32.41
Ibaretama,2014,667.95,55.66
Apuiarés,2014,411.1,34.26
Juazeiro do Norte,2014,910.25,75.85
Coreaú,2014,517.75,43.15
Uruoca,2014,716.7,59.73
Santa Quitéria,2014,589.55,49.13
Iguatu,2014,815.0,67.92
Canindé,2014,408.09,34.01
Pindoretama,2014,905.1,75.42
Caucaia,2014,534.46,44.54
Redenção,2014,944.1,78.67
Umari,2014,484.92,40.41
