Municipio,Ano,Total,Media
Altaneira,1986,1032.7,86.06
Farias Brito,1986,1799.6,149.97
Jati,1986,721.7,60.14
Nova Olinda,1986,1063.2,88.6
Quixadá,1986,1088.4,90.7
Pereiro,1986,1475.6,122.97
Groaíras,1986,1031.0,85.92
Cariús,1986,0.0,
Graça,1986,0.0,
Jaguaruana,1986,988.2,82.35
Viçosa do Ceará,1986,2414.3,201.19
São Luís do Curu,1986,1237.6,103.13
Baixio,1986,1037.8,86.48
Piquet Carneiro,1986,987.2,82.27
Tururu,1986,1089.6,90.8
Morada Nova,1986,1097.2,91.43
Nova Russas,1986,1313.0,109.42
Acarape,1986,716.0,143.2
Aracati,1986,1509.5,125.79
Orós,1986,1244.1,103.67
Monsenhor Tabosa,1986,1119.5,93.29
Itapipoca,1986,1525.0,127.08
Mombaça,1986,1285.0,107.08
Marco,1986,1323.0,110.25
Catarina,1986,991.3,82.61
Guaraciaba do Norte,1986,1961.4,163.45
Iracema,1986,1178.5,98.21
Paramoti,1986,1188.0,99.0
Ubajara,1986,2448.1,204.01
Carnaubal,1986,856.4,71.37
Massapê,1986,1845.2,153.77
Chaval,1986,0.0,
São Benedito,1986,1922.9,160.24
Aracoiaba,1986,1359.4,113.28
Potengi,1986,932.8,77.73
Granja,1986,1347.4,112.28
Missão Velha,1986,1274.0,106.17
Poranga,1986,838.0,69.83
Granjeiro,1986,1251.5,104.29
Senador Sá,1986,0.0,
Icó,1986,948.7,79.06
Pedra Branca,1986,1267.2,105.6
Maranguape,1986,1808.2,150.68
Palhano,1986,1360.5,113.38
Campos Sales,1986,645.6,53.8
Caridade,1986,0.0,
São Gonçalo do Amarante,1986,2096.6,174.72
Paracuru,1986,1792.4,149.37
Santana do Cariri,1986,1060.9,88.41
Amontada,1986,0.0,
Tauá,1986,692.7,57.73
Brejo Santo,1986,835.4,69.62
Lavras da Mangabeira,1986,823.5,68.62
Caririaçu,1986,1491.0,124.25
Aurora,1986,714.0,59.5
Maracanaú,1986,2081.0,173.42
Bela Cruz,1986,1433.4,119.45
Meruoca,1986,2163.0,180.25
Pacatuba,1986,1381.5,115.12
Frecheirinha,1986,303.5,33.72
Pacujá,1986,1402.2,116.85
General Sampaio,1986,1296.4,108.03
São João do Jaguaribe,1986,1135.7,94.64
Abaiara,1986,1131.0,94.25
Irauçuba,1986,870.6,72.55
Guaiúba,1986,1232.6,102.72
Crateús,1986,1030.1,85.84
Palmácia,1986,2054.8,171.23
Beberibe,1986,1665.0,138.75
Mucambo,1986,2120.8,176.73
Martinópole,1986,1416.1,118.01
Jaguaribara,1986,1367.0,113.92
Tabuleiro do Norte,1986,1107.2,92.27
Acopiara,1986,1058.0,88.17
Saboeiro,1986,644.2,53.68
Pacoti,1986,2139.4,178.28
Quixeramobim,1986,1326.5,110.54
Cariré,1986,1105.0,92.08
Alto Santo,1986,890.4,74.2
Barro,1986,1119.8,93.32
Itaiçaba,1986,1096.8,91.4
Barroquinha,1986,0.0,
Crato,1986,1175.9,97.99
Moraújo,1986,0.0,
Itapiúna,1986,1004.8,83.73
Limoeiro do Norte,1986,1310.0,109.17
Acaraú,1986,1861.2,155.1
Várzea Alegre,1986,1382.5,115.21
Jardim,1986,801.0,66.75
Alcântaras,1986,0.0,0.0
Pacajus,1986,1238.0,103.17
Itapajé,1986,1559.5,129.96
Mulungu,1986,1745.1,145.42
Porteiras,1986,669.2,55.77
Jaguaribe,1986,1274.0,106.17
Quixeré,1986,1273.9,106.16
Reriutaba,1986,1183.0,98.58
Aratuba,1986,2218.3,184.86
Capistrano,1986,1281.0,106.75
Penaforte,1986,399.0,33.25
Boa Viagem,1986,973.0,81.08
Antonina do Norte,1986,980.4,81.7
Jucás,1986,1047.2,87.27
Arneiroz,1986,663.4,55.28
Cedro,1986,929.7,77.48
Barbalha,1986,1139.2,94.93
Ipu,1986,1367.0,113.92
Cascavel,1986,1822.4,151.87
Assaré,1986,1007.2,83.93
Guaramiranga,1986,2389.4,199.12
Tianguá,1986,1654.8,137.9
Parambu,1986,1114.0,92.83
Baturité,1986,1500.5,125.04
Ipaumirim,1986,1106.0,92.17
Aquiraz,1986,2209.5,184.12
Hidrolândia,1986,1127.8,93.98
Camocim,1986,1724.5,143.71
Pentecoste,1986,1218.3,101.52
Miraíma,1986,0.0,
Tamboril,1986,838.6,69.88
Deputado Irapuan Pinheiro,1986,1305.8,108.82
Morrinhos,1986,1206.3,100.52
Jijoca de Jericoacoara,1986,0.0,
Senador Pompeu,1986,798.7,66.56
Novo Oriente,1986,886.9,73.91
Forquilha,1986,1376.8,114.73
Uruburetama,1986,1848.4,154.03
Ipueiras,1986,1345.0,112.08
Milagres,1986,1160.8,96.73
Ibiapina,1986,2052.0,171.0
Araripe,1986,777.4,64.78
Solonópole,1986,1174.9,97.91
Trairi,1986,1223.0,101.92
Santana do Acaraú,1986,1356.9,113.08
Milhã,1986,1035.5,86.29
Itatira,1986,888.9,74.08
Mauriti,1986,910.8,75.9
Jaguaretama,1986,1343.6,111.97
Fortaleza,1986,2324.65,193.72
Russas,1986,1419.9,118.33
Sobral,1986,1567.4,130.62
Aiuaba,1986,823.2,68.6
Independência,1986,708.0,59.0
Apuiarés,1986,1130.5,94.21
Juazeiro do Norte,1986,1188.8,99.07
Coreaú,1986,1960.5,163.38
Uruoca,1986,1138.0,94.83
Santa Quitéria,1986,1334.3,111.19
Iguatu,1986,962.3,80.19
Canindé,1986,787.4,65.62
Caucaia,1986,1995.4,166.28
Redenção,1986,1711.5,142.62
Umari,1986,875.4,72.95
