Municipio,Ano,Total,Media
Nova Olinda,1974,1572.0,131.0
Quixadá,1974,1495.25,124.6
Jaguaruana,1974,1426.8,118.9
Viçosa do Ceará,1974,2164.1,180.34
São Luís do Curu,1974,1362.0,113.5
Baixio,1974,1029.0,85.75
Piquet Carneiro,1974,1297.4,108.12
Morada Nova,1974,1225.0,102.08
Nova Russas,1974,1636.0,136.33
Aracati,1974,1485.9,123.83
Monsenhor Tabosa,1974,1619.6,134.97
Itapipoca,1974,2130.0,177.5
Mombaça,1974,1460.0,121.67
Guaraciaba do Norte,1974,1809.9,150.82
Iracema,1974,1360.6,113.38
Ubajara,1974,2398.7,199.89
Massapê,1974,1561.0,130.08
São Benedito,1974,2419.0,201.58
Aracoiaba,1974,1525.0,127.08
Potengi,1974,1274.8,106.23
Granja,1974,1732.2,144.35
Missão Velha,1974,1371.0,114.25
Senador Sá,1974,2340.0,195.0
Icó,1974,1142.6,95.22
Pedra Branca,1974,1521.4,126.78
Maranguape,1974,2311.7,192.64
Campos Sales,1974,987.6,82.3
São Gonçalo do Amarante,1974,2065.75,172.15
Tauá,1974,1058.6,88.22
Brejo Santo,1974,1600.2,133.35
Lavras da Mangabeira,1974,1352.0,112.67
Caririaçu,1974,1614.5,134.54
Aurora,1974,1037.0,86.42
Maracanaú,1974,2262.3,188.53
São João do Jaguaribe,1974,1352.8,112.73
Guaiúba,1974,1790.2,149.18
Crateús,1974,1162.2,96.85
Mucambo,1974,1664.4,138.7
Martinópole,1974,1855.0,154.58
Tabuleiro do Norte,1974,1243.2,103.6
Acopiara,1974,1226.0,102.17
Pacoti,1974,2442.1,203.51
Quixeramobim,1974,1272.35,106.03
Cariré,1974,1723.0,143.58
Barro,1974,1387.0,115.58
Itaiçaba,1974,0.0,0.0
Crato,1974,1543.0,128.58
Itapiúna,1974,1573.0,131.08
Limoeiro do Norte,1974,1131.1,94.26
Acaraú,1974,2460.3,205.03
Várzea Alegre,1974,1553.7,129.48
Pacajus,1974,2060.0,171.67
Itapajé,1974,1337.0,111.42
Mulungu,1974,2107.3,175.61
Jaguaribe,1974,1152.6,96.05
Reriutaba,1974,1809.5,150.79
Aratuba,1974,2480.0,206.67
Capistrano,1974,1561.0,130.08
Boa Viagem,1974,1067.7,88.98
Cedro,1974,1184.0,98.67
Barbalha,1974,1461.0,121.75
Ipu,1974,1525.3,127.11
Assaré,1974,1172.9,97.74
Guaramiranga,1974,2399.3,199.94
Tianguá,1974,2069.8,172.48
Baturité,1974,1252.4,104.37
Camocim,1974,2117.5,176.46
Pentecoste,1974,1877.0,156.42
Miraíma,1974,539.0,59.89
Deputado Irapuan Pinheiro,1974,1436.9,119.74
Senador Pompeu,1974,1094.0,91.17
Novo Oriente,1974,1425.5,118.79
Uruburetama,1974,2002.0,166.83
Ipueiras,1974,993.8,82.82
Milagres,1974,1183.7,98.64
Ibiapina,1974,2835.3,236.27
Solonópole,1974,1244.0,103.67
Santana do Acaraú,1974,1916.8,159.73
Milhã,1974,1382.1,115.18
Itatira,1974,1284.9,107.08
Mauriti,1974,1092.1,91.01
Jaguaretama,1974,1235.5,102.96
Fortaleza,1974,2751.3,229.28
Russas,1974,583.4,48.62
Sobral,1974,1443.0,120.25
Independência,1974,1145.3,95.44
Juazeiro do Norte,1974,1030.0,85.83
Uruoca,1974,1903.2,158.6
Santa Quitéria,1974,1628.0,135.67
Iguatu,1974,1359.0,113.25
Canindé,1974,1268.3,105.69
Caucaia,1974,1824.0,152.0
