Municipio,Ano,Total,Media
Potiretama,1991,597.1,49.76
Itaitinga,1991,934.8,77.9
Altaneira,1991,625.2,52.1
Farias Brito,1991,704.8,58.73
Jati,1991,518.4,43.2
Nova Olinda,1991,919.2,76.6
Quixadá,1991,399.56,33.3
Pereiro,1991,879.5,73.29
Groaíras,1991,676.9,56.41
Cariús,1991,460.15,38.35
Graça,1991,613.5,51.12
Choró,1991,445.1,37.09
Jaguaruana,1991,375.1,31.26
Viçosa do Ceará,1991,1062.1,88.51
São Luís do Curu,1991,984.8,82.07
Baixio,1991,740.0,61.67
Piquet Carneiro,1991,535.3,44.61
Tururu,1991,597.0,49.75
Morada Nova,1991,543.4,45.28
Quixelô,1991,644.6,53.72
Nova Russas,1991,699.0,58.25
Acarape,1991,996.9,83.08
Aracati,1991,656.1,54.67
Orós,1991,755.0,62.92
Monsenhor Tabosa,1991,762.8,63.57
Itapipoca,1991,1270.15,105.85
Mombaça,1991,482.0,40.17
Marco,1991,803.9,66.99
Pires Ferreira,1991,407.5,33.96
Catarina,1991,424.6,35.38
Ererê,1991,809.0,67.42
Guaraciaba do Norte,1991,1301.4,108.45
Iracema,1991,743.2,61.93
Croatá,1991,434.6,36.22
Paramoti,1991,450.4,37.53
Ubajara,1991,1310.7,109.23
Ipaporanga,1991,634.5,52.88
Carnaubal,1991,485.8,40.48
Massapê,1991,872.4,72.7
Chaval,1991,1062.3,88.52
São Benedito,1991,887.3,73.94
Aracoiaba,1991,678.3,56.52
Potengi,1991,606.3,50.52
Granja,1991,905.2,75.43
Missão Velha,1991,963.25,80.27
Poranga,1991,394.0,32.83
Granjeiro,1991,799.3,66.61
Senador Sá,1991,753.6,62.8
Icó,1991,485.94,40.49
Pedra Branca,1991,682.85,56.9
Tarrafas,1991,454.1,37.84
Maranguape,1991,632.42,52.7
Palhano,1991,577.2,48.1
Campos Sales,1991,380.6,31.72
Caridade,1991,724.9,60.41
São Gonçalo do Amarante,1991,1053.3,87.77
Horizonte,1991,1586.2,132.18
Paracuru,1991,1012.8,84.4
Santana do Cariri,1991,704.6,58.72
Amontada,1991,664.3,55.36
Quiterianópolis,1991,766.4,63.87
Tauá,1991,372.75,31.06
