Municipio,Ano,Total,Media
Potiretama,2005,614.8,51.23
Itaitinga,2005,862.0,71.83
Altaneira,2005,584.0,48.67
Farias Brito,2005,565.2,47.1
Jati,2005,746.0,62.17
Nova Olinda,2005,638.0,53.17
Quixadá,2005,424.9,35.41
Pereiro,2005,448.08,37.34
Groaíras,2005,515.0,42.92
Cariús,2005,511.58,42.63
Graça,2005,834.0,69.5
Choró,2005,600.9,50.08
Jaguaruana,2005,446.95,37.25
Viçosa do Ceará,2005,648.2,54.02
São Luís do Curu,2005,572.0,47.67
Baixio,2005,719.6,59.97
Piquet Carneiro,2005,734.0,61.17
Tururu,2005,635.0,52.92
Morada Nova,2005,568.38,47.37
Quixelô,2005,497.15,41.43
Nova Russas,2005,594.25,49.52
Acarape,2005,944.0,78.67
Aracati,2005,445.72,37.14
Orós,2005,558.3,46.53
Monsenhor Tabosa,2005,523.65,43.64
Itapipoca,2005,767.54,63.96
Mombaça,2005,599.25,49.94
Marco,2005,620.9,51.74
Pires Ferreira,2005,658.7,54.89
Catarina,2005,465.3,38.77
Ererê,2005,555.95,46.33
Guaraciaba do Norte,2005,931.72,77.64
Iracema,2005,583.05,48.59
Croatá,2005,517.45,43.12
Paramoti,2005,493.05,41.09
Ubajara,2005,845.8,70.48
Ipaporanga,2005,516.7,43.06
Carnaubal,2005,429.4,35.78
Massapê,2005,676.4,56.37
Chaval,2005,626.9,52.24
São Benedito,2005,647.85,53.99
Aracoiaba,2005,756.35,63.03
Potengi,2005,482.0,40.17
Granja,2005,924.33,77.03
Missão Velha,2005,775.84,64.65
Poranga,2005,679.0,56.58
Granjeiro,2005,764.3,63.69
Senador Sá,2005,581.25,48.44
Icó,2005,673.46,56.12
Pedra Branca,2005,901.25,75.1
Tarrafas,2005,588.2,49.02
Maranguape,2005,663.43,55.29
Palhano,2005,516.0,43.0
Campos Sales,2005,460.0,38.33
Caridade,2005,471.7,39.31
São Gonçalo do Amarante,2005,817.0,68.08
Horizonte,2005,555.9,46.32
Paracuru,2005,973.4,81.12
Santana do Cariri,2005,662.3,55.19
Amontada,2005,620.39,51.7
Quiterianópolis,2005,627.14,52.26
Tauá,2005,439.69,36.64
Brejo Santo,2005,731.58,60.96
Lavras da Mangabeira,2005,720.99,60.08
Ocara,2005,653.42,54.45
Caririaçu,2005,643.0,53.58
Aurora,2005,554.3,46.19
Barreira,2005,898.15,74.85
Maracanaú,2005,748.0,62.33
Bela Cruz,2005,623.95,52.0
Meruoca,2005,754.8,62.9
Pacatuba,2005,781.4,65.12
Frecheirinha,2005,794.0,66.17
Pacujá,2005,667.2,55.6
Salitre,2005,749.0,62.42
General Sampaio,2005,440.6,36.72
Banabuiú,2005,507.02,42.25
São João do Jaguaribe,2005,437.45,36.45
Abaiara,2005,768.5,64.04
Umirim,2005,579.6,48.3
Irauçuba,2005,326.98,27.25
Guaiúba,2005,706.1,58.84
Crateús,2005,625.47,52.12
Palmácia,2005,1137.2,94.77
Beberibe,2005,644.01,53.67
Mucambo,2005,823.0,68.58
Martinópole,2005,616.0,51.33
Jaguaribara,2005,397.4,33.12
Tabuleiro do Norte,2005,409.5,34.12
Acopiara,2005,401.02,33.42
Saboeiro,2005,414.9,34.57
Pacoti,2005,1308.1,109.01
Quixeramobim,2005,592.28,49.36
Cariré,2005,684.0,57.0
Alto Santo,2005,455.3,37.94
Barro,2005,583.2,48.6
Itaiçaba,2005,459.95,38.33
Barroquinha,2005,731.7,60.98
Crato,2005,978.54,81.54
Moraújo,2005,788.0,65.67
Itapiúna,2005,643.28,53.61
Limoeiro do Norte,2005,677.05,56.42
Catunda,2005,595.0,49.58
Chorozinho,2005,717.25,59.77
Madalena,2005,431.03,35.92
Acaraú,2005,650.28,54.19
Várzea Alegre,2005,746.8,62.23
Jardim,2005,924.45,77.04
Alcântaras,2005,781.2,65.1
Pacajus,2005,675.85,56.32
Ararendá,2005,639.6,53.3
Paraipaba,2005,1046.8,87.23
Itapajé,2005,634.3,52.86
Mulungu,2005,889.9,74.16
Varjota,2005,682.0,56.83
Porteiras,2005,718.5,59.88
Jaguaribe,2005,473.81,39.48
Cruz,2005,487.6,40.63
Quixeré,2005,691.4,57.62
Fortim,2005,442.8,36.9
Ibicuitinga,2005,523.6,43.63
Reriutaba,2005,608.1,50.68
Aratuba,2005,1118.3,93.19
Capistrano,2005,783.0,65.25
Penaforte,2005,328.5,27.38
Boa Viagem,2005,567.39,47.28
Antonina do Norte,2005,464.7,38.72
Tejuçuoca,2005,438.02,36.5
Jucás,2005,515.38,42.95
Arneiroz,2005,385.8,32.15
Cedro,2005,630.7,52.56
Barbalha,2005,1093.3,91.11
Ipu,2005,859.75,71.65
Cascavel,2005,786.15,65.51
Assaré,2005,589.2,49.1
Guaramiranga,2005,1421.9,118.49
