Municipio,Ano,Total,Media
Potiretama,1990,303.2,25.27
Itaitinga,1990,457.6,38.13
Altaneira,1990,726.3,60.52
Farias Brito,1990,724.25,60.35
Jati,1990,389.2,32.43
Nova Olinda,1990,732.5,61.04
Quixadá,1990,273.8,22.82
Pereiro,1990,624.5,52.04
Groaíras,1990,576.0,48.0
Cariús,1990,583.8,48.65
Graça,1990,771.0,64.25
Choró,1990,397.8,33.15
Jaguaruana,1990,396.6,33.05
Viçosa do Ceará,1990,1015.35,84.61
São Luís do Curu,1990,578.0,48.17
Baixio,1990,553.2,46.1
Piquet Carneiro,1990,302.05,25.17
Tururu,1990,344.5,28.71
Morada Nova,1990,288.5,24.04
Quixelô,1990,562.9,46.91
Nova Russas,1990,463.5,38.62
Acarape,1990,491.9,40.99
Aracati,1990,430.8,35.9
Orós,1990,376.15,31.35
Monsenhor Tabosa,1990,593.9,49.49
Itapipoca,1990,677.61,56.47
Mombaça,1990,815.6,67.97
Marco,1990,634.4,52.87
Pires Ferreira,1990,473.1,39.43
Catarina,1990,537.5,44.79
Ererê,1990,425.0,35.42
Guaraciaba do Norte,1990,1000.4,83.37
Iracema,1990,364.5,30.38
Croatá,1990,367.0,30.58
Paramoti,1990,500.4,41.7
Ubajara,1990,1108.3,92.36
Ipaporanga,1990,478.8,39.9
Carnaubal,1990,457.0,38.08
Massapê,1990,728.9,60.74
Chaval,1990,698.7,58.22
São Benedito,1990,1245.4,103.78
Aracoiaba,1990,570.7,47.56
Potengi,1990,393.4,32.78
Granja,1990,808.8,67.4
Missão Velha,1990,863.6,71.97
Poranga,1990,328.0,27.33
Granjeiro,1990,902.2,75.18
Senador Sá,1990,626.1,52.18
Icó,1990,374.42,31.2
Pedra Branca,1990,516.75,43.06
Tarrafas,1990,529.8,44.15
Maranguape,1990,431.15,35.93
Palhano,1990,553.0,46.08
Campos Sales,1990,441.0,36.75
Caridade,1990,333.4,27.78
São Gonçalo do Amarante,1990,542.1,45.17
Horizonte,1990,387.0,32.25
Paracuru,1990,685.7,57.14
Santana do Cariri,1990,646.1,53.84
Amontada,1990,491.4,40.95
Quiterianópolis,1990,406.9,33.91
Tauá,1990,263.6,21.97
Brejo Santo,1990,691.0,57.58
Lavras da Mangabeira,1990,579.24,48.27
Ocara,1990,499.5,41.62
Caririaçu,1990,810.5,67.54
Aurora,1990,720.35,60.03
Barreira,1990,430.0,35.83
Maracanaú,1990,728.0,60.67
Bela Cruz,1990,578.0,48.17
Meruoca,1990,1013.0,84.42
Pacatuba,1990,750.3,62.53
Frecheirinha,1990,922.2,76.85
Pacujá,1990,677.4,56.45
Salitre,1990,353.5,29.46
General Sampaio,1990,428.8,35.73
Banabuiú,1990,532.0,44.33
São João do Jaguaribe,1990,338.3,28.19
Abaiara,1990,749.1,62.43
Umirim,1990,567.5,47.29
Irauçuba,1990,322.5,26.88
Guaiúba,1990,505.4,42.12
Crateús,1990,450.88,37.57
Palmácia,1990,823.7,68.64
Beberibe,1990,506.8,42.23
Mucambo,1990,867.0,72.25
Martinópole,1990,654.2,54.52
Jaguaribara,1990,479.6,39.97
Tabuleiro do Norte,1990,339.8,28.32
Acopiara,1990,460.5,38.38
