Municipio,Ano,Total,Media
Altaneira,1984,757.6,63.13
Farias Brito,1984,1059.1,88.26
Jati,1984,671.1,55.93
Nova Olinda,1984,1118.6,93.22
Quixadá,1984,954.5,79.54
Pereiro,1984,1486.5,123.88
Groaíras,1984,953.3,79.44
Cariús,1984,898.0,74.83
Graça,1984,1363.4,113.62
Jaguaruana,1984,1208.6,100.72
Viçosa do Ceará,1984,1969.3,164.11
São Luís do Curu,1984,986.7,82.23
Baixio,1984,804.0,67.0
Piquet Carneiro,1984,823.6,68.63
Tururu,1984,941.0,78.42
Morada Nova,1984,1132.4,94.37
Nova Russas,1984,914.6,76.22
Acarape,1984,1118.8,93.23
Aracati,1984,1483.8,123.65
Orós,1984,891.0,74.25
Monsenhor Tabosa,1984,809.2,67.43
Itapipoca,1984,1303.0,108.58
Mombaça,1984,877.5,73.12
Marco,1984,1333.6,111.13
Catarina,1984,762.7,63.56
Guaraciaba do Norte,1984,1536.4,128.03
Iracema,1984,1221.7,101.81
Paramoti,1984,1041.4,86.78
Ubajara,1984,1837.8,153.15
Carnaubal,1984,939.9,78.33
Massapê,1984,1092.9,91.08
Chaval,1984,0.0,
São Benedito,1984,1790.3,149.19
Aracoiaba,1984,1049.2,87.43
Potengi,1984,623.0,51.92
Granja,1984,1545.8,128.82
Missão Velha,1984,1154.8,96.23
Poranga,1984,274.0,68.5
Granjeiro,1984,993.3,82.77
Senador Sá,1984,761.5,190.38
Icó,1984,638.2,53.18
Pedra Branca,1984,877.5,73.12
Maranguape,1984,1430.0,119.17
Palhano,1984,1181.2,98.43
Campos Sales,1984,605.2,50.43
Caridade,1984,0.0,
São Gonçalo do Amarante,1984,1101.9,91.83
Paracuru,1984,1464.1,122.01
Santana do Cariri,1984,897.1,74.76
Amontada,1984,0.0,
Tauá,1984,571.9,47.66
Brejo Santo,1984,867.8,72.32
Lavras da Mangabeira,1984,794.4,66.2
Caririaçu,1984,1053.0,87.75
Aurora,1984,752.0,62.67
Maracanaú,1984,1479.4,123.28
Bela Cruz,1984,1272.9,106.08
Meruoca,1984,2046.0,170.5
Pacatuba,1984,1413.1,117.76
Frecheirinha,1984,1373.2,114.43
Pacujá,1984,1027.0,85.58
General Sampaio,1984,963.5,80.29
São João do Jaguaribe,1984,1141.2,95.1
Abaiara,1984,794.2,66.18
Irauçuba,1984,706.3,58.86
Guaiúba,1984,889.8,74.15
Crateús,1984,884.9,73.74
Palmácia,1984,1752.8,146.07
Beberibe,1984,1675.8,139.65
Mucambo,1984,897.0,74.75
Martinópole,1984,1294.7,107.89
Jaguaribara,1984,1114.1,92.84
Tabuleiro do Norte,1984,1062.9,88.57
Acopiara,1984,616.4,51.37
Saboeiro,1984,987.3,82.27
Pacoti,1984,1823.8,151.98
Quixeramobim,1984,1096.2,91.35
Cariré,1984,1006.0,83.83
Alto Santo,1984,1090.2,90.85
Barro,1984,879.3,73.28
Itaiçaba,1984,838.6,69.88
Barroquinha,1984,0.0,
Crato,1984,1230.0,102.5
Moraújo,1984,1297.9,108.16
Itapiúna,1984,1089.4,90.78
Limoeiro do Norte,1984,1289.1,107.42
Acaraú,1984,1295.4,107.95
Várzea Alegre,1984,975.5,81.29
Jardim,1984,976.0,81.33
Alcântaras,1984,626.4,62.64
Pacajus,1984,1331.2,110.93
Itapajé,1984,1072.1,89.34
Mulungu,1984,1385.1,115.43
Porteiras,1984,694.1,57.84
Jaguaribe,1984,1125.3,93.77
Quixeré,1984,859.0,71.58
Reriutaba,1984,1144.0,95.33
Aratuba,1984,1379.5,114.96
Capistrano,1984,1193.1,99.42
Penaforte,1984,454.0,37.83
Boa Viagem,1984,910.6,75.88
Antonina do Norte,1984,790.5,65.88
Jucás,1984,1036.7,86.39
Arneiroz,1984,680.8,56.73
Cedro,1984,876.6,73.05
Barbalha,1984,1091.9,90.99
Ipu,1984,1413.0,117.75
Cascavel,1984,950.0,79.17
Assaré,1984,702.0,58.5
Guaramiranga,1984,1798.1,149.84
Tianguá,1984,1398.2,116.52
Parambu,1984,922.6,76.88
Baturité,1984,1005.6,83.8
Ipaumirim,1984,869.5,72.46
Aquiraz,1984,2050.0,170.83
Hidrolândia,1984,1113.5,92.79
Camocim,1984,1946.7,162.22
Pentecoste,1984,859.7,71.64
Miraíma,1984,939.8,78.32
Tamboril,1984,778.7,64.89
Deputado Irapuan Pinheiro,1984,1305.3,108.77
Morrinhos,1984,888.3,74.02
Jijoca de Jericoacoara,1984,0.0,0.0
Senador Pompeu,1984,994.6,82.88
Novo Oriente,1984,710.2,59.18
Forquilha,1984,990.0,82.5
Uruburetama,1984,1289.7,107.47
Ipueiras,1984,863.0,71.92
Milagres,1984,744.1,62.01
Ibiapina,1984,2041.0,170.08
Araripe,1984,802.1,66.84
Solonópole,1984,844.0,70.33
Trairi,1984,1512.5,126.04
Santana do Acaraú,1984,1024.2,85.35
Milhã,1984,1061.8,88.48
Itatira,1984,1010.1,84.17
Mauriti,1984,612.6,51.05
Jaguaretama,1984,1576.3,131.36
Fortaleza,1984,2029.3,169.11
Russas,1984,950.7,79.22
Sobral,1984,1291.8,107.65
Aiuaba,1984,680.4,56.7
Independência,1984,930.7,77.56
Apuiarés,1984,1044.0,87.0
Juazeiro do Norte,1984,953.0,79.42
Coreaú,1984,1675.0,139.58
Uruoca,1984,1285.6,107.13
Santa Quitéria,1984,852.3,71.03
Iguatu,1984,905.0,75.42
Canindé,1984,684.3,57.02
Caucaia,1984,1562.0,130.17
Redenção,1984,1343.7,111.97
Umari,1984,784.8,65.4
