Municipio,Ano,Total,Media
Nova Olinda,1978,1051.0,87.58
Quixadá,1978,464.0,38.67
Cariús,1978,60.0,30.0
Jaguaruana,1978,703.2,58.6
Viçosa do Ceará,1978,1268.7,105.72
São Luís do Curu,1978,538.9,44.91
Baixio,1978,595.0,49.58
Piquet Carneiro,1978,784.6,65.38
Morada Nova,1978,843.2,70.27
Nova Russas,1978,727.0,60.58
Aracati,1978,824.2,68.68
Orós,1978,974.2,81.18
Monsenhor Tabosa,1978,590.0,49.17
Itapipoca,1978,933.6,77.8
Mombaça,1978,568.4,47.37
Guaraciaba do Norte,1978,932.9,77.74
Iracema,1978,653.7,54.47
Ubajara,1978,1197.1,99.76
Carnaubal,1978,538.7,44.89
Massapê,1978,774.2,64.52
São Benedito,1978,1012.2,84.35
Aracoiaba,1978,728.0,60.67
Potengi,1978,638.1,53.17
Granja,1978,622.3,51.86
Missão Velha,1978,1230.0,102.5
Senador Sá,1978,0.0,
Icó,1978,619.3,51.61
Pedra Branca,1978,916.0,76.33
Maranguape,1978,1023.4,85.28
Campos Sales,1978,485.2,40.43
São Gonçalo do Amarante,1978,1000.65,83.39
Paracuru,1978,783.1,65.26
Tauá,1978,428.0,35.67
Brejo Santo,1978,1067.3,88.94
Lavras da Mangabeira,1978,1214.4,101.2
Caririaçu,1978,1092.5,91.04
Aurora,1978,1028.0,85.67
Maracanaú,1978,1153.0,96.08
General Sampaio,1978,0.0,
São João do Jaguaribe,1978,572.5,47.71
Guaiúba,1978,970.0,80.83
Crateús,1978,700.6,58.38
Mucambo,1978,969.8,80.82
Martinópole,1978,670.8,55.9
Tabuleiro do Norte,1978,874.0,72.83
Acopiara,1978,799.0,66.58
Saboeiro,1978,464.1,38.68
Pacoti,1978,1248.6,104.05
Quixeramobim,1978,713.4,59.45
Cariré,1978,1479.2,123.27
Barro,1978,738.2,61.52
Itaiçaba,1978,0.0,
Crato,1978,1071.2,89.27
Itapiúna,1978,499.6,41.63
Limoeiro do Norte,1978,914.0,76.17
Acaraú,1978,1200.0,100.0
Várzea Alegre,1978,1232.8,102.73
Pacajus,1978,707.3,58.94
Itapajé,1978,577.9,48.16
Mulungu,1978,839.0,69.92
Jaguaribe,1978,600.2,50.02
Reriutaba,1978,1632.5,136.04
Aratuba,1978,663.5,55.29
Capistrano,1978,712.0,59.33
Boa Viagem,1978,548.3,45.69
Antonina do Norte,1978,712.8,59.4
Jucás,1978,735.8,61.32
Cedro,1978,1040.4,86.7
Barbalha,1978,1168.0,97.33
Ipu,1978,1242.0,103.5
Cascavel,1978,1167.9,97.32
Assaré,1978,575.0,47.92
Guaramiranga,1978,1550.0,129.17
Tianguá,1978,1149.9,95.83
Parambu,1978,266.0,22.17
Baturité,1978,1074.9,89.58
Ipaumirim,1978,936.0,78.0
Camocim,1978,0.0,
Pentecoste,1978,628.5,52.38
Miraíma,1978,819.0,68.25
Deputado Irapuan Pinheiro,1978,753.2,62.77
Senador Pompeu,1978,867.3,72.27
Novo Oriente,1978,748.7,62.39
Uruburetama,1978,988.2,82.35
Ipueiras,1978,566.0,47.17
Milagres,1978,1028.4,85.7
Ibiapina,1978,967.0,80.58
Solonópole,1978,912.6,76.05
Trairi,1978,760.0,63.33
Santana do Acaraú,1978,692.7,57.72
Milhã,1978,857.3,71.44
Itatira,1978,744.9,62.07
Mauriti,1978,807.8,67.32
Jaguaretama,1978,719.6,59.97
Fortaleza,1978,1557.1,129.76
Russas,1978,650.2,54.18
Sobral,1978,686.0,57.17
Aiuaba,1978,316.6,26.38
Independência,1978,335.6,27.97
Juazeiro do Norte,1978,1090.0,90.83
Coreaú,1978,789.0,65.75
Uruoca,1978,583.5,48.62
Santa Quitéria,1978,782.9,65.24
Iguatu,1978,1086.0,90.5
Canindé,1978,722.5,60.21
Caucaia,1978,1015.0,84.58
Redenção,1978,1038.0,86.5
