Municipio,Ano,Total,Media
Potiretama,2017,596.5,49.71
Itaitinga,2017,1396.18,116.35
Altaneira,2017,891.6,74.3
Farias Brito,2017,659.3,54.94
Jati,2017,548.9,45.74
Nova Olinda,2017,485.0,40.42
Quixadá,2017,744.61,62.05
Pereiro,2017,653.98,54.5
Groaíras,2017,880.15,73.35
Cariús,2017,667.5,55.62
Graça,2017,1085.0,90.42
Choró,2017,776.8,64.73
Jaguaruana,2017,785.8,65.48
Viçosa do Ceará,2017,983.44,81.95
São Luís do Curu,2017,767.0,63.92
Baixio,2017,775.0,70.45
Piquet Carneiro,2017,489.45,40.79
Tururu,2017,429.1,42.91
Morada Nova,2017,731.04,60.92
Quixelô,2017,654.35,54.53
Nova Russas,2017,788.5,65.71
Acarape,2017,1323.0,110.25
Aracati,2017,703.05,58.59
Orós,2017,533.35,44.45
Monsenhor Tabosa,2017,409.0,34.08
Itapipoca,2017,1153.96,96.16
Mombaça,2017,645.48,53.79
Marco,2017,853.05,71.09
Pires Ferreira,2017,1238.0,103.17
Catarina,2017,341.4,28.45
Ererê,2017,761.6,63.47
Guaraciaba do Norte,2017,897.2,74.77
Iracema,2017,681.93,56.83
Croatá,2017,245.95,20.5
Paramoti,2017,587.9,48.99
Ubajara,2017,913.9,76.16
Ipaporanga,2017,416.6,34.72
Carnaubal,2017,265.8,22.15
Massapê,2017,1052.6,87.72
Chaval,2017,1096.0,91.33
São Benedito,2017,683.2,56.93
Aracoiaba,2017,838.8,69.9
Potengi,2017,496.0,41.33
Granja,2017,1187.03,98.92
Missão Velha,2017,883.58,73.63
Poranga,2017,545.0,45.42
Granjeiro,2017,683.45,56.95
Senador Sá,2017,868.78,72.4
Icó,2017,595.19,49.6
Pedra Branca,2017,487.26,40.61
Tarrafas,2017,652.0,54.33
Maranguape,2017,1205.52,100.46
Palhano,2017,427.55,35.63
Campos Sales,2017,359.85,29.99
Caridade,2017,644.85,53.74
São Gonçalo do Amarante,2017,1382.18,115.18
Horizonte,2017,1228.5,102.38
Paracuru,2017,1194.23,99.52
Santana do Cariri,2017,515.9,42.99
Amontada,2017,1103.75,91.98
Quiterianópolis,2017,364.38,30.36
Tauá,2017,270.59,22.55
Brejo Santo,2017,645.85,53.82
Lavras da Mangabeira,2017,1019.02,84.92
Ocara,2017,782.92,65.24
Caririaçu,2017,682.0,56.83
Aurora,2017,893.78,74.48
Barreira,2017,1174.6,97.88
Maracanaú,2017,1454.82,121.24
Bela Cruz,2017,924.1,77.01
Meruoca,2017,1170.7,97.56
Pacatuba,2017,1453.2,121.1
Frecheirinha,2017,828.0,69.0
Pacujá,2017,982.1,81.84
Salitre,2017,395.75,32.98
General Sampaio,2017,790.6,65.88
Banabuiú,2017,653.6,54.47
São João do Jaguaribe,2017,403.9,33.66
Abaiara,2017,949.0,79.08
Umirim,2017,668.1,55.68
Irauçuba,2017,447.8,37.32
Guaiúba,2017,1235.0,102.92
Crateús,2017,438.7,36.56
Palmácia,2017,1170.6,97.55
Beberibe,2017,917.38,76.45
Mucambo,2017,909.0,75.75
Martinópole,2017,1142.5,95.21
Jaguaribara,2017,520.7,43.39
Tabuleiro do Norte,2017,570.8,47.57
Acopiara,2017,454.98,37.91
Saboeiro,2017,150.0,12.5
Pacoti,2017,1356.0,113.0
Quixeramobim,2017,693.33,57.78
Cariré,2017,808.25,67.35
Alto Santo,2017,635.9,52.99
Barro,2017,848.35,70.7
Itaiçaba,2017,840.5,70.04
Barroquinha,2017,1359.9,113.32
Crato,2017,912.55,76.05
Moraújo,2017,1378.0,114.83
Itapiúna,2017,815.95,68.0
Limoeiro do Norte,2017,748.6,62.38
Catunda,2017,527.1,43.93
Chorozinho,2017,929.0,77.42
Madalena,2017,475.68,39.64
Acaraú,2017,1089.42,90.79
Várzea Alegre,2017,744.35,62.03
Jardim,2017,190.0,15.83
Alcântaras,2017,767.5,63.96
Pacajus,2017,998.8,83.23
Ararendá,2017,715.65,59.64
Paraipaba,2017,1581.1,131.76
Itapajé,2017,1022.02,85.17
Mulungu,2017,806.0,67.17
Varjota,2017,687.3,57.27
Porteiras,2017,794.1,66.17
Jaguaribe,2017,566.2,47.18
Cruz,2017,835.7,69.64
Quixeré,2017,691.4,57.62
Fortim,2017,956.0,79.67
Ibicuitinga,2017,684.6,57.05
Reriutaba,2017,973.7,81.14
Aratuba,2017,970.1,80.84
Capistrano,2017,957.0,79.75
Penaforte,2017,451.5,37.62
Boa Viagem,2017,540.99,45.08
Antonina do Norte,2017,557.75,46.48
Tejuçuoca,2017,739.5,61.62
Jucás,2017,641.0,53.42
Arneiroz,2017,349.85,29.15
Cedro,2017,843.12,70.26
Barbalha,2017,882.3,73.53
Ipu,2017,853.2,71.1
Cascavel,2017,1014.55,84.55
Assaré,2017,606.35,50.53
Guaramiranga,2017,1351.3,112.61
Tianguá,2017,881.05,73.42
Parambu,2017,458.33,38.19
Baturité,2017,1091.8,90.98
Icapuí,2017,587.32,48.94
Ipaumirim,2017,735.75,61.31
Aquiraz,2017,1493.25,124.44
Hidrolândia,2017,778.5,64.88
Camocim,2017,1130.6,94.22
Pentecoste,2017,674.04,56.17
Miraíma,2017,702.7,58.56
Tamboril,2017,418.58,34.88
Deputado Irapuan Pinheiro,2017,665.5,55.46
Morrinhos,2017,744.0,62.0
Itarema,2017,925.42,77.12
Jijoca de Jericoacoara,2017,1017.8,84.82
Senador Pompeu,2017,590.4,49.2
Novo Oriente,2017,456.9,38.08
Forquilha,2017,834.95,69.58
Uruburetama,2017,694.15,57.85
Ipueiras,2017,645.34,53.78
Milagres,2017,766.89,63.91
Ibiapina,2017,1106.9,92.24
Araripe,2017,578.0,48.17
Solonópole,2017,504.2,42.02
Trairi,2017,1351.0,112.58
Eusébio,2017,1479.7,123.31
Santana do Acaraú,2017,1080.7,90.06
Milhã,2017,478.85,39.9
Itatira,2017,623.09,51.92
Mauriti,2017,551.65,45.97
Jaguaretama,2017,658.15,54.85
Fortaleza,2017,1403.49,116.96
Russas,2017,763.21,63.6
Sobral,2017,636.49,53.04
Aiuaba,2017,435.36,36.28
Independência,2017,269.86,22.49
Ibaretama,2017,701.0,58.42
Apuiarés,2017,734.3,61.19
Juazeiro do Norte,2017,838.7,69.89
Coreaú,2017,976.14,81.35
Uruoca,2017,879.6,73.3
Santa Quitéria,2017,700.84,58.4
Iguatu,2017,640.79,53.4
Canindé,2017,647.04,53.92
Pindoretama,2017,1183.6,98.63
Caucaia,2017,1399.25,116.6
Redenção,2017,1382.85,115.24
Umari,2017,598.45,49.87
