Municipio,Ano,Total,Media
Potiretama,2013,549.0,45.75
Itaitinga,2013,590.0,49.17
Altaneira,2013,748.2,62.35
Farias Brito,2013,765.65,63.8
Jati,2013,656.6,54.72
Nova Olinda,2013,789.0,65.75
Quixadá,2013,634.86,52.91
Pereiro,2013,698.12,58.18
Groaíras,2013,735.55,73.56
Cariús,2013,645.17,53.76
Graça,2013,911.5,75.96
Choró,2013,633.15,52.76
Jaguaruana,2013,549.68,45.81
Viçosa do Ceará,2013,753.4,62.78
São Luís do Curu,2013,613.0,51.08
Baixio,2013,764.6,63.72
Piquet Carneiro,2013,472.5,39.38
Tururu,2013,769.0,64.08
Morada Nova,2013,676.54,56.38
Quixelô,2013,628.8,52.4
Nova Russas,2013,471.35,39.28
Acarape,2013,865.5,72.12
Aracati,2013,635.7,52.97
Orós,2013,655.85,54.65
Monsenhor Tabosa,2013,349.75,29.15
Itapipoca,2013,701.54,58.46
Mombaça,2013,449.55,37.46
Marco,2013,655.35,54.61
Pires Ferreira,2013,520.8,43.4
Catarina,2013,495.7,41.31
Ererê,2013,811.2,67.6
Guaraciaba do Norte,2013,719.71,59.98
Iracema,2013,746.84,62.24
Croatá,2013,301.45,25.12
Paramoti,2013,450.5,37.54
Ubajara,2013,952.1,79.34
Ipaporanga,2013,420.7,35.06
Carnaubal,2013,241.3,20.11
Massapê,2013,874.3,72.86
Chaval,2013,765.6,63.8
São Benedito,2013,884.9,73.74
Aracoiaba,2013,662.85,55.24
Potengi,2013,565.5,47.12
Granja,2013,873.11,72.76
Missão Velha,2013,1004.52,83.71
Poranga,2013,405.95,33.83
Granjeiro,2013,961.6,87.42
Senador Sá,2013,639.45,53.29
Icó,2013,620.61,51.72
Pedra Branca,2013,652.86,54.41
Tarrafas,2013,254.5,25.45
Maranguape,2013,688.31,57.36
Palhano,2013,505.4,42.12
Campos Sales,2013,442.24,36.85
Caridade,2013,389.35,32.45
São Gonçalo do Amarante,2013,844.21,70.35
Horizonte,2013,634.6,52.88
Paracuru,2013,930.8,77.57
Santana do Cariri,2013,703.8,58.65
Amontada,2013,759.4,63.28
Quiterianópolis,2013,345.12,28.76
Tauá,2013,366.74,30.56
Brejo Santo,2013,1022.27,85.19
Lavras da Mangabeira,2013,722.5,60.21
Ocara,2013,482.99,40.25
Caririaçu,2013,668.95,55.75
Aurora,2013,780.6,65.05
Barreira,2013,732.0,61.0
Maracanaú,2013,661.26,55.11
Bela Cruz,2013,680.9,56.74
Meruoca,2013,1018.5,84.88
Pacatuba,2013,714.9,59.58
Frecheirinha,2013,687.0,57.25
Pacujá,2013,746.7,62.23
Salitre,2013,381.5,31.79
General Sampaio,2013,535.62,44.64
Banabuiú,2013,759.0,63.25
São João do Jaguaribe,2013,510.65,56.74
Abaiara,2013,1043.0,86.92
Umirim,2013,813.5,67.79
Irauçuba,2013,420.5,35.04
Guaiúba,2013,689.9,57.49
Crateús,2013,508.74,42.4
Palmácia,2013,936.0,78.0
Beberibe,2013,601.09,50.09
Mucambo,2013,807.0,80.7
Martinópole,2013,573.0,47.75
Jaguaribara,2013,631.5,63.15
Tabuleiro do Norte,2013,512.6,42.72
Acopiara,2013,508.06,42.34
Saboeiro,2013,408.2,34.02
Pacoti,2013,1134.3,94.52
Quixeramobim,2013,684.15,57.01
Cariré,2013,638.0,53.17
Alto Santo,2013,606.35,50.53
Barro,2013,708.48,59.04
Itaiçaba,2013,689.45,57.45
Barroquinha,2013,994.6,82.88
Crato,2013,1022.11,85.18
Moraújo,2013,648.0,54.0
Itapiúna,2013,617.6,51.47
Limoeiro do Norte,2013,650.82,54.24
Catunda,2013,490.0,40.83
Chorozinho,2013,670.95,55.91
Madalena,2013,382.4,31.87
Acaraú,2013,602.45,50.2
Várzea Alegre,2013,548.4,45.7
Jardim,2013,559.2,46.6
Alcântaras,2013,501.0,41.75
Pacajus,2013,639.2,53.27
Ararendá,2013,400.5,33.38
Paraipaba,2013,868.6,72.38
Itapajé,2013,838.8,69.9
Mulungu,2013,814.1,67.84
Varjota,2013,409.1,34.09
Porteiras,2013,974.35,81.2
Jaguaribe,2013,607.57,50.63
Cruz,2013,659.9,59.99
Quixeré,2013,459.8,38.32
Fortim,2013,678.0,56.5
Ibicuitinga,2013,702.6,58.55
Reriutaba,2013,593.85,49.49
Aratuba,2013,889.0,80.82
Capistrano,2013,745.0,62.08
Penaforte,2013,373.0,33.91
Boa Viagem,2013,342.33,28.53
Antonina do Norte,2013,422.1,35.18
Tejuçuoca,2013,376.05,31.34
Jucás,2013,663.7,55.31
Arneiroz,2013,398.8,33.23
Cedro,2013,713.7,59.48
Barbalha,2013,1238.1,103.17
Ipu,2013,617.35,51.45
Cascavel,2013,640.55,53.38
Assaré,2013,452.75,37.73
Guaramiranga,2013,1165.7,97.14
Tianguá,2013,544.8,45.4
Parambu,2013,411.88,34.32
Baturité,2013,843.7,70.31
Icapuí,2013,596.4,49.7
Ipaumirim,2013,640.42,53.37
Aquiraz,2013,612.3,51.02
Hidrolândia,2013,594.75,49.56
Camocim,2013,914.0,76.17
Pentecoste,2013,513.93,42.83
Miraíma,2013,577.6,48.13
Tamboril,2013,505.03,42.09
Deputado Irapuan Pinheiro,2013,441.0,36.75
Morrinhos,2013,542.0,45.17
Itarema,2013,680.7,56.73
Jijoca de Jericoacoara,2013,583.5,48.62
Senador Pompeu,2013,629.0,52.42
Novo Oriente,2013,322.3,26.86
Forquilha,2013,577.9,48.16
Uruburetama,2013,669.5,55.79
Ipueiras,2013,535.78,44.65
Milagres,2013,942.4,78.53
Ibiapina,2013,1606.0,133.83
Araripe,2013,533.93,44.49
Solonópole,2013,630.85,52.57
Trairi,2013,726.0,60.5
Eusébio,2013,763.0,69.36
Santana do Acaraú,2013,682.5,56.88
Milhã,2013,561.8,51.07
Itatira,2013,459.9,38.32
Mauriti,2013,780.72,65.06
Jaguaretama,2013,883.28,73.61
Fortaleza,2013,576.53,48.04
Russas,2013,553.04,46.09
Sobral,2013,598.36,49.86
Aiuaba,2013,405.21,33.77
Independência,2013,292.19,24.35
Ibaretama,2013,658.55,54.88
Apuiarés,2013,469.9,39.16
Juazeiro do Norte,2013,908.75,75.73
Coreaú,2013,541.3,45.11
Uruoca,2013,703.45,58.62
Santa Quitéria,2013,531.92,44.33
Iguatu,2013,703.77,58.65
Canindé,2013,392.42,32.7
Pindoretama,2013,828.0,69.0
Caucaia,2013,574.75,47.9
Redenção,2013,947.7,78.98
Umari,2013,616.2,51.35
