Municipio,Ano,Total,Media
Moraújo,2008,46.0,15.33
Itapiúna,2008,823.1,68.59
Limoeiro do Norte,2008,852.12,71.01
Catunda,2008,882.0,73.5
Chorozinho,2008,752.1,62.68
Madalena,2008,676.16,56.35
Acaraú,2008,1243.45,103.62
Várzea Alegre,2008,1363.98,113.66
Jardim,2008,884.1,73.67
Alcântaras,2008,1162.8,96.9
Pacajus,2008,924.75,77.06
Ararendá,2008,328.0,27.33
Paraipaba,2008,1241.3,103.44
Itapajé,2008,829.82,69.15
Mulungu,2008,1177.8,98.15
Varjota,2008,1316.0,109.67
Porteiras,2008,778.9,64.91
Jaguaribe,2008,1158.97,96.58
Cruz,2008,1118.0,93.17
Quixeré,2008,599.2,49.93
Fortim,2008,879.8,73.32
Ibicuitinga,2008,858.2,71.52
Reriutaba,2008,1122.1,93.51
Aratuba,2008,1415.0,117.92
Capistrano,2008,954.3,79.52
Penaforte,2008,840.0,70.0
Boa Viagem,2008,845.5,70.46
Antonina do Norte,2008,551.5,45.96
Tejuçuoca,2008,504.38,42.03
Jucás,2008,1062.2,88.52
Arneiroz,2008,699.7,58.31
Cedro,2008,1260.32,105.03
Barbalha,2008,1344.35,112.03
Ipu,2008,945.12,78.76
Cascavel,2008,1005.32,83.78
Assaré,2008,656.85,54.74
Guaramiranga,2008,1503.0,125.25
Tianguá,2008,1216.8,101.4
Parambu,2008,811.65,67.64
Baturité,2008,1059.4,88.28
Icapuí,2008,1268.47,105.71
Ipaumirim,2008,1509.3,125.78
Aquiraz,2008,1362.55,113.55
Hidrolândia,2008,963.45,80.29
Camocim,2008,1492.5,124.38
Pentecoste,2008,814.85,67.9
Miraíma,2008,938.9,93.89
Tamboril,2008,725.42,60.45
Deputado Irapuan Pinheiro,2008,861.0,71.75
Morrinhos,2008,1067.0,88.92
Itarema,2008,1220.07,101.67
Jijoca de Jericoacoara,2008,980.5,81.71
Senador Pompeu,2008,771.35,64.28
Novo Oriente,2008,1060.75,88.4
Forquilha,2008,985.5,82.13
Uruburetama,2008,996.5,83.04
Ipueiras,2008,893.14,74.43
Milagres,2008,1243.2,103.6
Ibiapina,2008,1977.0,164.75
Araripe,2008,823.65,68.64
Solonópole,2008,825.05,68.75
Trairi,2008,1445.4,120.45
Eusébio,2008,1339.0,111.58
Santana do Acaraú,2008,878.0,73.17
Milhã,2008,929.0,77.42
Itatira,2008,1001.92,83.49
Mauriti,2008,1327.54,110.63
Jaguaretama,2008,821.31,68.44
Fortaleza,2008,1333.41,111.12
Russas,2008,807.88,67.32
Sobral,2008,692.12,57.68
Aiuaba,2008,546.68,45.56
Independência,2008,1022.37,85.2
Ibaretama,2008,803.95,67.0
Apuiarés,2008,994.5,82.87
Juazeiro do Norte,2008,1099.12,91.59
Coreaú,2008,1158.79,96.57
Uruoca,2008,1590.85,132.57
Santa Quitéria,2008,777.71,64.81
Iguatu,2008,1140.64,95.05
Canindé,2008,651.55,54.3
Pindoretama,2008,1217.0,101.42
Caucaia,2008,962.87,80.24
Redenção,2008,1052.2,87.68
Umari,2008,1349.25,112.44
