Municipio,Ano,Total,Media
Potiretama,2006,774.75,64.56
Itaitinga,2006,1221.0,101.75
Altaneira,2006,1227.8,102.32
Farias Brito,2006,1424.5,118.71
Jati,2006,519.0,43.25
Nova Olinda,2006,836.5,69.71
Quixadá,2006,745.2,62.1
Pereiro,2006,860.65,71.72
Groaíras,2006,499.9,41.66
Cariús,2006,947.3,78.94
Graça,2006,1010.7,84.23
Choró,2006,791.4,65.95
Jaguaruana,2006,679.3,56.61
Viçosa do Ceará,2006,981.4,81.78
São Luís do Curu,2006,907.0,75.58
Baixio,2006,1081.2,90.1
Piquet Carneiro,2006,735.3,61.27
Tururu,2006,789.0,65.75
Morada Nova,2006,924.93,77.08
Quixelô,2006,753.1,62.76
Nova Russas,2006,755.48,62.96
Acarape,2006,1033.0,86.08
Aracati,2006,830.3,69.19
Orós,2006,886.65,73.89
Monsenhor Tabosa,2006,549.0,45.75
Itapipoca,2006,1169.35,97.45
Mombaça,2006,505.7,42.14
Marco,2006,802.7,66.89
Pires Ferreira,2006,822.1,68.51
Catarina,2006,534.9,44.58
Ererê,2006,1027.45,85.62
Guaraciaba do Norte,2006,783.87,65.32
Iracema,2006,959.51,79.96
Croatá,2006,424.05,35.34
Paramoti,2006,700.05,58.34
Ubajara,2006,876.0,73.0
Ipaporanga,2006,637.0,53.08
Carnaubal,2006,532.8,44.4
Massapê,2006,1026.1,85.51
Chaval,2006,1077.0,89.75
São Benedito,2006,886.7,73.89
Aracoiaba,2006,930.2,77.52
Potengi,2006,470.5,39.21
Granja,2006,1344.09,112.01
Missão Velha,2006,1185.4,98.78
Poranga,2006,440.5,36.71
Granjeiro,2006,1149.0,95.75
Senador Sá,2006,1032.15,86.01
Icó,2006,820.28,68.36
Pedra Branca,2006,771.78,64.31
Tarrafas,2006,778.4,64.87
Maranguape,2006,1037.99,86.5
Palhano,2006,744.2,62.02
Campos Sales,2006,581.8,48.48
Caridade,2006,620.2,51.68
São Gonçalo do Amarante,2006,1058.3,88.19
Horizonte,2006,930.0,77.5
Paracuru,2006,1092.4,91.03
Santana do Cariri,2006,837.2,69.77
Amontada,2006,870.7,72.56
Quiterianópolis,2006,558.72,46.56
Tauá,2006,319.8,26.65
Brejo Santo,2006,907.78,75.65
Lavras da Mangabeira,2006,1215.25,101.27
Ocara,2006,1117.22,93.1
Caririaçu,2006,1053.5,87.79
Aurora,2006,871.75,72.65
Barreira,2006,893.75,74.48
Maracanaú,2006,1144.0,95.33
Bela Cruz,2006,986.45,82.2
Meruoca,2006,1138.0,94.83
Pacatuba,2006,1218.8,101.57
Frecheirinha,2006,819.0,68.25
Pacujá,2006,844.0,70.33
Salitre,2006,447.2,37.27
General Sampaio,2006,725.95,60.5
Banabuiú,2006,656.9,54.74
São João do Jaguaribe,2006,787.05,65.59
