Municipio,Ano,Total,Media
Altaneira,1987,637.2,53.1
Farias Brito,1987,1012.3,84.36
Jati,1987,551.1,45.92
Nova Olinda,1987,749.8,62.48
Quixadá,1987,528.0,44.0
Pereiro,1987,986.6,82.22
Groaíras,1987,489.0,40.75
Cariús,1987,853.4,71.12
Graça,1987,0.0,
Jaguaruana,1987,546.8,45.57
Viçosa do Ceará,1987,1459.7,121.64
São Luís do Curu,1987,691.2,57.6
Baixio,1987,857.0,71.42
Piquet Carneiro,1987,499.0,41.58
Tururu,1987,0.0,
Morada Nova,1987,602.4,50.2
Nova Russas,1987,582.0,48.5
Acarape,1987,0.0,
Aracati,1987,722.6,60.22
Orós,1987,992.8,82.73
Monsenhor Tabosa,1987,369.4,30.78
Itapipoca,1987,529.0,44.08
Mombaça,1987,451.4,37.62
Marco,1987,626.0,52.17
Catarina,1987,752.5,62.71
Guaraciaba do Norte,1987,1155.8,96.32
Iracema,1987,761.0,63.42
Paramoti,1987,568.2,47.35
Ubajara,1987,1129.1,94.09
Carnaubal,1987,390.2,32.52
Massapê,1987,834.9,69.58
Chaval,1987,83.8,10.47
São Benedito,1987,1173.1,97.76
Aracoiaba,1987,736.9,61.41
Potengi,1987,490.3,40.86
Granja,1987,688.8,57.4
Missão Velha,1987,734.5,61.21
Poranga,1987,311.0,25.92
Granjeiro,1987,890.7,74.23
Senador Sá,1987,21.9,2.74
Icó,1987,788.7,65.73
Pedra Branca,1987,608.1,50.67
Maranguape,1987,858.1,71.51
Palhano,1987,678.0,56.5
Campos Sales,1987,431.9,35.99
Caridade,1987,0.0,
São Gonçalo do Amarante,1987,919.1,76.59
Paracuru,1987,1160.8,96.73
Santana do Cariri,1987,719.0,59.92
Amontada,1987,0.0,
Tauá,1987,516.0,43.0
Brejo Santo,1987,651.0,54.25
Lavras da Mangabeira,1987,797.8,66.48
Caririaçu,1987,916.0,76.33
Aurora,1987,648.0,54.0
Maracanaú,1987,766.0,63.83
Bela Cruz,1987,668.8,55.73
Meruoca,1987,1047.0,87.25
Pacatuba,1987,314.0,34.89
Frecheirinha,1987,942.3,78.52
Pacujá,1987,776.4,64.7
General Sampaio,1987,553.5,46.12
São João do Jaguaribe,1987,491.2,40.93
Abaiara,1987,611.0,50.92
Irauçuba,1987,416.4,34.7
Guaiúba,1987,406.0,33.83
Crateús,1987,555.0,46.25
Palmácia,1987,1164.1,97.01
Beberibe,1987,780.0,65.0
Mucambo,1987,802.0,66.83
Martinópole,1987,796.2,66.35
Jaguaribara,1987,691.9,57.66
Tabuleiro do Norte,1987,646.2,53.85
Acopiara,1987,545.0,45.42
Saboeiro,1987,599.3,49.94
Pacoti,1987,1340.5,111.71
Quixeramobim,1987,515.0,42.92
Cariré,1987,508.0,42.33
Alto Santo,1987,576.8,48.07
Barro,1987,816.2,68.02
Itaiçaba,1987,430.8,35.9
Barroquinha,1987,0.0,
Crato,1987,888.0,74.0
Moraújo,1987,1100.0,91.67
Itapiúna,1987,538.0,44.83
Limoeiro do Norte,1987,734.9,61.24
Acaraú,1987,1040.5,86.71
Várzea Alegre,1987,777.0,64.75
Jardim,1987,705.8,58.82
Alcântaras,1987,46.0,6.57
Pacajus,1987,731.2,60.93
Itapajé,1987,732.5,61.04
Mulungu,1987,1228.6,102.38
Porteiras,1987,632.1,52.67
Jaguaribe,1987,702.5,58.54
Quixeré,1987,559.4,46.62
Reriutaba,1987,651.0,54.25
Aratuba,1987,1223.3,101.94
Capistrano,1987,796.0,66.33
Penaforte,1987,381.0,31.75
Boa Viagem,1987,454.0,37.83
Antonina do Norte,1987,476.3,39.69
Jucás,1987,1032.0,86.0
Arneiroz,1987,465.7,38.81
Cedro,1987,831.1,69.26
Barbalha,1987,875.8,72.98
Ipu,1987,752.0,62.67
Cascavel,1987,626.5,52.21
Assaré,1987,607.8,50.65
Guaramiranga,1987,1494.3,124.52
Tianguá,1987,883.3,73.61
Parambu,1987,514.3,42.86
Baturité,1987,869.0,72.42
Ipaumirim,1987,660.5,55.04
Aquiraz,1987,1180.2,98.35
Hidrolândia,1987,723.5,60.29
Camocim,1987,754.0,62.83
Pentecoste,1987,638.1,53.18
Miraíma,1987,0.0,
Tamboril,1987,324.0,27.0
Deputado Irapuan Pinheiro,1987,758.6,63.22
Morrinhos,1987,617.3,51.44
Jijoca de Jericoacoara,1987,0.0,
Senador Pompeu,1987,528.3,44.02
Novo Oriente,1987,443.8,36.98
Forquilha,1987,430.3,35.86
Uruburetama,1987,784.3,65.36
Ipueiras,1987,765.7,63.81
Milagres,1987,633.8,52.82
Ibiapina,1987,1271.0,105.92
Araripe,1987,560.0,46.67
Solonópole,1987,577.2,48.1
Trairi,1987,1102.3,91.86
Santana do Acaraú,1987,726.4,60.53
Milhã,1987,602.8,50.23
Itatira,1987,333.7,27.81
Mauriti,1987,511.3,42.61
Jaguaretama,1987,804.2,67.02
Fortaleza,1987,1203.35,100.28
Russas,1987,643.4,53.62
Sobral,1987,866.8,72.23
Aiuaba,1987,537.8,44.82
Independência,1987,401.3,33.44
Apuiarés,1987,597.5,49.79
Juazeiro do Norte,1987,821.5,68.46
Coreaú,1987,735.8,61.32
Uruoca,1987,688.8,57.4
Santa Quitéria,1987,721.8,60.15
Iguatu,1987,1078.0,89.83
Canindé,1987,560.8,46.73
Caucaia,1987,1105.9,92.16
Redenção,1987,1106.9,92.24
Umari,1987,748.8,62.4
