Municipio,Ano,Total,Media
Nova Olinda,1976,1021.5,85.12
Quixadá,1976,532.5,44.38
Jaguaruana,1976,644.1,53.68
Viçosa do Ceará,1976,926.7,77.23
São Luís do Curu,1976,587.8,48.98
Baixio,1976,687.0,57.25
Piquet Carneiro,1976,515.5,42.96
Morada Nova,1976,427.8,35.65
Nova Russas,1976,864.0,72.0
Aracati,1976,913.3,76.11
Monsenhor Tabosa,1976,402.8,33.57
Itapipoca,1976,903.0,75.25
Mombaça,1976,565.4,47.12
Guaraciaba do Norte,1976,972.9,81.08
Iracema,1976,526.4,43.87
Ubajara,1976,1416.0,118.0
Massapê,1976,710.2,59.18
São Benedito,1976,1186.8,98.9
Aracoiaba,1976,556.0,46.33
Potengi,1976,809.3,67.44
Granja,1976,972.6,81.05
Missão Velha,1976,1125.0,93.75
Senador Sá,1976,934.0,77.83
Icó,1976,265.0,22.08
Pedra Branca,1976,645.9,53.82
Maranguape,1976,1108.1,92.34
Campos Sales,1976,523.2,43.6
São Gonçalo do Amarante,1976,988.55,82.38
Tauá,1976,318.1,26.51
Brejo Santo,1976,1109.5,92.46
Lavras da Mangabeira,1976,612.4,51.03
Caririaçu,1976,954.8,79.57
Aurora,1976,552.0,46.0
Maracanaú,1976,1518.2,126.52
São João do Jaguaribe,1976,529.2,44.1
Guaiúba,1976,949.6,79.13
Crateús,1976,568.8,47.4
Mucambo,1976,823.0,68.58
Martinópole,1976,723.0,60.25
Tabuleiro do Norte,1976,522.0,43.5
Acopiara,1976,722.2,60.18
Pacoti,1976,1292.7,107.73
Quixeramobim,1976,517.5,43.12
Cariré,1976,498.0,41.5
Barro,1976,894.2,74.52
Itaiçaba,1976,0.0,
Crato,1976,1263.0,105.25
Itapiúna,1976,520.6,43.38
Limoeiro do Norte,1976,532.0,44.33
Acaraú,1976,938.1,78.17
Várzea Alegre,1976,1112.9,92.74
Pacajus,1976,763.0,63.58
Itapajé,1976,628.0,52.33
Mulungu,1976,878.3,73.19
Jaguaribe,1976,579.7,48.31
Reriutaba,1976,896.0,74.67
Aratuba,1976,936.0,78.0
Capistrano,1976,799.0,66.58
Boa Viagem,1976,425.2,35.43
Antonina do Norte,1976,578.3,48.19
Cedro,1976,609.0,50.75
Barbalha,1976,681.4,56.78
Ipu,1976,781.4,65.12
Assaré,1976,792.0,66.0
Guaramiranga,1976,1402.9,116.91
Tianguá,1976,981.4,81.78
Baturité,1976,609.0,50.75
Camocim,1976,1013.0,84.42
Pentecoste,1976,552.9,46.07
Miraíma,1976,342.0,28.5
Deputado Irapuan Pinheiro,1976,419.4,34.95
Senador Pompeu,1976,501.9,41.82
Novo Oriente,1976,795.0,66.25
Uruburetama,1976,1019.1,84.93
Ipueiras,1976,698.2,58.18
Milagres,1976,812.9,67.74
Ibiapina,1976,1405.0,117.08
Solonópole,1976,326.0,27.17
Trairi,1976,904.9,75.41
Santana do Acaraú,1976,619.4,51.62
Milhã,1976,723.7,60.31
Itatira,1976,427.9,35.66
Mauriti,1976,724.9,60.41
Jaguaretama,1976,356.4,29.7
Fortaleza,1976,1489.8,124.15
Russas,1976,507.0,42.25
Sobral,1976,639.5,53.29
Independência,1976,526.0,43.83
Juazeiro do Norte,1976,920.0,76.67
Coreaú,1976,1072.1,89.34
Uruoca,1976,897.0,74.75
Santa Quitéria,1976,741.1,61.76
Iguatu,1976,686.0,57.17
Canindé,1976,456.0,38.0
Caucaia,1976,1192.6,99.38
