Municipio,Ano,Total,Media
Lavras da Mangabeira,2002,1051.61,87.63
Ocara,2002,977.51,81.46
Caririaçu,2002,1050.75,87.56
Aurora,2002,953.0,79.42
Barreira,2002,1280.95,106.75
Maracanaú,2002,1433.2,119.43
Bela Cruz,2002,957.65,79.8
Meruoca,2002,1531.3,127.61
Pacatuba,2002,1633.1,136.09
Frecheirinha,2002,868.0,72.33
Pacujá,2002,1141.9,95.16
Salitre,2002,511.0,42.58
General Sampaio,2002,772.7,64.39
Banabuiú,2002,864.8,72.07
São João do Jaguaribe,2002,1037.4,86.45
Abaiara,2002,707.0,58.92
Umirim,2002,1205.1,100.42
Irauçuba,2002,601.09,50.09
Guaiúba,2002,1699.7,141.64
Crateús,2002,779.99,65.0
Palmácia,2002,1764.2,147.02
Beberibe,2002,952.71,79.39
Mucambo,2002,945.0,78.75
Martinópole,2002,869.0,72.42
Jaguaribara,2002,842.0,70.17
Tabuleiro do Norte,2002,812.85,67.74
Acopiara,2002,696.18,58.02
Saboeiro,2002,580.65,48.39
Pacoti,2002,1688.1,140.68
Quixeramobim,2002,890.29,74.19
Cariré,2002,811.0,67.58
Alto Santo,2002,798.52,66.54
Barro,2002,831.08,69.26
Itaiçaba,2002,952.65,79.39
Barroquinha,2002,858.8,71.57
Crato,2002,1031.05,85.92
Moraújo,2002,773.5,64.46
Itapiúna,2002,981.7,81.81
Limoeiro do Norte,2002,878.9,73.24
Catunda,2002,678.0,56.5
Chorozinho,2002,997.8,83.15
Madalena,2002,690.18,57.51
Acaraú,2002,991.32,82.61
Várzea Alegre,2002,753.8,62.82
Jardim,2002,615.1,51.26
Alcântaras,2002,745.4,62.12
Pacajus,2002,1318.05,109.84
Ararendá,2002,890.2,74.18
Paraipaba,2002,1471.1,122.59
Itapajé,2002,1079.43,89.95
Mulungu,2002,1418.5,118.21
Varjota,2002,930.0,77.5
Porteiras,2002,680.0,56.67
Jaguaribe,2002,703.82,58.65
Cruz,2002,807.0,67.25
Quixeré,2002,738.0,61.5
Fortim,2002,1178.2,98.18
Ibicuitinga,2002,882.2,73.52
Reriutaba,2002,945.95,78.83
Aratuba,2002,1206.3,100.52
Capistrano,2002,1074.1,89.51
Penaforte,2002,627.3,52.27
Boa Viagem,2002,743.88,61.99
Antonina do Norte,2002,455.95,38.0
Tejuçuoca,2002,830.72,69.23
Jucás,2002,612.8,51.07
Arneiroz,2002,529.45,44.12
Cedro,2002,769.12,64.09
Barbalha,2002,893.6,74.47
Ipu,2002,937.35,78.11
Cascavel,2002,1391.3,115.94
Assaré,2002,587.85,48.99
Guaramiranga,2002,2357.1,196.42
Tianguá,2002,989.7,82.47
Parambu,2002,582.4,48.53
Baturité,2002,1518.1,126.51
Icapuí,2002,1012.5,84.37
Ipaumirim,2002,978.48,81.54
Aquiraz,2002,1790.5,149.21
Hidrolândia,2002,843.42,70.29
Camocim,2002,982.85,81.9
Pentecoste,2002,899.28,74.94
Miraíma,2002,798.85,66.57
Tamboril,2002,619.47,51.62
Deputado Irapuan Pinheiro,2002,736.85,61.4
Morrinhos,2002,684.6,57.05
Itarema,2002,1081.88,90.16
Jijoca de Jericoacoara,2002,485.45,40.45
Senador Pompeu,2002,1001.7,83.48
Novo Oriente,2002,860.3,71.69
Forquilha,2002,761.85,63.49
Uruburetama,2002,975.4,81.28
Ipueiras,2002,825.36,68.78
Milagres,2002,617.8,51.48
Ibiapina,2002,1645.0,137.08
Araripe,2002,739.35,61.61
Solonópole,2002,876.4,73.03
Trairi,2002,1522.48,126.87
Eusébio,2002,1812.95,151.08
Santana do Acaraú,2002,820.75,68.4
Milhã,2002,919.8,76.65
Itatira,2002,919.46,76.62
Mauriti,2002,571.55,47.63
Jaguaretama,2002,921.13,76.76
Fortaleza,2002,1727.69,143.97
Russas,2002,699.88,58.32
Sobral,2002,845.35,70.45
Aiuaba,2002,591.64,49.3
Independência,2002,565.73,47.14
Ibaretama,2002,822.35,68.53
Apuiarés,2002,862.7,71.89
Juazeiro do Norte,2002,898.02,74.84
Coreaú,2002,623.95,52.0
Uruoca,2002,913.42,76.12
Santa Quitéria,2002,748.62,62.39
Iguatu,2002,854.97,71.25
Canindé,2002,658.31,54.86
Pindoretama,2002,1696.0,141.33
Caucaia,2002,960.08,80.01
Redenção,2002,1539.0,128.25
Umari,2002,816.5,68.04
