Municipio,Ano,Total,Media
Saboeiro,2004,971.05,80.92
Pacoti,2004,1571.9,130.99
Quixeramobim,2004,1134.54,94.55
Cariré,2004,1015.2,84.6
Alto Santo,2004,1081.21,90.1
Barro,2004,1176.1,98.01
Itaiçaba,2004,1035.55,86.3
Barroquinha,2004,1610.4,134.2
Crato,2004,1480.31,123.36
Moraújo,2004,904.0,75.33
Itapiúna,2004,975.72,81.31
Limoeiro do Norte,2004,1160.0,96.67
Catunda,2004,854.5,71.21
Chorozinho,2004,896.1,74.67
Madalena,2004,967.0,80.58
Acaraú,2004,1269.75,105.81
Várzea Alegre,2004,1170.95,97.58
Jardim,2004,805.9,67.16
Alcântaras,2004,891.7,74.31
Pacajus,2004,1088.95,90.75
Ararendá,2004,939.0,78.25
Paraipaba,2004,1432.0,119.33
Itapajé,2004,1093.58,91.13
Mulungu,2004,1462.0,121.83
Varjota,2004,1128.0,94.0
Porteiras,2004,893.0,74.42
Jaguaribe,2004,1000.41,83.37
Cruz,2004,1070.0,89.17
Quixeré,2004,1032.7,86.06
Fortim,2004,1353.7,112.81
Ibicuitinga,2004,860.4,71.7
Reriutaba,2004,1235.8,102.98
Aratuba,2004,1230.8,102.57
Capistrano,2004,1226.5,102.21
Penaforte,2004,900.0,75.0
Boa Viagem,2004,1229.74,102.48
Antonina do Norte,2004,931.8,77.65
Tejuçuoca,2004,1049.4,87.45
Jucás,2004,1287.99,107.33
Arneiroz,2004,898.6,74.88
Cedro,2004,1102.95,91.91
Barbalha,2004,1540.8,128.4
Ipu,2004,1237.0,103.08
Cascavel,2004,1252.9,104.41
Assaré,2004,1088.65,90.72
Guaramiranga,2004,2029.9,169.16
Tianguá,2004,1168.7,97.39
Parambu,2004,966.0,80.5
Baturité,2004,1263.3,105.28
Icapuí,2004,1038.6,86.55
Ipaumirim,2004,1060.7,88.39
Aquiraz,2004,1661.5,138.46
Hidrolândia,2004,1071.38,89.28
Camocim,2004,1122.85,93.57
Pentecoste,2004,869.09,72.42
Miraíma,2004,939.3,78.27
Tamboril,2004,885.98,73.83
Deputado Irapuan Pinheiro,2004,981.0,81.75
Morrinhos,2004,916.2,76.35
Itarema,2004,1114.0,92.83
Jijoca de Jericoacoara,2004,454.75,37.9
Senador Pompeu,2004,1127.35,93.95
Novo Oriente,2004,908.5,75.71
Forquilha,2004,721.0,60.08
Uruburetama,2004,1326.0,110.5
Ipueiras,2004,1193.04,99.42
Milagres,2004,1400.2,116.68
Ibiapina,2004,2338.0,194.83
Araripe,2004,968.4,80.7
Solonópole,2004,1272.6,106.05
Trairi,2004,1504.5,125.38
Eusébio,2004,1626.0,135.5
Santana do Acaraú,2004,1120.4,93.37
Milhã,2004,1120.5,93.38
Itatira,2004,820.3,68.36
Mauriti,2004,1231.29,102.61
Jaguaretama,2004,1328.35,110.7
Fortaleza,2004,1736.09,144.67
Russas,2004,842.32,70.19
Sobral,2004,938.99,78.25
Aiuaba,2004,776.5,64.71
Independência,2004,742.71,61.89
Ibaretama,2004,986.7,82.23
Apuiarés,2004,643.0,53.58
Juazeiro do Norte,2004,1365.45,113.79
Coreaú,2004,935.8,77.98
Uruoca,2004,1123.07,93.59
Santa Quitéria,2004,884.63,73.72
Iguatu,2004,1044.5,87.04
Canindé,2004,911.91,75.99
Pindoretama,2004,1496.0,124.67
Caucaia,2004,1108.52,92.38
Redenção,2004,1303.9,108.66
Umari,2004,958.0,79.83
