Municipio,Ano,Total,Media
Potiretama,2004,1187.2,98.93
Itaitinga,2004,1421.0,118.42
Altaneira,2004,1252.0,104.33
Farias Brito,2004,1308.7,109.06
Jati,2004,936.0,78.0
Nova Olinda,2004,1156.0,96.33
Quixadá,2004,1196.05,99.67
Pereiro,2004,1213.05,101.09
Groaíras,2004,792.0,66.0
Cariús,2004,1194.94,99.58
Graça,2004,1496.0,124.67
Choró,2004,965.7,80.48
Jaguaruana,2004,830.7,69.23
Viçosa do Ceará,2004,1081.54,90.13
São Luís do Curu,2004,978.0,81.5
Baixio,2004,1062.9,88.58
Piquet Carneiro,2004,1111.8,92.65
Tururu,2004,1187.0,98.92
Morada Nova,2004,957.39,79.78
Quixelô,2004,930.05,77.5
Nova Russas,2004,975.4,81.28
Acarape,2004,1329.5,110.79
Aracati,2004,803.96,67.0
Orós,2004,992.8,82.73
Monsenhor Tabosa,2004,1048.1,87.34
Itapipoca,2004,1330.12,110.84
Mombaça,2004,980.18,81.68
Marco,2004,944.9,78.74
Pires Ferreira,2004,1380.2,115.02
Catarina,2004,848.6,70.72
Ererê,2004,1348.88,112.41
Guaraciaba do Norte,2004,1562.98,130.25
Iracema,2004,1515.69,126.31
Croatá,2004,810.65,67.55
Paramoti,2004,715.35,59.61
Ubajara,2004,1410.25,117.52
Ipaporanga,2004,928.0,77.33
Carnaubal,2004,1173.0,97.75
Massapê,2004,995.85,82.99
Chaval,2004,1388.4,115.7
São Benedito,2004,1518.75,126.56
Aracoiaba,2004,1103.42,91.95
Potengi,2004,961.5,80.12
Granja,2004,1144.86,95.41
Missão Velha,2004,1318.29,109.86
Poranga,2004,1078.65,89.89
Granjeiro,2004,1667.7,138.97
Senador Sá,2004,929.95,77.5
Icó,2004,918.52,76.54
Pedra Branca,2004,1251.55,104.3
Tarrafas,2004,1191.5,99.29
Maranguape,2004,1262.47,105.21
Palhano,2004,821.1,68.42
Campos Sales,2004,861.81,71.82
Caridade,2004,714.5,59.54
São Gonçalo do Amarante,2004,1080.7,90.06
Horizonte,2004,1175.1,97.92
Paracuru,2004,1769.5,147.46
Santana do Cariri,2004,1528.1,127.34
Amontada,2004,1443.77,120.31
Quiterianópolis,2004,885.32,73.78
Tauá,2004,631.81,52.65
Brejo Santo,2004,1175.82,97.99
Lavras da Mangabeira,2004,1505.12,125.43
Ocara,2004,1014.11,84.51
Caririaçu,2004,1534.65,127.89
Aurora,2004,1232.0,102.67
Barreira,2004,1145.7,95.48
Maracanaú,2004,1378.4,114.87
Bela Cruz,2004,1007.7,83.97
Meruoca,2004,1458.6,121.55
Pacatuba,2004,1465.4,122.12
Frecheirinha,2004,1057.0,88.08
Pacujá,2004,1398.8,116.57
Salitre,2004,1120.9,93.41
General Sampaio,2004,989.5,82.46
Banabuiú,2004,1138.75,94.9
São João do Jaguaribe,2004,985.25,82.1
Abaiara,2004,1116.3,93.03
Umirim,2004,846.7,70.56
Irauçuba,2004,620.72,51.73
Guaiúba,2004,1237.3,103.11
Crateús,2004,1011.65,84.3
Palmácia,2004,1513.8,126.15
Beberibe,2004,1204.2,100.35
Mucambo,2004,1200.0,100.0
Martinópole,2004,912.0,76.0
Jaguaribara,2004,976.6,81.38
Tabuleiro do Norte,2004,950.1,79.17
Acopiara,2004,1042.91,86.91
