Municipio,Ano,Total,Media
Altaneira,1980,507.5,42.29
Farias Brito,1980,1153.7,96.14
Jati,1980,844.0,70.33
Nova Olinda,1980,859.5,71.62
Quixadá,1980,644.0,53.67
Pereiro,1980,884.0,73.67
Cariús,1980,1090.0,90.83
Jaguaruana,1980,522.4,43.53
Viçosa do Ceará,1980,1107.5,92.29
São Luís do Curu,1980,642.5,53.54
Baixio,1980,738.4,61.53
Piquet Carneiro,1980,995.7,82.98
Tururu,1980,764.2,63.68
Morada Nova,1980,780.6,65.05
Nova Russas,1980,757.6,63.13
Aracati,1980,526.6,43.88
Orós,1980,831.7,69.31
Monsenhor Tabosa,1980,477.8,39.82
Itapipoca,1980,676.0,56.33
Mombaça,1980,711.2,59.27
Marco,1980,604.2,50.35
Catarina,1980,741.7,61.81
Guaraciaba do Norte,1980,785.3,65.44
Iracema,1980,757.9,63.16
Paramoti,1980,502.5,41.87
Ubajara,1980,1212.3,101.02
Carnaubal,1980,517.4,43.12
Massapê,1980,530.9,44.24
Chaval,1980,750.8,62.57
São Benedito,1980,983.2,81.93
Aracoiaba,1980,679.5,56.62
Potengi,1980,772.7,64.39
Granja,1980,801.1,66.76
Missão Velha,1980,1056.0,88.0
Poranga,1980,475.2,39.6
Granjeiro,1980,982.6,81.88
Senador Sá,1980,0.0,
Icó,1980,900.5,75.04
Pedra Branca,1980,860.5,71.71
Maranguape,1980,1043.5,86.96
Palhano,1980,645.4,53.78
Campos Sales,1980,544.2,45.35
Caridade,1980,517.7,43.14
São Gonçalo do Amarante,1980,642.7,53.56
Paracuru,1980,927.1,77.26
Santana do Cariri,1980,759.0,63.25
Tauá,1980,372.4,31.03
Brejo Santo,1980,1134.1,94.51
Lavras da Mangabeira,1980,747.0,62.25
Caririaçu,1980,1001.5,83.46
Aurora,1980,841.0,70.08
Maracanaú,1980,595.8,49.65
Meruoca,1980,1258.2,104.85
Pacatuba,1980,882.7,73.56
General Sampaio,1980,0.0,
São João do Jaguaribe,1980,742.1,61.84
Guaiúba,1980,777.0,64.75
Crateús,1980,494.0,41.17
Palmácia,1980,1191.3,99.28
Mucambo,1980,774.9,64.58
Martinópole,1980,886.5,73.88
Jaguaribara,1980,594.3,49.53
Tabuleiro do Norte,1980,607.0,50.58
Acopiara,1980,890.0,74.17
Saboeiro,1980,607.4,50.62
Pacoti,1980,1382.2,115.18
Quixeramobim,1980,949.3,79.11
Cariré,1980,926.0,77.17
Alto Santo,1980,777.0,64.75
Barro,1980,853.3,71.11
Itaiçaba,1980,0.0,
Crato,1980,1152.0,96.0
Itapiúna,1980,491.0,40.92
Limoeiro do Norte,1980,824.3,68.69
Acaraú,1980,346.9,28.91
Várzea Alegre,1980,903.1,75.26
Jardim,1980,890.8,74.23
Pacajus,1980,862.2,71.85
Itapajé,1980,699.0,58.25
Mulungu,1980,779.7,64.98
Porteiras,1980,979.1,81.59
Jaguaribe,1980,707.3,58.94
Reriutaba,1980,673.2,56.1
Aratuba,1980,981.1,81.76
Capistrano,1980,642.0,53.5
Boa Viagem,1980,350.3,29.19
Antonina do Norte,1980,0.0,
Jucás,1980,763.2,63.6
Arneiroz,1980,522.8,43.57
Cedro,1980,869.1,72.42
Barbalha,1980,919.8,76.65
Ipu,1980,1071.3,89.28
Cascavel,1980,1057.1,88.09
Assaré,1980,546.2,45.52
Guaramiranga,1980,1521.8,126.82
Tianguá,1980,896.8,74.73
Parambu,1980,554.6,46.22
Baturité,1980,863.0,71.92
Ipaumirim,1980,919.8,76.65
Aquiraz,1980,880.7,73.39
Hidrolândia,1980,696.9,58.08
Camocim,1980,770.7,64.22
Pentecoste,1980,470.9,39.24
Miraíma,1980,0.0,
Tamboril,1980,517.3,43.11
Deputado Irapuan Pinheiro,1980,843.9,70.33
Senador Pompeu,1980,630.0,52.5
Novo Oriente,1980,405.6,33.8
Forquilha,1980,294.2,24.52
Uruburetama,1980,704.4,58.7
Ipueiras,1980,822.7,68.56
Milagres,1980,1127.2,93.93
Ibiapina,1980,1394.0,116.17
Araripe,1980,680.5,56.71
Solonópole,1980,585.3,48.77
Trairi,1980,825.7,68.81
Santana do Acaraú,1980,526.7,43.89
Milhã,1980,546.4,45.53
Itatira,1980,569.2,47.43
Mauriti,1980,800.8,66.73
Jaguaretama,1980,439.7,36.64
Fortaleza,1980,1216.0,101.33
Russas,1980,697.5,58.12
Sobral,1980,573.0,47.75
Aiuaba,1980,465.7,38.81
Independência,1980,526.7,43.89
Juazeiro do Norte,1980,1129.9,94.16
Coreaú,1980,630.7,52.56
Uruoca,1980,757.3,63.11
Santa Quitéria,1980,558.7,46.56
Iguatu,1980,1045.0,87.08
Canindé,1980,496.2,41.35
Caucaia,1980,1142.3,95.19
Redenção,1980,1087.4,90.62
Umari,1980,850.7,70.89
