Nome,ano,chuva_total,chuva_media,id
Potiretama,1998,221.9,18.49,"2311231"
Itaitinga,1998,812.0,67.67,"2306256"
Altaneira,1998,500.0,41.67,"2300606"
Farias Brito,1998,879.3,73.28,"2304301"
Jati,1998,551.5,45.96,"2307205"
Nova Olinda,1998,601.1,50.09,"2309201"
Quixadá,1998,268.1,22.34,"2311306"
Pereiro,1998,392.8,32.73,"2310803"
Groaíras,1998,391.0,32.58,"2304905"
Cariús,1998,617.9,51.49,"2303303"
Graça,1998,448.8,37.4,"2304657"
Choró,1998,288.3,24.03,"2303931"
Jaguaruana,1998,302.8,25.23,"2307007"
Viçosa do Ceará,1998,1218.99,101.58,"2314102"
São Luís do Curu,1998,494.0,41.17,"2312601"
Baixio,1998,406.5,33.88,"2301802"
Piquet Carneiro,1998,298.2,24.85,"2310902"
Tururu,1998,857.2,71.43,"2313559"
Morada Nova,1998,392.17,32.68,"2308708"
Quixelô,1998,602.9,50.24,"2311355"
Nova Russas,1998,351.0,29.25,"2309300"
Acarape,1998,708.8,59.07,"2300150"
Aracati,1998,379.1,31.59,"2301109"
Orós,1998,420.3,35.02,"2309508"
Monsenhor Tabosa,1998,287.9,23.99,"2308609"
Itapipoca,1998,836.88,69.74,"2306405"
Mombaça,1998,454.8,37.9,"2308500"
Marco,1998,392.2,32.68,"2307809"
Pires Ferreira,1998,445.5,37.12,"2310951"
Catarina,1998,405.0,33.75,"2303600"
Ererê,1998,345.0,28.75,"2304277"
Guaraciaba do Norte,1998,507.55,42.3,"2305001"
Iracema,1998,366.0,30.5,"2306009"
Croatá,1998,169.25,14.1,"2304236"
Paramoti,1998,228.4,19.03,"2310407"
Ubajara,1998,1072.5,89.38,"2313609"
Ipaporanga,1998,463.6,38.63,"2305654"
Carnaubal,1998,268.6,22.38,"2303402"
Massapê,1998,476.7,39.73,"2308005"
Chaval,1998,811.6,67.63,"2303907"
São Benedito,1998,802.4,66.87,"2312304"
Aracoiaba,1998,600.9,50.07,"2301208"
Potengi,1998,197.3,16.44,"2311207"
Granja,1998,881.6,73.47,"2304707"
Missão Velha,1998,926.05,77.17,"2308401"
Poranga,1998,395.0,32.92,"2311009"
Granjeiro,1998,434.7,36.23,"2304806"
Senador Sá,1998,486.7,40.56,"2312809"
Icó,1998,428.1,35.68,"2305407"
Pedra Branca,1998,543.9,45.33,"2310506"
Tarrafas,1998,512.8,42.73,"2313252"
Maranguape,1998,613.7,51.14,"2307700"
Palhano,1998,239.0,19.92,"2310001"
Campos Sales,1998,285.0,23.75,"2302701"
Caridade,1998,188.8,15.73,"2303006"
São Gonçalo do Amara,1998,461.0,38.42,"2312403"
Horizonte,1998,553.8,46.15,"2305233"
Paracuru,1998,914.8,76.23,"2310209"
Santana do Cariri,1998,574.5,47.88,"2312106"
Amontada,1998,337.3,28.11,"2300754"
Quiterianópolis,1998,345.8,28.82,"2311264"
Tauá,1998,291.42,24.29,"2313302"
Brejo Santo,1998,565.6,47.13,"2302503"
Lavras da Mangabeira,1998,618.3,51.52,"2307502"
Ocara,1998,348.88,29.07,"2309458"
Caririaçu,1998,571.1,47.59,"2303204"
Aurora,1998,498.05,41.5,"2301703"
Barreira,1998,499.9,41.66,"2301950"
Maracanaú,1998,933.6,77.8,"2307650"
Bela Cruz,1998,454.5,37.88,"2302305"
Meruoca,1998,961.8,80.15,"2308203"
Pacatuba,1998,809.8,67.48,"2309706"
Frecheirinha,1998,728.0,60.67,"2304509"
Pacujá,1998,660.5,55.04,"2309904"
Salitre,1998,335.0,27.92,"2311959"
General Sampaio,1998,435.75,36.31,"2304608"
Banabuiú,1998,269.9,22.49,"2301851"
São João do Jaguarib,1998,268.0,22.33,"2312502"
Abaiara,1998,788.2,65.68,"2300101"
Umirim,1998,266.7,22.22,"2313757"
Irauçuba,1998,144.9,12.08,"2306108"
Guaiúba,1998,620.6,51.72,"2304954"
Crateús,1998,316.95,26.41,"2304103"
Palmácia,1998,871.8,72.65,"2310100"
Beberibe,1998,556.6,46.38,"2302206"
Mucambo,1998,645.7,53.81,"2309003"
Martinópole,1998,855.0,71.25,"2307908"
Jaguaribara,1998,300.7,25.06,"2306801"
Tabuleiro do Norte,1998,349.4,29.12,"2313104"
Acopiara,1998,409.6,34.13,"2300309"
Saboeiro,1998,436.2,36.35,"2311900"
Pacoti,1998,1003.5,83.63,"2309805"
Quixeramobim,1998,339.18,28.26,"2311405"
Cariré,1998,473.0,39.42,"2303105"
Alto Santo,1998,369.0,30.75,"2300705"
Barro,1998,470.65,39.22,"2302008"
Itaiçaba,1998,289.5,24.12,"2306207"
Barroquinha,1998,546.0,45.5,"2302057"
Crato,1998,897.2,74.77,"2304202"
Moraújo,1998,371.0,30.92,"2308807"
Itapiúna,1998,444.55,37.05,"2306504"
Limoeiro do Norte,1998,386.1,32.18,"2307601"
Catunda,1998,502.4,41.87,"2303659"
Chorozinho,1998,305.2,25.43,"2303956"
Madalena,1998,239.6,19.97,"2307635"
Acaraú,1998,785.9,65.49,"2300200"
Várzea Alegre,1998,555.3,46.28,"2314003"
Jardim,1998,426.7,35.56,"2307106"
Alcântaras,1998,311.8,25.98,"2300507"
Pacajus,1998,461.5,38.46,"2309607"
Ararendá,1998,450.5,37.54,"2301257"
Paraipaba,1998,882.5,73.54,"2310258"
Itapajé,1998,711.1,59.26,"2306306"
Mulungu,1998,717.0,59.75,"2309102"
