Municipio,Ano,Total,Media
Potiretama,1999,813.1,67.76
Itaitinga,1999,968.4,80.7
Altaneira,1999,843.0,70.25
Farias Brito,1999,1051.8,87.65
Jati,1999,819.4,68.28
Nova Olinda,1999,963.0,80.25
Quixadá,1999,552.7,46.06
Pereiro,1999,851.65,70.97
Groaíras,1999,939.0,78.25
Cariús,1999,639.0,53.25
Graça,1999,954.8,79.57
Choró,1999,654.4,54.53
Jaguaruana,1999,477.1,39.76
Viçosa do Ceará,1999,930.92,77.58
São Luís do Curu,1999,798.0,66.5
Baixio,1999,685.6,57.13
Piquet Carneiro,1999,693.0,57.75
Tururu,1999,1107.0,92.25
Morada Nova,1999,798.15,66.51
Quixelô,1999,835.0,69.58
Nova Russas,1999,1168.7,97.39
Acarape,1999,832.2,69.35
Aracati,1999,561.2,46.77
Orós,1999,872.4,72.7
Monsenhor Tabosa,1999,566.75,47.23
Itapipoca,1999,1217.6,101.47
Mombaça,1999,615.9,51.32
Marco,1999,1003.5,83.63
Pires Ferreira,1999,845.2,70.43
Catarina,1999,675.7,56.31
Ererê,1999,795.0,66.25
Guaraciaba do Norte,1999,925.35,77.11
Iracema,1999,749.7,62.48
Croatá,1999,635.9,52.99
Paramoti,1999,534.0,44.5
Ubajara,1999,1141.6,95.13
Ipaporanga,1999,865.3,72.11
Carnaubal,1999,517.1,43.09
Massapê,1999,1024.6,85.38
Chaval,1999,927.2,77.27
São Benedito,1999,1142.1,95.17
Aracoiaba,1999,822.4,68.53
Potengi,1999,690.4,57.53
Granja,1999,1163.33,96.94
Missão Velha,1999,1120.5,93.38
Poranga,1999,789.3,65.77
Granjeiro,1999,1268.1,105.67
Senador Sá,1999,994.65,82.89
Icó,1999,811.85,67.65
Pedra Branca,1999,639.3,53.28
Tarrafas,1999,611.4,50.95
Maranguape,1999,922.6,76.88
Palhano,1999,676.7,56.39
Campos Sales,1999,602.75,50.23
Caridade,1999,485.1,40.42
São Gonçalo do Amarante,1999,1209.5,100.79
Horizonte,1999,901.3,75.11
Paracuru,1999,1475.6,122.97
Santana do Cariri,1999,1089.8,90.82
Amontada,1999,1002.85,83.57
Quiterianópolis,1999,726.45,60.54
Tauá,1999,605.56,50.46
Brejo Santo,1999,1068.3,89.02
Lavras da Mangabeira,1999,817.05,68.09
Ocara,1999,597.62,49.8
Caririaçu,1999,1254.0,104.5
Aurora,1999,1122.15,93.51
Barreira,1999,589.2,49.1
Maracanaú,1999,838.9,69.91
Bela Cruz,1999,928.0,77.33
Meruoca,1999,1588.8,132.4
Pacatuba,1999,942.4,78.53
Frecheirinha,1999,875.0,72.92
Pacujá,1999,1185.1,98.76
Salitre,1999,689.0,57.42
General Sampaio,1999,640.88,53.41
Banabuiú,1999,879.6,73.3
São João do Jaguaribe,1999,489.8,40.82
Abaiara,1999,1153.8,96.15
Umirim,1999,775.7,64.64
Irauçuba,1999,469.15,39.1
Guaiúba,1999,866.6,72.22
Crateús,1999,932.79,77.73
Palmácia,1999,1325.5,110.46
Beberibe,1999,722.71,60.23
Mucambo,1999,1143.4,95.28
Martinópole,1999,1259.0,104.92
Jaguaribara,1999,712.3,59.36
Tabuleiro do Norte,1999,635.45,52.95
Acopiara,1999,630.05,52.5
Saboeiro,1999,495.6,41.3
Pacoti,1999,1353.5,112.79
Quixeramobim,1999,667.81,55.65
Cariré,1999,1124.1,93.67
Alto Santo,1999,810.8,67.57
Barro,1999,767.1,63.93
Itaiçaba,1999,329.9,27.49
Barroquinha,1999,1380.5,115.04
Crato,1999,1178.45,98.2
Moraújo,1999,1434.0,119.5
Itapiúna,1999,639.2,53.27
Limoeiro do Norte,1999,598.7,49.89
Catunda,1999,630.0,52.5
Chorozinho,1999,455.1,37.93
Madalena,1999,411.15,34.26
Acaraú,1999,1059.6,88.3
Várzea Alegre,1999,1072.1,89.34
Jardim,1999,596.8,49.73
Alcântaras,1999,975.1,81.26
Pacajus,1999,734.2,61.18
Ararendá,1999,819.1,68.26
Paraipaba,1999,1492.7,124.39
Itapajé,1999,708.25,59.02
Mulungu,1999,658.1,54.84
Varjota,1999,1061.8,88.48
Porteiras,1999,999.1,83.26
Jaguaribe,1999,651.99,54.33
Cruz,1999,865.0,72.08
Quixeré,1999,537.3,44.77
Fortim,1999,1115.0,92.92
Ibicuitinga,1999,552.6,46.05
Reriutaba,1999,975.8,81.32
