Municipio,Ano,Total,Media
Aratuba,1999,677.9,56.49
Capistrano,1999,772.0,64.33
Penaforte,1999,623.9,51.99
Boa Viagem,1999,630.3,52.52
Antonina do Norte,1999,631.4,52.62
Tejuçuoca,1999,439.5,36.62
Jucás,1999,625.8,52.15
Arneiroz,1999,546.7,45.56
Cedro,1999,863.05,71.92
Barbalha,1999,1105.0,92.08
Ipu,1999,965.9,80.49
Cascavel,1999,791.35,65.95
Assaré,1999,718.1,59.84
Guaramiranga,1999,1107.0,92.25
Tianguá,1999,1122.0,93.5
Parambu,1999,680.25,56.69
Baturité,1999,807.3,67.27
Icapuí,1999,640.5,53.38
Ipaumirim,1999,898.4,74.87
Aquiraz,1999,937.3,78.11
Hidrolândia,1999,796.0,66.33
Camocim,1999,1149.35,95.78
Pentecoste,1999,525.9,43.82
Miraíma,1999,843.7,70.31
Tamboril,1999,860.12,71.68
Deputado Irapuan Pinheiro,1999,723.3,60.27
Morrinhos,1999,1001.7,83.48
Itarema,1999,1084.85,90.4
Jijoca de Jericoacoara,1999,954.7,79.56
Senador Pompeu,1999,523.4,43.62
Novo Oriente,1999,1046.4,87.2
Forquilha,1999,726.2,60.52
Uruburetama,1999,1173.4,97.78
Ipueiras,1999,1089.95,90.83
Milagres,1999,1086.3,90.52
Ibiapina,1999,1509.0,125.75
Araripe,1999,823.9,68.66
Solonópole,1999,742.3,61.86
Trairi,1999,1507.0,125.58
Eusébio,1999,1269.4,105.78
Santana do Acaraú,1999,803.4,66.95
Milhã,1999,801.0,66.75
Itatira,1999,381.65,31.8
Mauriti,1999,843.85,70.32
Jaguaretama,1999,947.1,78.92
Fortaleza,1999,1321.07,110.09
Russas,1999,640.11,53.34
Sobral,1999,862.1,71.84
Aiuaba,1999,591.9,49.32
Independência,1999,531.3,44.28
Ibaretama,1999,548.8,45.73
Apuiarés,1999,868.5,72.38
Juazeiro do Norte,1999,984.5,82.04
Coreaú,1999,1152.8,96.07
Uruoca,1999,1232.5,102.71
Santa Quitéria,1999,726.62,60.55
Iguatu,1999,736.68,61.39
Canindé,1999,441.5,36.79
Pindoretama,1999,1039.0,86.58
Caucaia,1999,934.35,77.86
Redenção,1999,1059.4,88.28
Umari,1999,525.55,43.8
