"Posição","Nome","Localidade","2017-preliminar","Unidade","Multiplicador"
"1.2.1.3","Governo (federal, estadual ou municipal)","Mauriti","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Meruoca","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Milagres","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Milhã","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Miraíma","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Missão Velha","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Mombaça","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Monsenhor Tabosa","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Morada Nova","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Moraújo","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Morrinhos","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Mucambo","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Mulungu","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Nova Olinda","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Nova Russas","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Novo Oriente","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Ocara","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Orós","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pacajus","1","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pacatuba","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pacoti","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pacujá","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Palhano","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Palmácia","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Paracuru","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Paraipaba","1","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Parambu","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Paramoti","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pedra Branca","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Penaforte","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pentecoste","1","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pereiro","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pindoretama","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Piquet Carneiro","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Pires Ferreira","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Poranga","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Porteiras","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Potengi","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Potiretama","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Quiterianópolis","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Quixadá","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Quixelô","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Quixeramobim","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Quixeré","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Redenção","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Reriutaba","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Russas","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Saboeiro","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Salitre","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Santana do Acaraú","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Santana do Cariri","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Santa Quitéria","1","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","São Benedito","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","São Gonçalo do Amarante","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","São João do Jaguaribe","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","São Luís do Curu","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Senador Pompeu","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Senador Sá","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Sobral","1","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Solonópole","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tabuleiro do Norte","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tamboril","1","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tarrafas","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tauá","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tejuçuoca","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tianguá","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Trairi","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Tururu","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Ubajara","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Umari","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Umirim","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Uruburetama","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Uruoca","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Varjota","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Várzea Alegre","-","estabelecimentos",1
"1.2.1.3","Governo (federal, estadual ou municipal)","Viçosa do Ceará","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Abaiara","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Acarape","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Acaraú","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Acopiara","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Aiuaba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Alcântaras","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Altaneira","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Alto Santo","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Amontada","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Antonina do Norte","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Apuiarés","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Aquiraz","2","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Aracati","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Aracoiaba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ararendá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Araripe","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Aratuba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Arneiroz","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Assaré","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Aurora","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Baixio","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Banabuiú","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Barbalha","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Barreira","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Barro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Barroquinha","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Baturité","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Beberibe","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Bela Cruz","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Boa Viagem","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Brejo Santo","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Camocim","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Campos Sales","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Canindé","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Capistrano","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Caridade","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Cariré","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Caririaçu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Cariús","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Carnaubal","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Cascavel","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Catarina","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Catunda","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Caucaia","2","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Cedro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Chaval","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Choró","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Chorozinho","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Coreaú","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Crateús","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Crato","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Croatá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Cruz","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Deputado Irapuan Pinheiro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ererê","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Eusébio","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Farias Brito","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Forquilha","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Fortaleza","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Fortim","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Frecheirinha","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","General Sampaio","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Graça","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Granja","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Granjeiro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Groaíras","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Guaiúba","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Guaraciaba do Norte","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Guaramiranga","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Hidrolândia","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Horizonte","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ibaretama","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ibiapina","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ibicuitinga","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Icapuí","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Icó","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Iguatu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Independência","3","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ipaporanga","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ipaumirim","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ipu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ipueiras","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Iracema","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Irauçuba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itaiçaba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itaitinga","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itapajé","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itapipoca","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itapiúna","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itarema","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Itatira","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jaguaretama","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jaguaribara","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jaguaribe","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jaguaruana","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jardim","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jati","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jijoca de Jericoacoara","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Juazeiro do Norte","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Jucás","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Lavras da Mangabeira","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Limoeiro do Norte","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Madalena","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Maracanaú","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Maranguape","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Marco","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Martinópole","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Massapê","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Mauriti","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Meruoca","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Milagres","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Milhã","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Miraíma","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Missão Velha","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Mombaça","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Monsenhor Tabosa","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Morada Nova","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Moraújo","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Morrinhos","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Mucambo","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Mulungu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Nova Olinda","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Nova Russas","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Novo Oriente","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ocara","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Orós","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pacajus","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pacatuba","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pacoti","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pacujá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Palhano","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Palmácia","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Paracuru","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Paraipaba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Parambu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Paramoti","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pedra Branca","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Penaforte","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pentecoste","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pereiro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pindoretama","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Piquet Carneiro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Pires Ferreira","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Poranga","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Porteiras","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Potengi","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Potiretama","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Quiterianópolis","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Quixadá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Quixelô","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Quixeramobim","3","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Quixeré","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Redenção","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Reriutaba","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Russas","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Saboeiro","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Salitre","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Santana do Acaraú","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Santana do Cariri","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Santa Quitéria","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","São Benedito","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","São Gonçalo do Amarante","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","São João do Jaguaribe","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","São Luís do Curu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Senador Pompeu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Senador Sá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Sobral","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Solonópole","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tabuleiro do Norte","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tamboril","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tarrafas","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tauá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tejuçuoca","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tianguá","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Trairi","1","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Tururu","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Ubajara","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Umari","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Umirim","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Uruburetama","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Uruoca","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Varjota","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Várzea Alegre","-","estabelecimentos",1
"1.2.1.4","Instituição de utilidade pública","Viçosa do Ceará","1","estabelecimentos",1
"1.2.1.5","Produtor individual","Abaiara","682","estabelecimentos",1
"1.2.1.5","Produtor individual","Acarape","728","estabelecimentos",1
"1.2.1.5","Produtor individual","Acaraú","4414","estabelecimentos",1
"1.2.1.5","Produtor individual","Acopiara","4632","estabelecimentos",1
"1.2.1.5","Produtor individual","Aiuaba","1793","estabelecimentos",1
"1.2.1.5","Produtor individual","Alcântaras","556","estabelecimentos",1
"1.2.1.5","Produtor individual","Altaneira","421","estabelecimentos",1
"1.2.1.5","Produtor individual","Alto Santo","1342","estabelecimentos",1
"1.2.1.5","Produtor individual","Amontada","2248","estabelecimentos",1
"1.2.1.5","Produtor individual","Antonina do Norte","331","estabelecimentos",1
"1.2.1.5","Produtor individual","Apuiarés","1213","estabelecimentos",1
"1.2.1.5","Produtor individual","Aquiraz","4077","estabelecimentos",1
"1.2.1.5","Produtor individual","Aracati","2614","estabelecimentos",1
"1.2.1.5","Produtor individual","Aracoiaba","2514","estabelecimentos",1
"1.2.1.5","Produtor individual","Ararendá","926","estabelecimentos",1
"1.2.1.5","Produtor individual","Araripe","2111","estabelecimentos",1
"1.2.1.5","Produtor individual","Aratuba","1313","estabelecimentos",1
"1.2.1.5","Produtor individual","Arneiroz","1203","estabelecimentos",1
"1.2.1.5","Produtor individual","Assaré","1711","estabelecimentos",1
"1.2.1.5","Produtor individual","Aurora","2306","estabelecimentos",1
"1.2.1.5","Produtor individual","Baixio","410","estabelecimentos",1
"1.2.1.5","Produtor individual","Banabuiú","759","estabelecimentos",1
"1.2.1.5","Produtor individual","Barbalha","2629","estabelecimentos",1
"1.2.1.5","Produtor individual","Barreira","1525","estabelecimentos",1
"1.2.1.5","Produtor individual","Barro","1561","estabelecimentos",1
"1.2.1.5","Produtor individual","Barroquinha","861","estabelecimentos",1
"1.2.1.5","Produtor individual","Baturité","1714","estabelecimentos",1
"1.2.1.5","Produtor individual","Beberibe","2380","estabelecimentos",1
"1.2.1.5","Produtor individual","Bela Cruz","1661","estabelecimentos",1
"1.2.1.5","Produtor individual","Boa Viagem","4122","estabelecimentos",1
"1.2.1.5","Produtor individual","Brejo Santo","1510","estabelecimentos",1
"1.2.1.5","Produtor individual","Camocim","1929","estabelecimentos",1
"1.2.1.5","Produtor individual","Campos Sales","2387","estabelecimentos",1
"1.2.1.5","Produtor individual","Canindé","3548","estabelecimentos",1
"1.2.1.5","Produtor individual","Capistrano","1730","estabelecimentos",1
"1.2.1.5","Produtor individual","Caridade","1106","estabelecimentos",1
"1.2.1.5","Produtor individual","Cariré","1689","estabelecimentos",1
"1.2.1.5","Produtor individual","Caririaçu","2068","estabelecimentos",1
"1.2.1.5","Produtor individual","Cariús","2475","estabelecimentos",1
"1.2.1.5","Produtor individual","Carnaubal","518","estabelecimentos",1
"1.2.1.5","Produtor individual","Cascavel","1725","estabelecimentos",1
"1.2.1.5","Produtor individual","Catarina","1177","estabelecimentos",1
"1.2.1.5","Produtor individual","Catunda","1014","estabelecimentos",1
"1.2.1.5","Produtor individual","Caucaia","2021","estabelecimentos",1
"1.2.1.5","Produtor individual","Cedro","2242","estabelecimentos",1
"1.2.1.5","Produtor individual","Chaval","387","estabelecimentos",1
"1.2.1.5","Produtor individual","Choró","1082","estabelecimentos",1
"1.2.1.5","Produtor individual","Chorozinho","1233","estabelecimentos",1
"1.2.1.5","Produtor individual","Coreaú","1267","estabelecimentos",1
"1.2.1.5","Produtor individual","Crateús","3436","estabelecimentos",1
"1.2.1.5","Produtor individual","Crato","2422","estabelecimentos",1
"1.2.1.5","Produtor individual","Croatá","1248","estabelecimentos",1
"1.2.1.5","Produtor individual","Cruz","869","estabelecimentos",1
"1.2.1.5","Produtor individual","Deputado Irapuan Pinheiro","1143","estabelecimentos",1
"1.2.1.5","Produtor individual","Ererê","490","estabelecimentos",1
"1.2.1.5","Produtor individual","Eusébio","174","estabelecimentos",1
"1.2.1.5","Produtor individual","Farias Brito","1351","estabelecimentos",1
"1.2.1.5","Produtor individual","Forquilha","513","estabelecimentos",1
"1.2.1.5","Produtor individual","Fortaleza","240","estabelecimentos",1
"1.2.1.5","Produtor individual","Fortim","409","estabelecimentos",1
"1.2.1.5","Produtor individual","Frecheirinha","724","estabelecimentos",1
"1.2.1.5","Produtor individual","General Sampaio","380","estabelecimentos",1
"1.2.1.5","Produtor individual","Graça","1387","estabelecimentos",1
"1.2.1.5","Produtor individual","Granja","3530","estabelecimentos",1
"1.2.1.5","Produtor individual","Granjeiro","233","estabelecimentos",1
"1.2.1.5","Produtor individual","Groaíras","1109","estabelecimentos",1
"1.2.1.5","Produtor individual","Guaiúba","1076","estabelecimentos",1
"1.2.1.5","Produtor individual","Guaraciaba do Norte","1448","estabelecimentos",1
"1.2.1.5","Produtor individual","Guaramiranga","252","estabelecimentos",1
"1.2.1.5","Produtor individual","Hidrolândia","2013","estabelecimentos",1
"1.2.1.5","Produtor individual","Horizonte","409","estabelecimentos",1
"1.2.1.5","Produtor individual","Ibaretama","1383","estabelecimentos",1
"1.2.1.5","Produtor individual","Ibiapina","1686","estabelecimentos",1
"1.2.1.5","Produtor individual","Ibicuitinga","827","estabelecimentos",1
"1.2.1.5","Produtor individual","Icapuí","1128","estabelecimentos",1
"1.2.1.5","Produtor individual","Icó","4258","estabelecimentos",1
"1.2.1.5","Produtor individual","Iguatu","3004","estabelecimentos",1
"1.2.1.5","Produtor individual","Independência","2176","estabelecimentos",1
"1.2.1.5","Produtor individual","Ipaporanga","574","estabelecimentos",1
"1.2.1.5","Produtor individual","Ipaumirim","864","estabelecimentos",1
"1.2.1.5","Produtor individual","Ipu","1860","estabelecimentos",1
"1.2.1.5","Produtor individual","Ipueiras","2420","estabelecimentos",1
"1.2.1.5","Produtor individual","Iracema","606","estabelecimentos",1
"1.2.1.5","Produtor individual","Irauçuba","1513","estabelecimentos",1
"1.2.1.5","Produtor individual","Itaiçaba","471","estabelecimentos",1
"1.2.1.5","Produtor individual","Itaitinga","632","estabelecimentos",1
"1.2.1.5","Produtor individual","Itapajé","1539","estabelecimentos",1
"1.2.1.5","Produtor individual","Itapipoca","4708","estabelecimentos",1
"1.2.1.5","Produtor individual","Itapiúna","1888","estabelecimentos",1
"1.2.1.5","Produtor individual","Itarema","2036","estabelecimentos",1
"1.2.1.5","Produtor individual","Itatira","1248","estabelecimentos",1
"1.2.1.5","Produtor individual","Jaguaretama","1735","estabelecimentos",1
"1.2.1.5","Produtor individual","Jaguaribara","604","estabelecimentos",1
