"Posição","Nome","Localidade","2017-preliminar","Unidade","Multiplicador"
"1.2.3.4","Antigo primário (elementar)","Orós","108","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pacajus","106","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pacatuba","5","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pacoti","31","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pacujá","13","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Palhano","35","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Palmácia","14","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Paracuru","40","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Paraipaba","136","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Parambu","320","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Paramoti","13","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pedra Branca","323","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Penaforte","22","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pentecoste","148","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pereiro","188","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pindoretama","170","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Piquet Carneiro","124","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Pires Ferreira","125","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Poranga","225","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Porteiras","214","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Potengi","18","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Potiretama","38","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Quiterianópolis","265","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Quixadá","137","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Quixelô","193","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Quixeramobim","602","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Quixeré","152","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Redenção","217","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Reriutaba","138","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Russas","450","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Saboeiro","25","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Salitre","163","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Santana do Acaraú","227","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Santana do Cariri","98","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Santa Quitéria","351","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","São Benedito","797","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","São Gonçalo do Amarante","62","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","São João do Jaguaribe","88","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","São Luís do Curu","2","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Senador Pompeu","336","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Senador Sá","10","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Sobral","480","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Solonópole","268","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tabuleiro do Norte","261","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tamboril","266","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tarrafas","35","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tauá","657","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tejuçuoca","14","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tianguá","218","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Trairi","577","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Tururu","18","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Ubajara","418","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Umari","28","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Umirim","214","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Uruburetama","44","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Uruoca","19","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Varjota","27","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Várzea Alegre","57","estabelecimentos",1
"1.2.3.4","Antigo primário (elementar)","Viçosa do Ceará","582","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Abaiara","28","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Acarape","37","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Acaraú","69","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Acopiara","90","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Aiuaba","43","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Alcântaras","3","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Altaneira","13","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Alto Santo","38","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Amontada","81","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Antonina do Norte","17","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Apuiarés","48","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Aquiraz","354","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Aracati","50","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Aracoiaba","30","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ararendá","3","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Araripe","41","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Aratuba","2","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Arneiroz","168","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Assaré","92","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Aurora","79","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Baixio","11","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Banabuiú","42","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Barbalha","52","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Barreira","19","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Barro","161","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Barroquinha","13","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Baturité","111","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Beberibe","27","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Bela Cruz","22","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Boa Viagem","55","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Brejo Santo","101","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Camocim","45","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Campos Sales","90","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Canindé","53","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Capistrano","43","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Caridade","14","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Cariré","31","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Caririaçu","98","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Cariús","23","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Carnaubal","19","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Cascavel","88","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Catarina","19","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Catunda","12","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Caucaia","66","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Cedro","86","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Chaval","4","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Choró","92","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Chorozinho","1","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Coreaú","26","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Crateús","177","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Crato","67","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Croatá","48","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Cruz","18","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Deputado Irapuan Pinheiro","28","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ererê","9","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Eusébio","58","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Farias Brito","21","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Forquilha","24","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Fortaleza","-","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Fortim","4","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Frecheirinha","14","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","General Sampaio","11","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Graça","133","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Granja","41","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Granjeiro","13","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Groaíras","28","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Guaiúba","70","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Guaraciaba do Norte","28","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Guaramiranga","1","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Hidrolândia","26","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Horizonte","46","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ibaretama","11","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ibiapina","96","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ibicuitinga","1","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Icapuí","58","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Icó","147","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Iguatu","81","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Independência","38","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ipaporanga","33","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ipaumirim","126","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ipu","41","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ipueiras","123","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Iracema","9","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Irauçuba","17","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itaiçaba","6","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itaitinga","20","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itapajé","17","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itapipoca","398","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itapiúna","12","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itarema","55","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Itatira","77","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jaguaretama","46","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jaguaribara","7","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jaguaribe","100","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jaguaruana","41","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jardim","11","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jati","16","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jijoca de Jericoacoara","14","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Juazeiro do Norte","13","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Jucás","6","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Lavras da Mangabeira","50","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Limoeiro do Norte","36","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Madalena","5","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Maracanaú","-","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Maranguape","69","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Marco","5","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Martinópole","-","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Massapê","96","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Mauriti","42","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Meruoca","17","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Milagres","229","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Milhã","3","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Miraíma","13","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Missão Velha","41","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Mombaça","184","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Monsenhor Tabosa","19","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Morada Nova","99","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Moraújo","49","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Morrinhos","5","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Mucambo","90","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Mulungu","112","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Nova Olinda","115","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Nova Russas","20","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Novo Oriente","46","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ocara","2","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Orós","30","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pacajus","15","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pacatuba","6","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pacoti","14","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pacujá","7","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Palhano","48","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Palmácia","82","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Paracuru","37","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Paraipaba","55","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Parambu","30","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Paramoti","2","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pedra Branca","99","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Penaforte","1","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pentecoste","26","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pereiro","3","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pindoretama","108","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Piquet Carneiro","8","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Pires Ferreira","10","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Poranga","24","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Porteiras","7","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Potengi","11","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Potiretama","8","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Quiterianópolis","8","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Quixadá","74","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Quixelô","27","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Quixeramobim","131","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Quixeré","27","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Redenção","87","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Reriutaba","51","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Russas","125","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Saboeiro","24","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Salitre","13","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Santana do Acaraú","14","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Santana do Cariri","6","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Santa Quitéria","148","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","São Benedito","185","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","São Gonçalo do Amarante","30","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","São João do Jaguaribe","28","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","São Luís do Curu","1","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Senador Pompeu","103","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Senador Sá","9","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Sobral","142","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Solonópole","70","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tabuleiro do Norte","23","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tamboril","36","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tarrafas","10","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tauá","76","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tejuçuoca","15","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tianguá","81","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Trairi","48","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Tururu","4","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Ubajara","163","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Umari","52","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Umirim","10","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Uruburetama","10","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Uruoca","15","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Varjota","7","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Várzea Alegre","16","estabelecimentos",1
"1.2.3.5","Antigo ginasial (médio 1º ciclo)","Viçosa do Ceará","55","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Abaiara","160","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Acarape","170","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Acaraú","1594","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Acopiara","1559","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Aiuaba","490","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Alcântaras","144","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Altaneira","89","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Alto Santo","343","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Amontada","725","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Antonina do Norte","36","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Apuiarés","463","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Aquiraz","612","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Aracati","714","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Aracoiaba","938","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Ararendá","451","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Araripe","790","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Aratuba","737","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Arneiroz","53","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Assaré","595","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Aurora","478","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Baixio","265","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Banabuiú","182","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Barbalha","996","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Barreira","294","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Barro","302","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Barroquinha","23","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Baturité","705","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Beberibe","966","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Bela Cruz","797","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Boa Viagem","1853","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Brejo Santo","477","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Camocim","291","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Campos Sales","501","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Canindé","1574","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Capistrano","572","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Caridade","420","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Cariré","308","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Caririaçu","562","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Cariús","710","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Carnaubal","191","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Cascavel","659","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Catarina","254","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Catunda","125","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Caucaia","628","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Cedro","506","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Chaval","96","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Choró","215","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Chorozinho","601","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Coreaú","96","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Crateús","1941","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Crato","707","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Croatá","302","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Cruz","329","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Deputado Irapuan Pinheiro","297","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Ererê","87","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Eusébio","15","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Farias Brito","592","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Forquilha","114","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Fortaleza","83","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Fortim","136","estabelecimentos",1
"1.2.3.6","Regular do ensino fundamental ou 1º grau","Frecheirinha","294","estabelecimentos",1
