"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1.2.1.1.2.1.2","Privado","Araripe","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Aratuba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Arneiroz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Assaré","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Aurora","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Baixio","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Banabuiú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Barbalha","2","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Barreira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Barro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Barroquinha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Baturité","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Beberibe","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Bela Cruz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Boa Viagem","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Brejo Santo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Camocim","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Campos Sales","2","2","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Canindé","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Capistrano","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Caridade","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Cariré","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Caririaçu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Cariús","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Carnaubal","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Cascavel","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Catarina","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Catunda","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Caucaia","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Cedro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Chaval","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Choró","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Chorozinho","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Coreaú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Crateús","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Crato","1","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Croatá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Cruz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Deputado Irapuan Pinheiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ererê","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Eusébio","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Farias Brito","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Forquilha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Fortaleza","0","7","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Fortim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Frecheirinha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","General Sampaio","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Graça","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Granja","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Granjeiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Groaíras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Guaiúba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Guaraciaba do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Guaramiranga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Hidrolândia","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Horizonte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ibaretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ibiapina","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ibicuitinga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Icapuí","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Icó","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Iguatu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Independência","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ipaporanga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ipaumirim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ipu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ipueiras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Iracema","1","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Irauçuba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itaiçaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itaitinga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itapajé","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itapipoca","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itapiúna","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itarema","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Itatira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jaguaretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jaguaribara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jaguaribe","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jaguaruana","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jardim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jati","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jijoca de Jericoacoara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Juazeiro do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Jucás","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Lavras da Mangabeira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Limoeiro do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Madalena","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Maracanaú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Maranguape","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Marco","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Martinópole","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Massapê","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Mauriti","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Meruoca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Milagres","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Milhã","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Miraíma","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Missão Velha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Mombaça","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Monsenhor Tabosa","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Morada Nova","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Moraújo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Morrinhos","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Mucambo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Mulungu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Nova Olinda","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Nova Russas","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Novo Oriente","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ocara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Orós","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pacajus","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pacatuba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pacoti","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pacujá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Palhano","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Palmácia","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Paracuru","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Paraipaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Parambu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Paramoti","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pedra Branca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Penaforte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pentecoste","0","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pereiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pindoretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Piquet Carneiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Pires Ferreira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Poranga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Porteiras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Potengi","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Potiretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Quiterianópolis","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Quixadá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Quixelô","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Quixeramobim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Quixeré","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Redenção","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Reriutaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Russas","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Saboeiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Salitre","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Santana do Acaraú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Santana do Cariri","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Santa Quitéria","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","São Benedito","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","São Gonçalo do Amarante","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","São João do Jaguaribe","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","São Luís do Curu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Senador Pompeu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Senador Sá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Sobral","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Solonópole","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tabuleiro do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tamboril","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tarrafas","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tauá","1","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tejuçuoca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tianguá","1","1","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Trairi","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Tururu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Ubajara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Umari","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Umirim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Uruburetama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Uruoca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Varjota","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Várzea Alegre","0","0","estabelecimentos",1
"1.2.1.1.2.1.2","Privado","Viçosa do Ceará","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Abaiara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Acarape","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Acaraú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Acopiara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Aiuaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Alcântaras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Altaneira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Alto Santo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Amontada","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Antonina do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Apuiarés","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Aquiraz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Aracati","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Aracoiaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ararendá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Araripe","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Aratuba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Arneiroz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Assaré","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Aurora","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Baixio","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Banabuiú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Barbalha","2","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Barreira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Barro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Barroquinha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Baturité","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Beberibe","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Bela Cruz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Boa Viagem","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Brejo Santo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Camocim","1","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Campos Sales","1","2","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Canindé","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Capistrano","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Caridade","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Cariré","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Caririaçu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Cariús","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Carnaubal","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Cascavel","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Catarina","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Catunda","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Caucaia","1","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Cedro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Chaval","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Choró","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Chorozinho","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Coreaú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Crateús","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Crato","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Croatá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Cruz","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Deputado Irapuan Pinheiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ererê","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Eusébio","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Farias Brito","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Forquilha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Fortaleza","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Fortim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Frecheirinha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","General Sampaio","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Graça","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Granja","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Granjeiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Groaíras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Guaiúba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Guaraciaba do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Guaramiranga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Hidrolândia","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Horizonte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ibaretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ibiapina","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ibicuitinga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Icapuí","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Icó","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Iguatu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Independência","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ipaporanga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ipaumirim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ipu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ipueiras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Iracema","1","1","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Irauçuba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itaiçaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itaitinga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itapajé","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itapipoca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itapiúna","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itarema","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Itatira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jaguaretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jaguaribara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jaguaribe","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jaguaruana","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jardim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jati","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jijoca de Jericoacoara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Juazeiro do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Jucás","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Lavras da Mangabeira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Limoeiro do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Madalena","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Maracanaú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Maranguape","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Marco","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Martinópole","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Massapê","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Mauriti","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Meruoca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Milagres","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Milhã","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Miraíma","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Missão Velha","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Mombaça","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Monsenhor Tabosa","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Morada Nova","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Moraújo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Morrinhos","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Mucambo","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Mulungu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Nova Olinda","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Nova Russas","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Novo Oriente","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Ocara","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Orós","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pacajus","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pacatuba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pacoti","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pacujá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Palhano","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Palmácia","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Paracuru","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Paraipaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Parambu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Paramoti","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pedra Branca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Penaforte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pentecoste","0","1","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pereiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pindoretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Piquet Carneiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Pires Ferreira","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Poranga","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Porteiras","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Potengi","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Potiretama","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Quiterianópolis","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Quixadá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Quixelô","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Quixeramobim","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Quixeré","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Redenção","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Reriutaba","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Russas","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Saboeiro","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Salitre","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Santana do Acaraú","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Santana do Cariri","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Santa Quitéria","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","São Benedito","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","São Gonçalo do Amarante","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","São João do Jaguaribe","1","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","São Luís do Curu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Senador Pompeu","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Senador Sá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Sobral","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Solonópole","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tabuleiro do Norte","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tamboril","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tarrafas","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tauá","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tejuçuoca","0","0","estabelecimentos",1
"1.2.1.1.2.1.2.1","SUS","Tianguá","0","0","estabelecimentos",1
