"Posição","Nome","Localidade","2005","2009","Unidade","Multiplicador"
"1","Estabelecimentos de Saúde","Abaiara","3","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Acarape","10","14","estabelecimentos",1
"1","Estabelecimentos de Saúde","Acaraú","17","26","estabelecimentos",1
"1","Estabelecimentos de Saúde","Acopiara","13","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Aiuaba","7","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Alcântaras","5","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Altaneira","4","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Alto Santo","5","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Amontada","11","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Antonina do Norte","4","4","estabelecimentos",1
"1","Estabelecimentos de Saúde","Apuiarés","7","17","estabelecimentos",1
"1","Estabelecimentos de Saúde","Aquiraz","38","48","estabelecimentos",1
"1","Estabelecimentos de Saúde","Aracati","38","78","estabelecimentos",1
"1","Estabelecimentos de Saúde","Aracoiaba","17","18","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ararendá","4","5","estabelecimentos",1
"1","Estabelecimentos de Saúde","Araripe","13","14","estabelecimentos",1
"1","Estabelecimentos de Saúde","Aratuba","11","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Arneiroz","5","5","estabelecimentos",1
"1","Estabelecimentos de Saúde","Assaré","10","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Aurora","13","19","estabelecimentos",1
"1","Estabelecimentos de Saúde","Baixio","2","2","estabelecimentos",1
"1","Estabelecimentos de Saúde","Banabuiú","9","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Barbalha","39","56","estabelecimentos",1
"1","Estabelecimentos de Saúde","Barreira","14","18","estabelecimentos",1
"1","Estabelecimentos de Saúde","Barro","12","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Barroquinha","4","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Baturité","18","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Beberibe","30","63","estabelecimentos",1
"1","Estabelecimentos de Saúde","Bela Cruz","10","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Boa Viagem","27","31","estabelecimentos",1
"1","Estabelecimentos de Saúde","Brejo Santo","33","41","estabelecimentos",1
"1","Estabelecimentos de Saúde","Camocim","22","29","estabelecimentos",1
"1","Estabelecimentos de Saúde","Campos Sales","21","21","estabelecimentos",1
"1","Estabelecimentos de Saúde","Canindé","40","47","estabelecimentos",1
"1","Estabelecimentos de Saúde","Capistrano","12","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Caridade","7","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Cariré","9","14","estabelecimentos",1
"1","Estabelecimentos de Saúde","Caririaçu","19","43","estabelecimentos",1
"1","Estabelecimentos de Saúde","Cariús","13","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Carnaubal","13","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Cascavel","37","47","estabelecimentos",1
"1","Estabelecimentos de Saúde","Catarina","7","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Catunda","5","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Caucaia","57","57","estabelecimentos",1
"1","Estabelecimentos de Saúde","Cedro","22","28","estabelecimentos",1
"1","Estabelecimentos de Saúde","Chaval","4","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Choró","7","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Chorozinho","11","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Coreaú","6","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Crateús","40","51","estabelecimentos",1
"1","Estabelecimentos de Saúde","Crato","77","69","estabelecimentos",1
"1","Estabelecimentos de Saúde","Croatá","7","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Cruz","7","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Deputado Irapuan Pinheiro","4","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ererê","6","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Eusébio","20","26","estabelecimentos",1
"1","Estabelecimentos de Saúde","Farias Brito","10","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Forquilha","7","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Fortaleza","543","531","estabelecimentos",1
"1","Estabelecimentos de Saúde","Fortim","9","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Frecheirinha","5","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","General Sampaio","4","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Graça","10","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Granja","13","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Granjeiro","4","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Groaíras","11","5","estabelecimentos",1
"1","Estabelecimentos de Saúde","Guaiúba","15","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Guaraciaba do Norte","19","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Guaramiranga","4","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Hidrolândia","6","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Horizonte","13","21","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ibaretama","6","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ibiapina","12","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ibicuitinga","5","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Icapuí","11","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Icó","31","33","estabelecimentos",1
"1","Estabelecimentos de Saúde","Iguatu","62","63","estabelecimentos",1
"1","Estabelecimentos de Saúde","Independência","20","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ipaporanga","6","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ipaumirim","6","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ipu","17","23","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ipueiras","14","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Iracema","8","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Irauçuba","5","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itaiçaba","11","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itaitinga","20","20","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itapajé","22","38","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itapipoca","36","47","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itapiúna","10","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itarema","10","14","estabelecimentos",1
"1","Estabelecimentos de Saúde","Itatira","10","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jaguaretama","7","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jaguaribara","5","5","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jaguaribe","11","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jaguaruana","15","36","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jardim","14","19","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jati","9","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jijoca de Jericoacoara","8","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Juazeiro do Norte","77","132","estabelecimentos",1
"1","Estabelecimentos de Saúde","Jucás","8","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Lavras da Mangabeira","11","14","estabelecimentos",1
"1","Estabelecimentos de Saúde","Limoeiro do Norte","38","57","estabelecimentos",1
"1","Estabelecimentos de Saúde","Madalena","13","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Maracanaú","33","45","estabelecimentos",1
"1","Estabelecimentos de Saúde","Maranguape","33","44","estabelecimentos",1
"1","Estabelecimentos de Saúde","Marco","8","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Martinópole","4","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Massapê","5","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Mauriti","17","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Meruoca","6","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Milagres","12","34","estabelecimentos",1
"1","Estabelecimentos de Saúde","Milhã","7","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Miraíma","6","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Missão Velha","14","26","estabelecimentos",1
"1","Estabelecimentos de Saúde","Mombaça","12","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Monsenhor Tabosa","12","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Morada Nova","47","36","estabelecimentos",1
"1","Estabelecimentos de Saúde","Moraújo","4","5","estabelecimentos",1
"1","Estabelecimentos de Saúde","Morrinhos","5","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Mucambo","8","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Mulungu","5","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Nova Olinda","6","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Nova Russas","13","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Novo Oriente","11","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ocara","12","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Orós","10","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pacajus","19","21","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pacatuba","11","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pacoti","12","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pacujá","5","4","estabelecimentos",1
"1","Estabelecimentos de Saúde","Palhano","10","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Palmácia","9","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Paracuru","14","19","estabelecimentos",1
"1","Estabelecimentos de Saúde","Paraipaba","8","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Parambu","17","25","estabelecimentos",1
"1","Estabelecimentos de Saúde","Paramoti","9","13","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pedra Branca","14","18","estabelecimentos",1
"1","Estabelecimentos de Saúde","Penaforte","5","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pentecoste","19","26","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pereiro","5","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pindoretama","11","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Piquet Carneiro","6","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Pires Ferreira","4","3","estabelecimentos",1
"1","Estabelecimentos de Saúde","Poranga","4","5","estabelecimentos",1
"1","Estabelecimentos de Saúde","Porteiras","14","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Potengi","7","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Potiretama","2","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Quiterianópolis","15","16","estabelecimentos",1
"1","Estabelecimentos de Saúde","Quixadá","34","36","estabelecimentos",1
"1","Estabelecimentos de Saúde","Quixelô","9","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Quixeramobim","41","39","estabelecimentos",1
"1","Estabelecimentos de Saúde","Quixeré","11","15","estabelecimentos",1
"1","Estabelecimentos de Saúde","Redenção","22","29","estabelecimentos",1
"1","Estabelecimentos de Saúde","Reriutaba","7","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Russas","63","68","estabelecimentos",1
"1","Estabelecimentos de Saúde","Saboeiro","8","10","estabelecimentos",1
"1","Estabelecimentos de Saúde","Salitre","5","11","estabelecimentos",1
"1","Estabelecimentos de Saúde","Santana do Acaraú","10","14","estabelecimentos",1
"1","Estabelecimentos de Saúde","Santana do Cariri","8","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Santa Quitéria","20","24","estabelecimentos",1
"1","Estabelecimentos de Saúde","São Benedito","15","24","estabelecimentos",1
"1","Estabelecimentos de Saúde","São Gonçalo do Amarante","13","22","estabelecimentos",1
"1","Estabelecimentos de Saúde","São João do Jaguaribe","5","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","São Luís do Curu","9","12","estabelecimentos",1
"1","Estabelecimentos de Saúde","Senador Pompeu","19","20","estabelecimentos",1
"1","Estabelecimentos de Saúde","Senador Sá","4","4","estabelecimentos",1
"1","Estabelecimentos de Saúde","Sobral","53","100","estabelecimentos",1
"1","Estabelecimentos de Saúde","Solonópole","8","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tabuleiro do Norte","15","17","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tamboril","13","17","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tarrafas","2","3","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tauá","33","38","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tejuçuoca","14","17","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tianguá","31","38","estabelecimentos",1
"1","Estabelecimentos de Saúde","Trairi","14","17","estabelecimentos",1
"1","Estabelecimentos de Saúde","Tururu","4","7","estabelecimentos",1
"1","Estabelecimentos de Saúde","Ubajara","17","21","estabelecimentos",1
"1","Estabelecimentos de Saúde","Umari","3","4","estabelecimentos",1
"1","Estabelecimentos de Saúde","Umirim","6","8","estabelecimentos",1
"1","Estabelecimentos de Saúde","Uruburetama","13","17","estabelecimentos",1
"1","Estabelecimentos de Saúde","Uruoca","5","6","estabelecimentos",1
"1","Estabelecimentos de Saúde","Varjota","9","9","estabelecimentos",1
"1","Estabelecimentos de Saúde","Várzea Alegre","15","18","estabelecimentos",1
"1","Estabelecimentos de Saúde","Viçosa do Ceará","21","21","estabelecimentos",1
"1.1","Atendimento de emergência","Abaiara","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Acarape","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Acaraú","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Acopiara","1","2","estabelecimentos",1
"1.1","Atendimento de emergência","Aiuaba","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Alcântaras","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Altaneira","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Alto Santo","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Amontada","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Antonina do Norte","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Apuiarés","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Aquiraz","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Aracati","2","3","estabelecimentos",1
"1.1","Atendimento de emergência","Aracoiaba","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Ararendá","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Araripe","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Aratuba","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Arneiroz","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Assaré","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Aurora","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Baixio","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Banabuiú","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Barbalha","3","3","estabelecimentos",1
"1.1","Atendimento de emergência","Barreira","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Barro","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Barroquinha","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Baturité","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Beberibe","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Bela Cruz","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Boa Viagem","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Brejo Santo","3","3","estabelecimentos",1
"1.1","Atendimento de emergência","Camocim","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Campos Sales","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Canindé","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Capistrano","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Caridade","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Cariré","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Caririaçu","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Cariús","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Carnaubal","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Cascavel","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Catarina","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Catunda","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Caucaia","2","3","estabelecimentos",1
"1.1","Atendimento de emergência","Cedro","1","2","estabelecimentos",1
"1.1","Atendimento de emergência","Chaval","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Choró","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Chorozinho","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Coreaú","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Crateús","1","2","estabelecimentos",1
"1.1","Atendimento de emergência","Crato","2","0","estabelecimentos",1
"1.1","Atendimento de emergência","Croatá","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Cruz","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Deputado Irapuan Pinheiro","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Ererê","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Eusébio","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Farias Brito","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Forquilha","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Fortaleza","54","44","estabelecimentos",1
"1.1","Atendimento de emergência","Fortim","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Frecheirinha","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","General Sampaio","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Graça","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Granja","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Granjeiro","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Groaíras","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Guaiúba","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Guaraciaba do Norte","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Guaramiranga","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Hidrolândia","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Horizonte","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Ibaretama","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Ibiapina","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Ibicuitinga","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Icapuí","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Icó","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Iguatu","2","2","estabelecimentos",1
"1.1","Atendimento de emergência","Independência","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Ipaporanga","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Ipaumirim","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Ipu","1","5","estabelecimentos",1
"1.1","Atendimento de emergência","Ipueiras","0","2","estabelecimentos",1
"1.1","Atendimento de emergência","Iracema","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Irauçuba","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Itaiçaba","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Itaitinga","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Itapajé","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Itapipoca","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Itapiúna","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Itarema","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Itatira","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Jaguaretama","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Jaguaribara","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Jaguaribe","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Jaguaruana","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Jardim","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Jati","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Jijoca de Jericoacoara","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Juazeiro do Norte","7","8","estabelecimentos",1
"1.1","Atendimento de emergência","Jucás","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Lavras da Mangabeira","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Limoeiro do Norte","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Madalena","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Maracanaú","3","2","estabelecimentos",1
"1.1","Atendimento de emergência","Maranguape","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Marco","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Martinópole","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Massapê","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Mauriti","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Meruoca","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Milagres","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Milhã","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Miraíma","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Missão Velha","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Mombaça","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Monsenhor Tabosa","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Morada Nova","2","2","estabelecimentos",1
"1.1","Atendimento de emergência","Moraújo","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Morrinhos","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Mucambo","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Mulungu","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Nova Olinda","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Nova Russas","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Novo Oriente","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Ocara","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Orós","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Pacajus","2","2","estabelecimentos",1
"1.1","Atendimento de emergência","Pacatuba","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Pacoti","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Pacujá","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Palhano","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Palmácia","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Paracuru","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Paraipaba","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Parambu","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Paramoti","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Pedra Branca","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Penaforte","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Pentecoste","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Pereiro","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Pindoretama","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Piquet Carneiro","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Pires Ferreira","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Poranga","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Porteiras","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Potengi","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Potiretama","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Quiterianópolis","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Quixadá","2","2","estabelecimentos",1
"1.1","Atendimento de emergência","Quixelô","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Quixeramobim","2","1","estabelecimentos",1
"1.1","Atendimento de emergência","Quixeré","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Redenção","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Reriutaba","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Russas","2","2","estabelecimentos",1
"1.1","Atendimento de emergência","Saboeiro","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Salitre","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Santana do Acaraú","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Santana do Cariri","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Santa Quitéria","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","São Benedito","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","São Gonçalo do Amarante","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","São João do Jaguaribe","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","São Luís do Curu","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Senador Pompeu","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Senador Sá","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Sobral","5","4","estabelecimentos",1
"1.1","Atendimento de emergência","Solonópole","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Tabuleiro do Norte","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Tamboril","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Tarrafas","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Tauá","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Tejuçuoca","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Tianguá","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Trairi","0","1","estabelecimentos",1
"1.1","Atendimento de emergência","Tururu","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Ubajara","2","2","estabelecimentos",1
"1.1","Atendimento de emergência","Umari","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Umirim","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Uruburetama","1","0","estabelecimentos",1
"1.1","Atendimento de emergência","Uruoca","0","0","estabelecimentos",1
"1.1","Atendimento de emergência","Varjota","1","1","estabelecimentos",1
"1.1","Atendimento de emergência","Várzea Alegre","2","1","estabelecimentos",1
"1.1","Atendimento de emergência","Viçosa do Ceará","1","1","estabelecimentos",1
"1.1.1","Especialidade médica",,,,"",""
"1.1.1.1","Cirurgia bucomaxilofacial","Abaiara","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Acarape","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Acaraú","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Acopiara","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Aiuaba","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Alcântaras","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Altaneira","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Alto Santo","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Amontada","0","0","estabelecimentos",1
"1.1.1.1","Cirurgia bucomaxilofacial","Antonina do Norte","0","0","estabelecimentos",1
