"Posição","Nome","Localidade","2005","2006","2008","2009","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.1.4","Obras e instalações","Itapajé",,,,"1570","7605","99999999999997",,"2711.92806","1150","R$",1000
"1.1.4","Obras e instalações","Itapipoca",,,,"6675","9453","99999999999997","24528.81463","12715.5444","3733","R$",1000
"1.1.4","Obras e instalações","Itapiúna",,,,"1021","211","964","1354.94133","1690.15927","521","R$",1000
"1.1.4","Obras e instalações","Itarema",,,,"8807","3566","99999999999997",,"8090.89054","6511","R$",1000
"1.1.4","Obras e instalações","Itatira",,,,"2150","2466","99999999999997",,"834.73161","1658","R$",1000
"1.1.4","Obras e instalações","Jaguaretama",,,,"562","1660","99999999999997",,"781.26055","753","R$",1000
"1.1.4","Obras e instalações","Jaguaribara",,,,"568","685","99999999999997",,"24.65674","41","R$",1000
"1.1.4","Obras e instalações","Jaguaribe",,,,"6636","7516","7729","12370.78133","12541.26038","7375","R$",1000
"1.1.4","Obras e instalações","Jaguaruana",,,,"1766","666","99999999999997","4474.95312","3293.88261","800","R$",1000
"1.1.4","Obras e instalações","Jardim",,,,"2318","634","5007",,"2444.87978","275","R$",1000
"1.1.4","Obras e instalações","Jati",,,,"919","1759","3286",,"2119.71881","1088","R$",1000
"1.1.4","Obras e instalações","Jijoca de Jericoacoara",,,,"953","418","3938","3849.00505","4921.13796","2474","R$",1000
"1.1.4","Obras e instalações","Juazeiro do Norte",,,,"18220","17206","99999999999997",,"47736.99928","40271","R$",1000
"1.1.4","Obras e instalações","Jucás",,,,"1735","518","99999999999997",,"1645.79364","2493","R$",1000
"1.1.4","Obras e instalações","Lavras da Mangabeira",,,,"2691","1362","99999999999997",,"2107.5471","1065","R$",1000
"1.1.4","Obras e instalações","Limoeiro do Norte",,,,"10100","2072","9007","5251.36109",,"1074","R$",1000
"1.1.4","Obras e instalações","Madalena",,,,"2870","847","1879","1215.14373","1078.63985","343","R$",1000
"1.1.4","Obras e instalações","Maracanaú",,,,"37593","36538","99999999999997",,"28342.49067","25838","R$",1000
"1.1.4","Obras e instalações","Maranguape",,,,"8612","5629","3818","7321.51695","4999.16149","4000","R$",1000
"1.1.4","Obras e instalações","Marco",,,,"4134","3290","99999999999997",,"4016.86492","1025","R$",1000
"1.1.4","Obras e instalações","Martinópole",,,,"2943","2067","4404","2422.27679","2089.14679","887","R$",1000
"1.1.4","Obras e instalações","Massapê",,,,"1209","1334","5017",,"5599.59429","406","R$",1000
"1.1.4","Obras e instalações","Mauriti",,,,"5627","6476","99999999999997",,"10739.48137","1616","R$",1000
"1.1.4","Obras e instalações","Meruoca",,,,"2600","1537","99999999999997",,"715.00861","265","R$",1000
"1.1.4","Obras e instalações","Milagres",,,,"1673","2738","99999999999997",,"3228.60047","729","R$",1000
"1.1.4","Obras e instalações","Milhã",,,,"521","980","99999999999997",,"3174.82599","1214","R$",1000
"1.1.4","Obras e instalações","Miraíma",,,,"1135","1212","99999999999997",,"2444.91254","1415","R$",1000
"1.1.4","Obras e instalações","Missão Velha",,,,"1701","1744","99999999999997",,"4558.05483","1978","R$",1000
"1.1.4","Obras e instalações","Mombaça",,,,"746","1112","6100",,"3179.64552","4302","R$",1000
"1.1.4","Obras e instalações","Monsenhor Tabosa",,,,"546","466","1840","2086.33769","2183.5357","1184","R$",1000
"1.1.4","Obras e instalações","Morada Nova",,,,"151","1028","99999999999997",,"2022.71134","710","R$",1000
"1.1.4","Obras e instalações","Moraújo",,,,"1275","380","1543","1940.20963","351.1148","1346","R$",1000
"1.1.4","Obras e instalações","Morrinhos",,,,"832","3812","99999999999997",,"4443.60624","2879","R$",1000
"1.1.4","Obras e instalações","Mucambo",,,,"930","1105","99999999999997",,"6143.51892","994","R$",1000
"1.1.4","Obras e instalações","Mulungu",,,,"557","1558","1481","846.10756","168.7229","313","R$",1000
"1.1.4","Obras e instalações","Nova Olinda",,,,"1864","1562","1917","1756.6897","1206.78897","3494","R$",1000
"1.1.4","Obras e instalações","Nova Russas",,,,"2251","1773","99999999999997",,"124.6254","1134","R$",1000
"1.1.4","Obras e instalações","Novo Oriente",,,,"3725","4099","99999999999997","7533.94285","1764.18418","2770","R$",1000
"1.1.4","Obras e instalações","Ocara",,,,"2030","3364","99999999999997",,"473.20625","1031","R$",1000
"1.1.4","Obras e instalações","Orós",,,,"2413","258","1533",,"1386.97475","1895","R$",1000
"1.1.4","Obras e instalações","Pacajus",,,,"5789","219","99999999999997","3716.54211","4640.35264","1586","R$",1000
"1.1.4","Obras e instalações","Pacatuba",,,,"6377","1898","6144","2866.83777",,"4878","R$",1000
"1.1.4","Obras e instalações","Pacoti",,,,"851","354","99999999999997","276.82522","973.69459","326","R$",1000
"1.1.4","Obras e instalações","Pacujá",,,,"2033","26","552",,"2763.10826","64","R$",1000
"1.1.4","Obras e instalações","Palhano",,,,"249","983","99999999999997",,"1082.1312","161","R$",1000
"1.1.4","Obras e instalações","Palmácia",,,,"56","127","99999999999997",,,"296","R$",1000
"1.1.4","Obras e instalações","Paracuru",,,,"5433","1784","1714",,"4453.63692","437","R$",1000
"1.1.4","Obras e instalações","Paraipaba",,,,"5925","102","1000",,"3122.99028","281","R$",1000
"1.1.4","Obras e instalações","Parambu",,,,"8220","8733","13316","8650.35649","11240.95334","11820","R$",1000
"1.1.4","Obras e instalações","Paramoti",,,,"1605","11","99999999999997",,"441.05852",,"R$",1000
"1.1.4","Obras e instalações","Pedra Branca",,,,"5851","10430","99999999999997",,"2430.10358","5210","R$",1000
"1.1.4","Obras e instalações","Penaforte",,,,"1299","1373","4064","566.54267","1539.30265","259","R$",1000
"1.1.4","Obras e instalações","Pentecoste",,,,"4613","2969","2593","2982.55808","3971.43176","1879","R$",1000
"1.1.4","Obras e instalações","Pereiro",,,,"3048","832","1898","420.49502","593.53633","2027","R$",1000
"1.1.4","Obras e instalações","Pindoretama",,,,"182","534","990","2075.51114","3058.18026","2412","R$",1000
"1.1.4","Obras e instalações","Piquet Carneiro",,,,"648","1695","99999999999997",,"3511.19569","3449","R$",1000
"1.1.4","Obras e instalações","Pires Ferreira",,,,"1372","3142","99999999999997",,"3986.08504","3583","R$",1000
"1.1.4","Obras e instalações","Poranga",,,,"1109","383","1824","1021.01194",,"2366","R$",1000
"1.1.4","Obras e instalações","Porteiras",,,,"3331","2341","8501","6128.7944",,"2810","R$",1000
"1.1.4","Obras e instalações","Potengi",,,,"1467","1566","99999999999997",,"2226.66037","4881","R$",1000
"1.1.4","Obras e instalações","Potiretama",,,,"1700","5376","1537","5675.62304","5692.46572","3854","R$",1000
"1.1.4","Obras e instalações","Quiterianópolis",,,,"4848","3036","5462","3614.88032","8069.40537","3235","R$",1000
"1.1.4","Obras e instalações","Quixadá",,,,"5824","1535","4026","1077.50125","1435.05922","990","R$",1000
"1.1.4","Obras e instalações","Quixelô",,,,"461","98","2207","2829.63464","1959.31025","1811","R$",1000
"1.1.4","Obras e instalações","Quixeramobim",,,,"10784","6361","99999999999997",,"23468.07694","11336","R$",1000
"1.1.4","Obras e instalações","Quixeré",,,,"1369","1075","4619",,"4862.01831","2858","R$",1000
"1.1.4","Obras e instalações","Redenção",,,,"1104","401","99999999999997",,"188.37835","61","R$",1000
"1.1.4","Obras e instalações","Reriutaba",,,,"1107","2631","99999999999997",,"2563.49884","3809","R$",1000
"1.1.4","Obras e instalações","Russas",,,,"2890","2704","99999999999997",,"7680.05201","6221","R$",1000
"1.1.4","Obras e instalações","Saboeiro",,,,"2375","3978","10289",,,"995","R$",1000
"1.1.4","Obras e instalações","Salitre",,,,"2600","1332","2298","1259.26196","2293.12558","2336","R$",1000
"1.1.4","Obras e instalações","Santana do Acaraú",,,,"821","556","1492","1798.77813","4515.81092","866","R$",1000
"1.1.4","Obras e instalações","Santana do Cariri",,,,"2181","917","99999999999997",,"1094.27115","1384","R$",1000
"1.1.4","Obras e instalações","Santa Quitéria",,,,"4488","3100","2546","4424.45757","1447.32716","1419","R$",1000
"1.1.4","Obras e instalações","São Benedito",,,,"811","1974","6458","3551.15662","7412.43967","2474","R$",1000
"1.1.4","Obras e instalações","São Gonçalo do Amarante",,,,"7163","3895","99999999999997",,"49255.98682","23360","R$",1000
"1.1.4","Obras e instalações","São João do Jaguaribe",,,,"376","32","99999999999997",,"1546.23608","354","R$",1000
"1.1.4","Obras e instalações","São Luís do Curu",,,,"1020","2864","99999999999997",,"353.17448","352","R$",1000
"1.1.4","Obras e instalações","Senador Pompeu",,,,"4206","2426","99999999999997",,"4418.77582","1014","R$",1000
"1.1.4","Obras e instalações","Senador Sá",,,,"31","1647","859","13.60323",,"156","R$",1000
"1.1.4","Obras e instalações","Sobral",,,,"28538","40277","27683","17738.16425","20126.85679","26760","R$",1000
"1.1.4","Obras e instalações","Solonópole",,,,"0","3425","99999999999997",,"5462.56104","7012","R$",1000
"1.1.4","Obras e instalações","Tabuleiro do Norte",,,,"2233","2405","3718","4062.98089","1166.10166","1607","R$",1000
"1.1.4","Obras e instalações","Tamboril",,,,"6387","3410","99999999999997",,"4579.28805","535","R$",1000
"1.1.4","Obras e instalações","Tarrafas",,,,"3940","2559","99999999999997",,"1677.1108","1245","R$",1000
"1.1.4","Obras e instalações","Tauá",,,,"6713","8204","11005",,"23972.07161","3279","R$",1000
"1.1.4","Obras e instalações","Tejuçuoca",,,,"4731","2379","2726","4368.55992","2245.21989","2296","R$",1000
"1.1.4","Obras e instalações","Tianguá",,,,"7119","4731","8331",,"13547.09186","6227","R$",1000
"1.1.4","Obras e instalações","Trairi",,,,"767","4114","99999999999997",,"4916.43641","3885","R$",1000
"1.1.4","Obras e instalações","Tururu",,,,"110","2014","1117","1760.14703",,"64","R$",1000
"1.1.4","Obras e instalações","Ubajara",,,,"3242","3135","5301","8679.72479","8927.13086","184","R$",1000
"1.1.4","Obras e instalações","Umari",,,,"1159","198","99999999999997",,"357.82477","391","R$",1000
"1.1.4","Obras e instalações","Umirim",,,,"1243","1074","2016","2083.73212","1392.28723","942","R$",1000
"1.1.4","Obras e instalações","Uruburetama",,,,"1186","207","99999999999997",,"400.76269","505","R$",1000
"1.1.4","Obras e instalações","Uruoca",,,,"2771","1060","99999999999997",,"3300.36521","2418","R$",1000
"1.1.4","Obras e instalações","Varjota",,,,"2126","3687","6545","4399.89704","3978.92989","3634","R$",1000
"1.1.4","Obras e instalações","Várzea Alegre",,,,"7944","3814","4794","4257.02548",,"1687","R$",1000
"1.1.4","Obras e instalações","Viçosa do Ceará",,,,"4624","5510","99999999999997",,"14383.05732","4070","R$",1000
"1.1.5","Pessoal e encargos sociais","Abaiara",,,,"5169","8373","9696","11930.79298","12604.73038","15757","R$",1000
"1.1.5","Pessoal e encargos sociais","Acarape",,,,"8486","14622","13896","16283.65351","22019.801","22469","R$",1000
"1.1.5","Pessoal e encargos sociais","Acaraú",,,,"25542","51159","57719","58927.33271","62623.87621","69358","R$",1000
"1.1.5","Pessoal e encargos sociais","Acopiara",,,,"20686","39129","43005","45720.784","51020.71954","85844","R$",1000
"1.1.5","Pessoal e encargos sociais","Aiuaba",,,,"6465","14447","14447","14384.9685","13614.38346","16164","R$",1000
"1.1.5","Pessoal e encargos sociais","Alcântaras",,,,"6972","12037","13325","14028.83669","12963.21385","14298","R$",1000
"1.1.5","Pessoal e encargos sociais","Altaneira",,,,"4400","7983","8732","9722.35974","11212.16302","12189","R$",1000
"1.1.5","Pessoal e encargos sociais","Alto Santo",,,,"5151","10922","14900","13953.86011","16957.48405","16973","R$",1000
"1.1.5","Pessoal e encargos sociais","Amontada",,,,"24319","44878","46936","48722.79023","53295.02579","58003","R$",1000
"1.1.5","Pessoal e encargos sociais","Antonina do Norte",,,,"4408","7401","9688","9310.58892","10950.80761","11217","R$",1000
"1.1.5","Pessoal e encargos sociais","Apuiarés",,,,"7828","12071","13241","15380.97842","16360.33187","23904","R$",1000
"1.1.5","Pessoal e encargos sociais","Aquiraz",,,,"42059","79415","93208","112929.43136","120795.31829","119351","R$",1000
"1.1.5","Pessoal e encargos sociais","Aracati",,,,"43173","65244","69141","78324.87933","89561.11146","111011","R$",1000
"1.1.5","Pessoal e encargos sociais","Aracoiaba",,,,"16088","29202","31566","35307.92899","42592.22636","38933","R$",1000
"1.1.5","Pessoal e encargos sociais","Ararendá",,,,"6669","10861","11734","12152.44301","14419.48383","14792","R$",1000
"1.1.5","Pessoal e encargos sociais","Araripe",,,,"14645","25208","29636","29200.00878","33621.42708","35700","R$",1000
"1.1.5","Pessoal e encargos sociais","Aratuba",,,,"8343","12208","15721","16612.74685","18102.56933","19341","R$",1000
"1.1.5","Pessoal e encargos sociais","Arneiroz",,,,"4738","7131","7910","9040.80252","10086.32806","10875","R$",1000
"1.1.5","Pessoal e encargos sociais","Assaré",,,,"10524","20784","20087","21036.29903","20390.20025","25232","R$",1000
"1.1.5","Pessoal e encargos sociais","Aurora",,,,"12717","17317","20497","23603.77273","26866.36599","26970","R$",1000
"1.1.5","Pessoal e encargos sociais","Baixio",,,,"3626","7019","8744","9781.07361","10422.1873","11721","R$",1000
"1.1.5","Pessoal e encargos sociais","Banabuiú",,,,"11627","18048","19528","22139.44904","23017.5459","25762","R$",1000
"1.1.5","Pessoal e encargos sociais","Barbalha",,,,"32164","47384","51240","60422.57501","68395.97003","81823","R$",1000
"1.1.5","Pessoal e encargos sociais","Barreira",,,,"11032","19102","21082","22665.88102","26059.77404","26230","R$",1000
"1.1.5","Pessoal e encargos sociais","Barro",,,,"10180","20945","21794","22928.59478","22243.35515","23425","R$",1000
"1.1.5","Pessoal e encargos sociais","Barroquinha",,,,"9557","15915","17565","18577.90187","18740.78509","20329","R$",1000
"1.1.5","Pessoal e encargos sociais","Baturité",,,,"16145","29389","99999999999997","36109.09141","37096.07505","42636","R$",1000
"1.1.5","Pessoal e encargos sociais","Beberibe",,,,"24673","47846","54426","57526.70241","60071.85368","76830","R$",1000
"1.1.5","Pessoal e encargos sociais","Bela Cruz",,,,"17210","29920","29627","30552.37004","56528.33248","36254","R$",1000
"1.1.5","Pessoal e encargos sociais","Boa Viagem",,,,"25619","43002","51593","56051.27361","61556.1299","68009","R$",1000
"1.1.5","Pessoal e encargos sociais","Brejo Santo",,,,"17844","33161","44682","55538.48487","62978.35807","67495","R$",1000
"1.1.5","Pessoal e encargos sociais","Camocim",,,,"28488","45408","50678","54209.06092","60902.30831","71433","R$",1000
"1.1.5","Pessoal e encargos sociais","Campos Sales",,,,"12545","22574","26959","26251.21474","29303.27907","36156","R$",1000
"1.1.5","Pessoal e encargos sociais","Canindé",,,,"43987","78955","86239","99556.43739","98204.87146","113868","R$",1000
"1.1.5","Pessoal e encargos sociais","Capistrano",,,,"11643","21033","23522","25985.77634","28524.23637","30853","R$",1000
"1.1.5","Pessoal e encargos sociais","Caridade",,,,"10012","13353","15310",,"17473.24981",,"R$",1000
"1.1.5","Pessoal e encargos sociais","Cariré",,,,"9193","16485","17280","20865.84276","23632.60764","24871","R$",1000
"1.1.5","Pessoal e encargos sociais","Caririaçu",,,,"12889","26741","30067","29876.98865","33653.66756","37866","R$",1000
"1.1.5","Pessoal e encargos sociais","Cariús",,,,"9512","13222","14090","15420.27424","18613.59087","19858","R$",1000
"1.1.5","Pessoal e encargos sociais","Carnaubal",,,,"9294","16426","18283","20023.55896","22124.7504","23732","R$",1000
"1.1.5","Pessoal e encargos sociais","Cascavel",,,,"31273","48589","55988","65216.80911","78092.69273","81268","R$",1000
"1.1.5","Pessoal e encargos sociais","Catarina",,,,"8162","14481","16136","16910.24661","18557.51201","19827","R$",1000
"1.1.5","Pessoal e encargos sociais","Catunda",,,,"5911","11268","12157","13535.34596","30020.33617","18371","R$",1000
"1.1.5","Pessoal e encargos sociais","Caucaia",,,,"125504","229885","238962","310655.70901","326606.96242","326643","R$",1000
"1.1.5","Pessoal e encargos sociais","Cedro",,,,"14353","20816","22255","24362.1731","26538.08608","27335","R$",1000
"1.1.5","Pessoal e encargos sociais","Chaval",,,,"9923","14540","14660","14653.76265","16313.37684","19493","R$",1000
"1.1.5","Pessoal e encargos sociais","Choró",,,,"10661","14951","99999999999997","17574.30057","18513.72321","21495","R$",1000
"1.1.5","Pessoal e encargos sociais","Chorozinho",,,,"12208","20539","20806","22490.71947","24900.00183","27717","R$",1000
"1.1.5","Pessoal e encargos sociais","Coreaú",,,,"13915","19945","20980","21387.51978","24015.7854","26284","R$",1000
"1.1.5","Pessoal e encargos sociais","Crateús",,,,"37509","48500","58229","66990.16792","68159.3357","76360","R$",1000
"1.1.5","Pessoal e encargos sociais","Crato",,,,"46759","90096","109124","114098.91862","118801.6305","121636","R$",1000
"1.1.5","Pessoal e encargos sociais","Croatá",,,,"9015","17277","17948","19740.23653","22753.4857","24114","R$",1000
"1.1.5","Pessoal e encargos sociais","Cruz",,,,"12772","24587","21737","23369.78163","31793.70994","33743","R$",1000
"1.1.5","Pessoal e encargos sociais","Deputado Irapuan Pinheiro",,,,"5855","10361","10891","11138.01894","12725.24943","13246","R$",1000
"1.1.5","Pessoal e encargos sociais","Ererê",,,,"4767","8179","99999999999997","10119.42269","11021.12662","11219","R$",1000
"1.1.5","Pessoal e encargos sociais","Eusébio",,,,"33107","75606","99130","116805.48448","137187.58624","138049","R$",1000
"1.1.5","Pessoal e encargos sociais","Farias Brito",,,,"11749","17241","19909","22797.04855","24869.51138","26276","R$",1000
"1.1.5","Pessoal e encargos sociais","Forquilha",,,,"12519","17652","19634","20569.80455","27907.35416","26247","R$",1000
"1.1.5","Pessoal e encargos sociais","Fortaleza",,,,"1435853","2409985","2664699","2956540.69905","3201509.41434","3505998","R$",1000
