"Posição","Nome","Localidade","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","Unidade","Multiplicador"
"1.1","Quantidade produzida","Campos Sales","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Canindé","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Capistrano","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Caridade","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Cariré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Caririaçu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Cariús","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Carnaubal","65","81","60","66","54","51","51","47","29","27","49","22","23","33","t",1
"1.1","Quantidade produzida","Cascavel","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Catarina","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Catunda","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Caucaia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Cedro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Chaval","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Choró","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Chorozinho","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Coreaú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Crateús","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Crato","39","48","51","48","56","58","58","64","57","65","63","58","17","12","t",1
"1.1","Quantidade produzida","Croatá","64","68","56","60","64","60","60","56","37","39","58","27","47","31","t",1
"1.1","Quantidade produzida","Cruz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Deputado Irapuan Pinheiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ererê","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Eusébio","23","24","27","28","29","30","30","35","25","35","35","30","5","10","t",1
"1.1","Quantidade produzida","Farias Brito","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Forquilha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Fortaleza","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Fortim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Frecheirinha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","General Sampaio","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Graça","9","18","27","27","28","30","30","42","43","30","50","10","-","-","t",1
"1.1","Quantidade produzida","Granja","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Granjeiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Groaíras","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Guaiúba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Guaraciaba do Norte","630","660","540","510","480","493","493","445","296","299","406","290","288","209","t",1
"1.1","Quantidade produzida","Guaramiranga","25","28","30","33","34","35","35","31","17","41","42","41","32","38","t",1
"1.1","Quantidade produzida","Hidrolândia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Horizonte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ibaretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ibiapina","650","735","480","561","574","580","580","445","333","343","469","402","375","260","t",1
"1.1","Quantidade produzida","Ibicuitinga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Icapuí","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Icó","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Iguatu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Independência","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ipaporanga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ipaumirim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ipu","188","234","180","162","144","151","151","148","94","135","90","56","31","60","t",1
"1.1","Quantidade produzida","Ipueiras","240","125","90","95","90","85","85","97","68","65","35","11","14","22","t",1
"1.1","Quantidade produzida","Iracema","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Irauçuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itaiçaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itaitinga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itapajé","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itapipoca","46","48","48","50","51","53","53","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itapiúna","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itarema","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Itatira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jaguaretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jaguaribara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jaguaribe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jaguaruana","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jardim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jati","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jijoca de Jericoacoara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Juazeiro do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Jucás","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Lavras da Mangabeira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Limoeiro do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Madalena","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Maracanaú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Maranguape","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Marco","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Martinópole","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Massapê","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Mauriti","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Meruoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Milagres","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Milhã","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Miraíma","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Missão Velha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Mombaça","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Monsenhor Tabosa","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Morada Nova","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Moraújo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Morrinhos","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Mucambo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Mulungu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Nova Olinda","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Nova Russas","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Novo Oriente","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ocara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Orós","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pacajus","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pacatuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pacoti","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pacujá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Palhano","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Palmácia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Paracuru","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Paraipaba","57","60","64","64","29","30","30","29","14","30","22","18","34","46","t",1
"1.1","Quantidade produzida","Parambu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Paramoti","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pedra Branca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Penaforte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pentecoste","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pereiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pindoretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Piquet Carneiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Pires Ferreira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Poranga","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Porteiras","70","77","77","70","77","84","84","94","50","57","93","30","28","32","t",1
"1.1","Quantidade produzida","Potengi","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Potiretama","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Quiterianópolis","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Quixadá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Quixelô","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Quixeramobim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Quixeré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Redenção","10","12","13","12","11","12","12","9","8","18","17","15","17","17","t",1
"1.1","Quantidade produzida","Reriutaba","92","90","60","66","65","67","67","69","62","63","91","65","46","64","t",1
"1.1","Quantidade produzida","Russas","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","153","152","t",1
"1.1","Quantidade produzida","Saboeiro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Salitre","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Santana do Acaraú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Santana do Cariri","11","10","22","22","46","20","20","16","19","16","17","14","13","14","t",1
"1.1","Quantidade produzida","Santa Quitéria","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","São Benedito","420","520","360","368","320","312","312","306","216","213","432","213","245","216","t",1
"1.1","Quantidade produzida","São Gonçalo do Amarante","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","São João do Jaguaribe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","São Luís do Curu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Senador Pompeu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Senador Sá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Sobral","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Solonópole","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tabuleiro do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tamboril","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tarrafas","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tauá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tejuçuoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tianguá","690","760","700","990","850","798","798","702","384","230","527","336","416","401","t",1
"1.1","Quantidade produzida","Trairi","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Tururu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Ubajara","400","425","400","475","450","430","430","422","323","267","374","260","247","260","t",1
"1.1","Quantidade produzida","Umari","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Umirim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Uruburetama","100","110","115","115","104","106","106","104","52","105","117","115","90","101","t",1
"1.1","Quantidade produzida","Uruoca","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Varjota","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Várzea Alegre","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","t",1
"1.1","Quantidade produzida","Viçosa do Ceará","770","960","720","780","858","741","741","678","467","425","577","245","120","166","t",1
"1.2","Valor da produção","Abaiara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Acarape","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Acaraú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Acopiara","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Aiuaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Alcântaras","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Altaneira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Alto Santo","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Amontada","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Antonina do Norte","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Apuiarés","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Aquiraz","40","39","32","29","33","32","32","56","144","155","66","44","23","65","R$",1000
"1.2","Valor da produção","Aracati","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Aracoiaba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Ararendá","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Araripe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Aratuba","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Arneiroz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Assaré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Aurora","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Baixio","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Banabuiú","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Barbalha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Barreira","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Barro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Barroquinha","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Baturité","6","7","8","7","7","7","7","13","6","9","9","8","6","8","R$",1000
"1.2","Valor da produção","Beberibe","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Bela Cruz","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Boa Viagem","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Brejo Santo","99999999999992","12","12","24","30","15","15","25","14","17","29","18","44","50","R$",1000
"1.2","Valor da produção","Camocim","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Campos Sales","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Canindé","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Capistrano","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Caridade","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Cariré","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Caririaçu","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Cariús","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Carnaubal","24","31","20","31","29","36","36","39","24","30","50","26","30","62","R$",1000
"1.2","Valor da produção","Cascavel","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Catarina","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Catunda","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Caucaia","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Cedro","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Chaval","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Choró","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
"1.2","Valor da produção","Chorozinho","99999999999992","99999999999992","-","-","-","-","-","-","-","-","-","-","-","-","R$",1000
