Potiretama,2015,353.25,29.44,"2311231"
Itaitinga,2015,1403.0,116.92,"2306256"
Altaneira,2015,591.9,49.32,"2300606"
Farias Brito,2015,452.75,37.73,"2304301"
Jati,2015,538.7,44.89,"2307205"
Nova Olinda,2015,523.6,43.63,"2309201"
Quixadá,2015,356.25,29.69,"2311306"
Pereiro,2015,609.0,50.75,"2310803"
Groaíras,2015,485.3,40.44,"2304905"
Cariús,2015,485.2,40.43,"2303303"
Graça,2015,734.5,61.21,"2304657"
Choró,2015,474.1,39.51,"2303931"
Jaguaruana,2015,389.4,32.45,"2307007"
Viçosa do Ceará,2015,668.71,55.73,"2314102"
São Luís do Curu,2015,655.0,59.55,"2312601"
Baixio,2015,525.0,43.75,"2301802"
Piquet Carneiro,2015,380.0,31.67,"2310902"
Tururu,2015,552.8,46.07,"2313559"
Morada Nova,2015,537.52,44.79,"2308708"
Quixelô,2015,501.8,41.82,"2311355"
Nova Russas,2015,607.2,50.6,"2309300"
Acarape,2015,846.0,70.5,"2300150"
Aracati,2015,535.83,44.65,"2301109"
Orós,2015,468.09,39.01,"2309508"
Monsenhor Tabosa,2015,396.8,33.07,"2308609"
Itapipoca,2015,990.51,82.54,"2306405"
Mombaça,2015,439.6,36.63,"2308500"
Marco,2015,832.7,69.39,"2307809"
Pires Ferreira,2015,500.1,41.67,"2310951"
Catarina,2015,412.0,34.33,"2303600"
Ererê,2015,595.35,49.61,"2304277"
Guaraciaba do Norte,2015,694.68,57.89,"2305001"
Iracema,2015,462.9,38.58,"2306009"
Croatá,2015,349.85,29.15,"2304236"
Paramoti,2015,759.5,63.29,"2310407"
Ubajara,2015,966.15,80.51,"2313609"
Ipaporanga,2015,474.0,39.5,"2305654"
Carnaubal,2015,337.0,28.08,"2303402"
Massapê,2015,477.85,39.82,"2308005"
Chaval,2015,701.3,58.44,"2303907"
São Benedito,2015,830.3,69.19,"2312304"
Aracoiaba,2015,659.3,54.94,"2301208"
Potengi,2015,477.0,39.75,"2311207"
Granja,2015,896.85,74.74,"2304707"
Missão Velha,2015,779.72,64.98,"2308401"
Poranga,2015,490.5,40.88,"2311009"
Granjeiro,2015,576.4,48.03,"2304806"
Senador Sá,2015,707.0,58.92,"2312809"
Icó,2015,590.22,49.19,"2305407"
Pedra Branca,2015,617.55,51.46,"2310506"
Tarrafas,2015,408.5,34.04,"2313252"
Maranguape,2015,960.18,80.01,"2307700"
Palhano,2015,324.0,27.0,"2310001"
Campos Sales,2015,530.95,44.25,"2302701"
Caridade,2015,532.55,44.38,"2303006"
São Gonçalo do Amara,2015,1166.62,97.22,"2312403"
Horizonte,2015,1123.3,93.61,"2305233"
Paracuru,2015,1027.4,85.62,"2310209"
Santana do Cariri,2015,606.0,50.5,"2312106"
Amontada,2015,668.13,55.68,"2300754"
Quiterianópolis,2015,499.85,41.65,"2311264"
Tauá,2015,336.44,28.04,"2313302"
Brejo Santo,2015,589.55,49.13,"2302503"
Lavras da Mangabeira,2015,640.33,53.36,"2307502"
Ocara,2015,675.9,56.32,"2309458"
Caririaçu,2015,558.5,46.54,"2303204"
Aurora,2015,541.45,45.12,"2301703"
Barreira,2015,752.1,107.44,"2301950"
Maracanaú,2015,1260.62,105.05,"2307650"
Bela Cruz,2015,967.85,80.65,"2302305"
Meruoca,2015,838.0,69.83,"2308203"
Pacatuba,2015,1284.6,107.05,"2309706"
Frecheirinha,2015,595.0,49.58,"2304509"
Pacujá,2015,466.6,38.88,"2309904"
Salitre,2015,519.2,43.27,"2311959"
General Sampaio,2015,618.3,51.53,"2304608"
Banabuiú,2015,367.05,30.59,"2301851"
São João do Jaguarib,2015,262.6,21.88,"2312502"
Abaiara,2015,373.0,31.08,"2300101"
Umirim,2015,722.4,60.2,"2313757"
Irauçuba,2015,358.4,29.87,"2306108"
Guaiúba,2015,1097.5,109.75,"2304954"
Crateús,2015,418.88,34.91,"2304103"
Palmácia,2015,1221.55,101.8,"2310100"
Beberibe,2015,845.7,70.48,"2302206"
Mucambo,2015,626.0,52.17,"2309003"
Martinópole,2015,692.0,62.91,"2307908"
Jaguaribara,2015,461.3,38.44,"2306801"
Tabuleiro do Norte,2015,512.3,42.69,"2313104"
Acopiara,2015,579.5,48.29,"2300309"
Saboeiro,2015,400.75,33.4,"2311900"
Pacoti,2015,1378.5,114.88,"2309805"
Quixeramobim,2015,426.3,35.52,"2311405"
Cariré,2015,627.9,52.32,"2303105"
Alto Santo,2015,341.05,28.42,"2300705"
Barro,2015,557.14,46.43,"2302008"
Itaiçaba,2015,612.0,51.0,"2306207"
Barroquinha,2015,1063.7,88.64,"2302057"
Crato,2015,990.9,82.58,"2304202"
Moraújo,2015,783.0,65.25,"2308807"
Itapiúna,2015,681.4,56.78,"2306504"
Limoeiro do Norte,2015,436.02,36.34,"2307601"
Catunda,2015,497.25,41.44,"2303659"
Chorozinho,2015,641.0,58.27,"2303956"
Madalena,2015,303.9,25.32,"2307635"
Acaraú,2015,1071.95,89.33,"2300200"
Várzea Alegre,2015,496.8,41.4,"2314003"
Jardim,2015,503.0,41.92,"2307106"
Alcântaras,2015,655.3,54.61,"2300507"
Pacajus,2015,798.45,66.54,"2309607"
Ararendá,2015,491.2,40.93,"2301257"
Paraipaba,2015,1072.0,89.33,"2310258"
Itapajé,2015,877.85,73.15,"2306306"
Mulungu,2015,977.0,81.42,"2309102"
Varjota,2015,439.5,36.62,"2313955"
Porteiras,2015,669.1,55.76,"2311108"
Jaguaribe,2015,386.08,32.17,"2306900"
Cruz,2015,1074.6,89.55,"2304251"
Quixeré,2015,421.2,35.1,"2311504"
Fortim,2015,690.6,57.55,"2304459"
Ibicuitinga,2015,402.9,33.58,"2305332"
Reriutaba,2015,591.1,49.26,"2311702"
Aratuba,2015,717.7,59.81,"2301406"
Capistrano,2015,682.0,56.83,"2302909"
Penaforte,2015,376.0,31.33,"2310605"
Boa Viagem,2015,474.5,39.54,"2302404"
Antonina do Norte,2015,360.95,30.08,"2300804"
Tejuçuoca,2015,445.45,37.12,"2313351"
Jucás,2015,609.5,50.79,"2307403"
Arneiroz,2015,344.8,28.73,"2301505"
Cedro,2015,546.6,45.55,"2303808"
Barbalha,2015,1043.7,86.98,"2301901"
Ipu,2015,571.5,47.63,"2305803"
Cascavel,2015,902.1,75.17,"2303501"
Assaré,2015,416.8,34.73,"2301604"
Guaramiranga,2015,1379.7,114.97,"2305100"
Tianguá,2015,655.7,54.64,"2313401"
Parambu,2015,343.25,28.6,"2310308"
Baturité,2015,899.0,74.92,"2302107"
Icapuí,2015,539.45,44.95,"2305357"
Ipaumirim,2015,364.18,30.35,"2305704"
