Nome,ano,chuva_total,chuva_media,id
Pacatuba,1995,1636.6,136.38,"2309706"
Frecheirinha,1995,1072.0,89.33,"2304509"
Pacujá,1995,1277.8,106.48,"2309904"
Salitre,1995,653.0,54.42,"2311959"
General Sampaio,1995,1036.85,86.4,"2304608"
Banabuiú,1995,387.5,32.29,"2301851"
São João do Jaguarib,1995,976.2,81.35,"2312502"
Abaiara,1995,1176.3,98.03,"2300101"
Umirim,1995,1160.1,96.68,"2313757"
Irauçuba,1995,496.4,41.37,"2306108"
Guaiúba,1995,1456.1,121.34,"2304954"
Crateús,1995,1083.1,90.26,"2304103"
Palmácia,1995,1649.1,137.42,"2310100"
Beberibe,1995,1419.9,118.33,"2302206"
Mucambo,1995,1194.7,99.56,"2309003"
Martinópole,1995,1423.9,118.66,"2307908"
Jaguaribara,1995,767.5,63.96,"2306801"
Tabuleiro do Norte,1995,849.2,70.77,"2313104"
Acopiara,1995,799.9,66.66,"2300309"
Saboeiro,1995,647.6,53.97,"2311900"
Pacoti,1995,1458.1,121.51,"2309805"
Quixeramobim,1995,738.8,61.57,"2311405"
Cariré,1995,967.8,80.65,"2303105"
Alto Santo,1995,799.65,66.64,"2300705"
Barro,1995,796.3,66.36,"2302008"
Itaiçaba,1995,660.0,55.0,"2306207"
Barroquinha,1995,1338.0,111.5,"2302057"
Crato,1995,1218.55,101.55,"2304202"
Moraújo,1995,1574.5,131.21,"2308807"
Itapiúna,1995,897.5,74.79,"2306504"
Limoeiro do Norte,1995,922.6,76.88,"2307601"
Catunda,1995,891.8,74.32,"2303659"
Chorozinho,1995,1231.5,102.62,"2303956"
Madalena,1995,913.2,76.1,"2307635"
Acaraú,1995,1405.7,117.14,"2300200"
Várzea Alegre,1995,1121.1,93.42,"2314003"
Jardim,1995,787.2,65.6,"2307106"
Alcântaras,1995,937.0,78.08,"2300507"
Pacajus,1995,1128.6,94.05,"2309607"
Ararendá,1995,1177.5,98.12,"2301257"
Paraipaba,1995,1670.8,139.23,"2310258"
Itapajé,1995,895.8,74.65,"2306306"
Mulungu,1995,1042.7,86.89,"2309102"
Varjota,1995,910.5,75.88,"2313955"
Porteiras,1995,745.0,62.08,"2311108"
Jaguaribe,1995,908.95,75.75,"2306900"
Cruz,1995,1086.8,90.57,"2304251"
Quixeré,1995,712.0,59.33,"2311504"
Fortim,1995,1384.8,115.4,"2304459"
Ibicuitinga,1995,885.8,73.82,"2305332"
Reriutaba,1995,950.9,79.24,"2311702"
Aratuba,1995,1157.3,96.44,"2301406"
Capistrano,1995,993.5,82.79,"2302909"
Penaforte,1995,649.5,54.12,"2310605"
Boa Viagem,1995,751.0,62.58,"2302404"
Antonina do Norte,1995,742.4,61.87,"2300804"
Tejuçuoca,1995,755.7,62.97,"2313351"
Jucás,1995,901.8,75.15,"2307403"
Arneiroz,1995,757.2,63.1,"2301505"
Cedro,1995,1121.4,93.45,"2303808"
Barbalha,1995,1059.4,88.28,"2301901"
Ipu,1995,1170.6,97.55,"2305803"
Cascavel,1995,1618.4,134.87,"2303501"
Assaré,1995,1024.6,85.38,"2301604"
Guaramiranga,1995,1719.4,143.28,"2305100"
Tianguá,1995,1719.45,143.29,"2313401"
Parambu,1995,766.5,63.88,"2310308"
Baturité,1995,1092.8,91.07,"2302107"
Icapuí,1995,1370.7,114.23,"2305357"
Ipaumirim,1995,875.0,72.92,"2305704"
Aquiraz,1995,1655.3,137.94,"2301000"
Hidrolândia,1995,1065.0,88.75,"2305209"
Camocim,1995,1437.5,119.79,"2302602"
Pentecoste,1995,882.0,73.5,"2310704"
Miraíma,1995,416.25,34.69,"2308377"
Tamboril,1995,678.1,56.51,"2313203"
Deputado Irapuan Pin,1995,749.7,62.47,"2304269"
Morrinhos,1995,1152.0,96.0,"2308906"
Itarema,1995,1547.5,128.96,"2306553"
Jijoca de Jericoacoa,1995,1035.2,86.27,"2307254"
Senador Pompeu,1995,839.4,69.95,"2312700"
Novo Oriente,1995,917.6,76.47,"2309409"
Forquilha,1995,814.0,67.83,"2304350"
Uruburetama,1995,1381.7,115.14,"2313807"
Ipueiras,1995,1253.2,104.43,"2305902"
Milagres,1995,1059.0,88.25,"2308302"
Ibiapina,1995,1311.6,109.3,"2305308"
Araripe,1995,705.0,58.75,"2301307"
Solonópole,1995,713.85,59.49,"2313005"
Trairi,1995,974.5,81.21,"2313500"
Eusébio,1995,1768.4,147.37,"2304285"
Santana do Acaraú,1995,954.4,79.53,"2312007"
Milhã,1995,758.3,63.19,"2308351"
Itatira,1995,487.9,40.66,"2306603"
Mauriti,1995,864.35,72.03,"2308104"
Jaguaretama,1995,1162.2,96.85,"2306702"
Fortaleza,1995,2045.26,170.44,"2304400"
Russas,1995,906.1,75.51,"2311801"
Sobral,1995,845.05,70.42,"2312908"
Aiuaba,1995,421.45,35.12,"2300408"
Independência,1995,771.0,64.25,"2305605"
Ibaretama,1995,743.6,61.97,"2305266"
Apuiarés,1995,1292.5,107.71,"2300903"
Juazeiro do Norte,1995,1141.7,95.14,"2307304"
Coreaú,1995,1428.2,119.02,"2304004"
Uruoca,1995,1094.4,91.2,"2313906"
Santa Quitéria,1995,1090.6,90.88,"2312205"
Iguatu,1995,932.17,77.68,"2305506"
Canindé,1995,640.2,53.35,"2302800"
Pindoretama,1995,1602.6,133.55,"2310852"
Caucaia,1995,1935.8,161.32,"2303709"
Redenção,1995,1423.8,118.65,"2311603"
Umari,1995,736.8,61.4,"2313708"
