Nome,ano,chuva_total,chuva_media,id
Potiretama,1995,740.6,61.72,"2311231"
Itaitinga,1995,1543.6,128.63,"2306256"
Altaneira,1995,1017.9,84.83,"2300606"
Farias Brito,1995,1254.8,104.57,"2304301"
Jati,1995,914.9,76.24,"2307205"
Nova Olinda,1995,861.9,71.83,"2309201"
Quixadá,1995,622.3,51.86,"2311306"
Pereiro,1995,1207.7,100.64,"2310803"
Groaíras,1995,1048.2,87.35,"2304905"
Cariús,1995,985.0,82.08,"2303303"
Graça,1995,1304.4,108.7,"2304657"
Choró,1995,894.8,74.57,"2303931"
Jaguaruana,1995,881.0,73.42,"2307007"
Viçosa do Ceará,1995,1873.8,156.15,"2314102"
São Luís do Curu,1995,1193.4,99.45,"2312601"
Baixio,1995,896.3,74.69,"2301802"
Piquet Carneiro,1995,586.8,48.9,"2310902"
Tururu,1995,1239.8,103.32,"2313559"
Morada Nova,1995,849.4,70.78,"2308708"
Quixelô,1995,695.1,57.93,"2311355"
Nova Russas,1995,1122.1,93.51,"2309300"
Acarape,1995,1392.2,116.02,"2300150"
Aracati,1995,1106.5,92.21,"2301109"
Orós,1995,852.4,71.03,"2309508"
Monsenhor Tabosa,1995,693.3,57.77,"2308609"
Itapipoca,1995,1267.53,105.63,"2306405"
Mombaça,1995,834.9,69.58,"2308500"
Marco,1995,953.2,79.43,"2307809"
Pires Ferreira,1995,1170.4,97.53,"2310951"
Catarina,1995,693.0,57.75,"2303600"
Ererê,1995,1134.6,94.55,"2304277"
Guaraciaba do Norte,1995,1195.3,99.61,"2305001"
Iracema,1995,889.95,74.16,"2306009"
Croatá,1995,680.5,56.71,"2304236"
Paramoti,1995,849.0,70.75,"2310407"
Ubajara,1995,1709.7,142.48,"2313609"
Ipaporanga,1995,924.1,77.01,"2305654"
Carnaubal,1995,703.8,58.65,"2303402"
Massapê,1995,958.2,79.85,"2308005"
Chaval,1995,1073.4,89.45,"2303907"
São Benedito,1995,1462.95,121.91,"2312304"
Aracoiaba,1995,1160.15,96.68,"2301208"
Potengi,1995,1000.2,83.35,"2311207"
Granja,1995,1674.5,139.54,"2304707"
Missão Velha,1995,1225.8,102.15,"2308401"
Poranga,1995,340.0,28.33,"2311009"
Granjeiro,1995,1174.0,97.83,"2304806"
Senador Sá,1995,1464.5,122.04,"2312809"
Icó,1995,717.9,59.82,"2305407"
Pedra Branca,1995,754.5,62.88,"2310506"
Tarrafas,1995,810.6,67.55,"2313252"
Maranguape,1995,986.25,82.19,"2307700"
Palhano,1995,725.4,60.45,"2310001"
Campos Sales,1995,630.7,52.56,"2302701"
Caridade,1995,790.2,65.85,"2303006"
São Gonçalo do Amara,1995,1117.7,93.14,"2312403"
Horizonte,1995,1563.6,130.3,"2305233"
Paracuru,1995,2075.8,172.98,"2310209"
Santana do Cariri,1995,1010.5,84.21,"2312106"
Amontada,1995,961.6,80.13,"2300754"
Quiterianópolis,1995,787.35,65.61,"2311264"
Tauá,1995,731.2,60.93,"2313302"
Brejo Santo,1995,921.2,76.77,"2302503"
Lavras da Mangabeira,1995,1007.9,83.99,"2307502"
Ocara,1995,892.0,74.33,"2309458"
Caririaçu,1995,1101.2,91.77,"2303204"
Aurora,1995,1156.6,96.38,"2301703"
Barreira,1995,1086.6,90.55,"2301950"
Maracanaú,1995,1443.0,120.25,"2307650"
Bela Cruz,1995,970.2,80.85,"2302305"
Meruoca,1995,2225.5,185.46,"2308203"
