Itaitinga,1988,926.4,115.8,"2306256"
Altaneira,1988,1108.0,92.33,"2300606"
Farias Brito,1988,960.0,80.0,"2304301"
Jati,1988,927.6,77.3,"2307205"
Nova Olinda,1988,1000.0,83.33,"2309201"
Quixadá,1988,534.42,44.54,"2311306"
Pereiro,1988,897.0,74.75,"2310803"
Groaíras,1988,962.3,80.19,"2304905"
Cariús,1988,798.15,66.51,"2303303"
Graça,1988,1350.1,112.51,"2304657"
Jaguaruana,1988,967.0,80.58,"2307007"
Viçosa do Ceará,1988,2042.7,170.22,"2314102"
São Luís do Curu,1988,1063.8,88.65,"2312601"
Baixio,1988,914.3,76.19,"2301802"
Piquet Carneiro,1988,664.35,55.36,"2310902"
Tururu,1988,922.0,76.83,"2313559"
Morada Nova,1988,895.1,74.59,"2308708"
Quixelô,1988,867.7,72.31,"2311355"
Nova Russas,1988,854.8,71.23,"2309300"
Acarape,1988,1218.9,101.58,"2300150"
Aracati,1988,1505.2,125.43,"2301109"
Orós,1988,1019.6,84.97,"2309508"
Monsenhor Tabosa,1988,810.7,67.56,"2308609"
Itapipoca,1988,864.25,72.02,"2306405"
Mombaça,1988,848.5,70.71,"2308500"
Marco,1988,1330.9,110.91,"2307809"
Catarina,1988,753.4,62.78,"2303600"
Guaraciaba do Norte,1988,1428.0,119.0,"2305001"
Iracema,1988,768.28,64.02,"2306009"
Paramoti,1988,1218.1,101.51,"2310407"
Ubajara,1988,1867.5,155.63,"2313609"
Carnaubal,1988,814.6,67.88,"2303402"
Massapê,1988,1871.0,155.92,"2308005"
Chaval,1988,1247.9,103.99,"2303907"
São Benedito,1988,1635.3,136.28,"2312304"
Aracoiaba,1988,966.55,80.55,"2301208"
Potengi,1988,1036.9,86.41,"2311207"
Granja,1988,1416.4,118.03,"2304707"
Missão Velha,1988,1025.75,85.48,"2308401"
Poranga,1988,728.4,60.7,"2311009"
Granjeiro,1988,1177.0,98.08,"2304806"
Senador Sá,1988,1040.5,86.71,"2312809"
