Potiretama,2016,407.6,33.97,"2311231"
Itaitinga,2016,840.0,70.0,"2306256"
Altaneira,2016,503.8,41.98,"2300606"
Farias Brito,2016,553.25,46.1,"2304301"
Jati,2016,467.6,38.97,"2307205"
Nova Olinda,2016,359.0,29.92,"2309201"
Quixadá,2016,432.59,36.05,"2311306"
Pereiro,2016,529.17,44.1,"2310803"
Groaíras,2016,637.95,53.16,"2304905"
Cariús,2016,437.45,36.45,"2303303"
Graça,2016,986.0,140.86,"2304657"
Choró,2016,512.6,42.72,"2303931"
Jaguaruana,2016,365.1,30.42,"2307007"
Viçosa do Ceará,2016,787.9,65.66,"2314102"
São Luís do Curu,2016,650.0,54.17,"2312601"
Baixio,2016,846.6,70.55,"2301802"
Piquet Carneiro,2016,529.35,44.11,"2310902"
Tururu,2016,429.0,107.25,"2313559"
Morada Nova,2016,438.21,36.52,"2308708"
Quixelô,2016,866.45,72.2,"2311355"
Nova Russas,2016,842.5,70.21,"2309300"
Acarape,2016,573.0,47.75,"2300150"
Aracati,2016,331.0,27.58,"2301109"
Orós,2016,784.62,65.39,"2309508"
Monsenhor Tabosa,2016,420.7,35.06,"2308609"
Itapipoca,2016,1202.36,100.2,"2306405"
Mombaça,2016,588.08,49.01,"2308500"
Marco,2016,718.45,59.87,"2307809"
Pires Ferreira,2016,738.4,61.53,"2310951"
Catarina,2016,270.0,22.5,"2303600"
Ererê,2016,600.1,50.01,"2304277"
Guaraciaba do Norte,2016,800.82,66.74,"2305001"
Iracema,2016,517.16,43.1,"2306009"
Croatá,2016,355.5,29.62,"2304236"
Paramoti,2016,433.4,36.12,"2310407"
Ubajara,2016,672.25,56.02,"2313609"
Ipaporanga,2016,637.4,53.12,"2305654"
Carnaubal,2016,388.0,32.33,"2303402"
Massapê,2016,602.5,50.21,"2308005"
Chaval,2016,806.0,67.17,"2303907"
São Benedito,2016,821.5,68.46,"2312304"
Aracoiaba,2016,599.6,49.97,"2301208"
Potengi,2016,496.0,41.33,"2311207"
Granja,2016,846.06,70.5,"2304707"
Missão Velha,2016,746.95,62.25,"2308401"
Poranga,2016,442.5,36.88,"2311009"
Granjeiro,2016,978.8,81.57,"2304806"
Senador Sá,2016,815.02,67.92,"2312809"
Icó,2016,590.75,49.23,"2305407"
Pedra Branca,2016,426.5,35.54,"2310506"
Tarrafas,2016,426.0,35.5,"2313252"
Maranguape,2016,835.08,69.59,"2307700"
Palhano,2016,377.6,31.47,"2310001"
Campos Sales,2016,337.4,28.12,"2302701"
Caridade,2016,401.1,33.42,"2303006"
São Gonçalo do Amara,2016,1349.48,112.46,"2312403"
Horizonte,2016,698.4,77.6,"2305233"
Paracuru,2016,1658.7,138.22,"2310209"
Santana do Cariri,2016,395.3,32.94,"2312106"
Amontada,2016,836.64,69.72,"2300754"
Quiterianópolis,2016,626.31,52.19,"2311264"
Tauá,2016,412.43,34.37,"2313302"
Brejo Santo,2016,469.25,39.1,"2302503"
Lavras da Mangabeira,2016,717.38,59.78,"2307502"
Ocara,2016,636.9,53.07,"2309458"
Caririaçu,2016,750.5,62.54,"2303204"
Aurora,2016,592.12,49.34,"2301703"
Barreira,2016,275.5,27.55,"2301950"
Maracanaú,2016,1092.31,91.03,"2307650"
Bela Cruz,2016,659.3,54.94,"2302305"
Meruoca,2016,869.1,72.42,"2308203"
Pacatuba,2016,944.55,78.71,"2309706"
Frecheirinha,2016,685.0,57.08,"2304509"
Pacujá,2016,653.3,54.44,"2309904"
Salitre,2016,454.0,37.83,"2311959"
General Sampaio,2016,558.33,46.53,"2304608"
Banabuiú,2016,517.7,43.14,"2301851"
São João do Jaguarib,2016,423.1,35.26,"2312502"
Abaiara,2016,818.0,68.17,"2300101"
Umirim,2016,492.9,41.07,"2313757"
Irauçuba,2016,359.78,29.98,"2306108"
Guaiúba,2016,829.0,69.08,"2304954"
Crateús,2016,575.48,47.96,"2304103"
Palmácia,2016,994.15,82.85,"2310100"
Beberibe,2016,497.65,41.47,"2302206"
Mucambo,2016,674.0,56.17,"2309003"
Martinópole,2016,925.0,77.08,"2307908"
Jaguaribara,2016,586.1,53.28,"2306801"
Tabuleiro do Norte,2016,428.9,35.74,"2313104"
Acopiara,2016,437.5,36.46,"2300309"
Saboeiro,2016,438.1,36.51,"2311900"
Pacoti,2016,1171.4,97.62,"2309805"
Quixeramobim,2016,526.08,43.84,"2311405"
